Date,KICL
2014-01-01,361.0
2014-01-02,365.0
2014-01-03,365.0
2014-01-06,360.0
2014-01-07,369.4
2014-01-08,387.85
2014-01-09,386.0
2014-01-10,390.0
2014-01-13,392.7
2014-01-14,384.2
2014-01-15,383.3
2014-01-16,384.6
2014-01-17,373.35
2014-01-20,368.9
2014-01-21,356.4
2014-01-22,357.6
2014-01-23,361.25
2014-01-24,358.1
2014-01-27,346.75
2014-01-28,340.0
2014-01-29,340.0
2014-01-30,330.0
2014-01-31,342.95
2014-02-03,326.05
2014-02-04,327.0
2014-02-05,325.05
2014-02-06,322.85
2014-02-07,327.1
2014-02-10,322.95
2014-02-11,339.05
2014-02-12,331.05
2014-02-14,317.9
2014-02-17,328.0
2014-02-18,331.5
2014-02-19,323.4
2014-02-20,324.15
2014-02-21,322.0
2014-02-24,318.0
2014-02-25,321.0
2014-02-26,317.3
2014-02-28,320.5
2014-03-03,315.0
2014-03-04,330.75
2014-03-05,347.25
2014-03-06,364.6
2014-03-07,387.0
2014-03-10,394.85
2014-03-11,393.8
2014-03-12,385.0
2014-03-13,376.5
2014-03-14,370.0
2014-03-18,372.85
2014-03-19,389.85
2014-03-20,391.95
2014-03-21,380.05
2014-03-22,380.15
2014-03-24,365.0
2014-03-25,368.0
2014-03-26,381.2
2014-03-27,419.3
2014-03-28,440.0
2014-03-31,475.4
2014-04-01,457.65
2014-04-02,437.25
2014-04-03,421.05
2014-04-04,442.1
2014-04-07,464.2
2014-04-09,487.4
2014-04-10,511.75
2014-04-11,537.3
2014-04-15,564.15
2014-04-16,592.35
2014-04-17,621.95
2014-04-21,653.0
2014-04-22,685.65
2014-04-23,679.1
2014-04-25,680.75
2014-04-28,680.75
2014-04-29,673.75
2014-04-30,640.1
2014-05-02,614.4
2014-05-05,599.95
2014-05-06,577.65
2014-05-07,568.3
2014-05-08,566.75
2014-05-09,587.6
2014-05-12,564.4
2014-05-13,567.45
2014-05-14,552.85
2014-05-15,543.65
2014-05-16,565.55
2014-05-19,593.8
2014-05-20,623.45
2014-05-21,654.6
2014-05-22,687.3
2014-05-23,704.65
2014-05-26,670.0
2014-05-27,648.15
2014-05-28,680.55
2014-05-29,686.85
2014-05-30,693.7
2014-06-02,727.25
2014-06-03,734.1
2014-06-04,738.0
2014-06-05,742.05
2014-06-06,735.05
2014-06-09,767.8
2014-06-10,773.75
2014-06-11,744.15
2014-06-12,729.05
2014-06-13,705.0
2014-06-16,701.05
2014-06-17,715.9
2014-06-18,703.0
2014-06-19,680.25
2014-06-20,703.95
2014-06-23,669.7
2014-06-24,696.95
2014-06-25,705.6
2014-06-26,704.2
2014-06-27,707.8
2014-06-30,735.0
2014-07-01,766.9
2014-07-02,775.7
2014-07-03,772.8
2014-07-04,751.25
2014-07-07,747.1
2014-07-08,709.4
2014-07-09,664.85
2014-07-10,671.6
2014-07-11,670.0
2014-07-14,649.25
2014-07-15,698.0
2014-07-16,718.25
2014-07-17,740.85
2014-07-18,719.3
2014-07-21,705.8
2014-07-22,686.95
2014-07-23,674.9
2014-07-24,660.1
2014-07-25,666.7
2014-07-28,670.0
2014-07-30,698.85
2014-07-31,670.0
2014-08-01,688.0
2014-08-04,684.75
2014-08-05,697.0
2014-08-06,700.0
2014-08-07,687.15
2014-08-08,698.9
2014-08-11,692.8
2014-08-12,695.0
2014-08-13,690.35
2014-08-14,683.9
2014-08-18,682.75
2014-08-19,683.85
2014-08-20,672.15
2014-08-21,712.85
2014-08-22,855.4
2014-08-25,1010.7
2014-08-26,1069.55
2014-08-27,1089.0
2014-08-28,1001.85
2014-09-01,1048.85
2014-09-02,1085.4
2014-09-03,1193.9
2014-09-04,1313.25
2014-09-05,1348.0
2014-09-08,1342.5
2014-09-09,1380.85
2014-09-10,1431.85
2014-09-11,1419.0
2014-09-12,1381.0
2014-09-15,1355.6
2014-09-16,1297.0
2014-09-17,1262.8
2014-09-18,1325.9
2014-09-19,1323.55
2014-09-22,1322.2
2014-09-23,1273.15
2014-09-24,1239.85
2014-09-25,1209.8
2014-09-26,1168.55
2014-09-29,1190.4
2014-09-30,1194.5
2014-10-01,1248.8
2014-10-07,1294.1
2014-10-08,1249.75
2014-10-09,1283.95
2014-10-10,1223.75
2014-10-13,1192.6
2014-10-14,1265.65
2014-10-16,1248.3
2014-10-17,1176.2
2014-10-20,1218.0
2014-10-21,1240.7
2014-10-22,1239.8
2014-10-23,1225.0
2014-10-27,1226.05
2014-10-28,1201.7
2014-10-29,1213.2
2014-10-30,1247.15
2014-10-31,1252.45
2014-11-03,1207.35
2014-11-05,1226.05
2014-11-07,1257.6
2014-11-10,1226.35
2014-11-11,1226.75
2014-11-12,1292.0
2014-11-13,1243.35
2014-11-14,1230.65
2014-11-17,1224.35
2014-11-18,1274.0
2014-11-19,1241.5
2014-11-20,1226.05
2014-11-21,1209.65
2014-11-24,1234.9
2014-11-25,1180.6
2014-11-26,1183.75
2014-11-27,1170.55
2014-11-28,1173.3
2014-12-01,1189.55
2014-12-02,1233.3
2014-12-03,1306.7
2014-12-04,1552.65
2014-12-05,1597.85
2014-12-08,1612.8
2014-12-09,1533.15
2014-12-10,1499.65
2014-12-11,1456.6
2014-12-12,1368.75
2014-12-15,1376.05
2014-12-16,1298.85
2014-12-17,1273.85
2014-12-18,1297.6
2014-12-19,1333.4
2014-12-22,1429.35
2014-12-23,1363.05
2014-12-24,1396.05
2014-12-26,1371.05
2014-12-29,1354.9
2014-12-30,1358.4
2014-12-31,1401.5
