Date,PNB
2014-01-01,634.9
2014-01-02,611.2
2014-01-03,618.25
2014-01-06,610.05
2014-01-07,602.3
2014-01-08,610.35
2014-01-09,605.15
2014-01-10,595.2
2014-01-13,601.35
2014-01-14,600.5
2014-01-15,615.55
2014-01-16,616.95
2014-01-17,596.9
2014-01-20,600.7
2014-01-21,610.9
2014-01-22,617.8
2014-01-23,609.9
2014-01-24,581.8
2014-01-27,547.75
2014-01-28,547.6
2014-01-29,540.45
2014-01-30,517.6
2014-01-31,547.55
2014-02-03,549.6
2014-02-04,565.8
2014-02-05,560.9
2014-02-06,550.2
2014-02-07,555.7
2014-02-10,557.65
2014-02-11,546.6
2014-02-12,548.95
2014-02-13,530.95
2014-02-14,536.7
2014-02-17,532.45
2014-02-18,543.0
2014-02-19,540.65
2014-02-20,531.2
2014-02-21,535.0
2014-02-24,539.15
2014-02-25,538.0
2014-02-26,543.05
2014-02-28,552.2
2014-03-03,539.8
2014-03-04,565.8
2014-03-05,591.85
2014-03-06,594.8
2014-03-07,617.15
2014-03-10,633.6
2014-03-11,625.95
2014-03-12,614.15
2014-03-13,616.25
2014-03-14,624.95
2014-03-18,635.95
2014-03-19,649.25
2014-03-20,632.6
2014-03-21,642.05
2014-03-22,641.0
2014-03-24,662.15
2014-03-25,669.3
2014-03-26,679.55
2014-03-27,705.0
2014-03-28,750.25
2014-03-31,743.9
2014-04-01,735.0
2014-04-02,757.3
2014-04-03,741.65
2014-04-04,751.7
2014-04-07,752.3
2014-04-09,782.45
2014-04-10,782.55
2014-04-11,779.45
2014-04-15,763.7
2014-04-16,764.15
2014-04-17,779.6
2014-04-21,805.25
2014-04-22,788.45
2014-04-23,805.05
2014-04-25,791.85
2014-04-28,795.85
2014-04-29,784.55
2014-04-30,783.4
2014-05-02,776.05
2014-05-05,786.15
2014-05-06,785.4
2014-05-07,778.95
2014-05-08,780.8
2014-05-09,818.75
2014-05-12,835.15
2014-05-13,800.25
2014-05-14,834.4
2014-05-15,855.2
2014-05-16,917.95
2014-05-19,1013.9
2014-05-20,996.8
2014-05-21,986.45
2014-05-22,985.1
2014-05-23,1037.85
2014-05-26,1022.85
2014-05-27,994.95
2014-05-28,972.15
2014-05-29,960.35
2014-05-30,943.8
2014-06-02,978.25
2014-06-03,972.15
2014-06-04,997.15
2014-06-05,994.0
2014-06-06,1020.95
2014-06-09,1023.5
2014-06-10,999.55
2014-06-11,982.3
2014-06-12,979.45
2014-06-13,954.9
2014-06-16,946.65
2014-06-17,979.95
2014-06-18,979.0
2014-06-19,967.35
2014-06-20,951.65
2014-06-23,954.15
2014-06-24,972.4
2014-06-25,965.6
2014-06-26,956.15
2014-06-27,951.5
2014-06-30,992.2
2014-07-01,996.5
2014-07-02,990.0
2014-07-03,990.95
2014-07-04,980.05
2014-07-07,969.85
2014-07-08,932.15
2014-07-09,923.9
2014-07-10,914.0
2014-07-11,874.5
2014-07-14,900.1
2014-07-15,927.1
2014-07-16,932.7
2014-07-17,938.85
2014-07-18,929.0
2014-07-21,928.4
2014-07-22,920.45
2014-07-23,919.6
2014-07-24,928.25
2014-07-25,923.7
2014-07-28,939.8
2014-07-30,978.35
2014-07-31,956.75
2014-08-01,953.45
2014-08-04,967.6
2014-08-05,976.5
2014-08-06,949.65
2014-08-07,926.35
2014-08-08,904.35
2014-08-11,917.5
2014-08-12,919.2
2014-08-13,906.6
2014-08-14,910.35
2014-08-18,923.35
2014-08-19,937.5
2014-08-20,929.85
2014-08-21,965.65
2014-08-22,984.45
2014-08-25,963.65
2014-08-26,955.45
2014-08-27,961.85
2014-08-28,948.15
2014-09-01,976.7
2014-09-02,969.5
2014-09-03,961.05
2014-09-04,942.55
2014-09-05,935.65
2014-09-08,945.7
2014-09-09,951.3
2014-09-10,952.0
2014-09-11,965.35
2014-09-12,984.35
2014-09-15,999.65
2014-09-16,964.1
2014-09-17,967.8
2014-09-18,990.95
2014-09-19,978.25
2014-09-22,989.3
2014-09-23,966.15
2014-09-24,927.1
2014-09-25,870.1
2014-09-26,894.95
2014-09-29,887.05
2014-09-30,887.3
2014-10-01,879.25
2014-10-07,876.2
2014-10-08,877.75
2014-10-09,904.85
2014-10-10,899.9
2014-10-13,920.3
2014-10-14,925.5
2014-10-16,916.95
2014-10-17,919.8
2014-10-20,955.45
2014-10-21,932.45
2014-10-22,932.85
2014-10-23,934.6
2014-10-27,932.55
2014-10-28,921.6
2014-10-29,904.8
2014-10-30,915.8
2014-10-31,930.85
2014-11-03,949.65
2014-11-05,949.85
2014-11-07,940.25
2014-11-10,922.55
2014-11-11,954.05
2014-11-12,953.65
2014-11-13,934.5
2014-11-14,938.6
2014-11-17,964.35
2014-11-18,983.45
2014-11-19,963.05
2014-11-20,952.55
2014-11-21,977.3
2014-11-24,986.35
2014-11-25,964.15
2014-11-26,969.35
2014-11-27,998.3
2014-11-28,1072.3
2014-12-01,1079.75
2014-12-02,1095.65
2014-12-03,1095.4
2014-12-04,1095.45
2014-12-05,1121.95
2014-12-08,1110.5
2014-12-09,1084.65
2014-12-10,1109.45
2014-12-11,1101.8
2014-12-12,1096.15
2014-12-15,1096.65
2014-12-16,1071.85
2014-12-17,1086.05
2014-12-18,226.0
2014-12-19,224.05
2014-12-22,223.35
2014-12-23,222.6
2014-12-24,220.0
2014-12-26,222.25
2014-12-29,219.5
2014-12-30,218.55
2014-12-31,219.1
