Date,HINDCOPPER
2014-01-01,71.75
2014-01-02,69.4
2014-01-03,69.2
2014-01-06,69.5
2014-01-07,69.15
2014-01-08,69.8
2014-01-09,69.45
2014-01-10,68.05
2014-01-13,68.15
2014-01-14,67.8
2014-01-15,68.25
2014-01-16,69.2
2014-01-17,67.35
2014-01-20,67.05
2014-01-21,67.3
2014-01-22,67.9
2014-01-23,67.35
2014-01-24,65.9
2014-01-27,63.15
2014-01-28,63.2
2014-01-29,63.3
2014-01-30,61.7
2014-01-31,61.8
2014-02-03,60.55
2014-02-04,60.7
2014-02-05,60.6
2014-02-06,61.65
2014-02-07,61.35
2014-02-10,61.35
2014-02-11,61.75
2014-02-12,62.1
2014-02-13,59.95
2014-02-14,59.5
2014-02-17,58.75
2014-02-18,59.4
2014-02-19,59.5
2014-02-20,58.55
2014-02-21,58.65
2014-02-24,58.3
2014-02-25,58.85
2014-02-26,58.35
2014-02-28,59.05
2014-03-03,58.45
2014-03-04,60.4
2014-03-05,60.4
2014-03-06,61.35
2014-03-07,63.35
2014-03-10,63.05
2014-03-11,62.3
2014-03-12,61.95
2014-03-13,65.9
2014-03-14,65.9
2014-03-18,65.75
2014-03-19,68.3
2014-03-20,67.5
2014-03-21,70.2
2014-03-22,68.7
2014-03-24,67.55
2014-03-25,65.85
2014-03-26,65.85
2014-03-27,65.9
2014-03-28,67.1
2014-03-31,68.65
2014-04-01,68.9
2014-04-02,70.25
2014-04-03,69.15
2014-04-04,72.9
2014-04-07,71.75
2014-04-09,73.15
2014-04-10,74.8
2014-04-11,77.4
2014-04-15,76.45
2014-04-16,75.25
2014-04-17,76.55
2014-04-21,77.7
2014-04-22,79.85
2014-04-23,81.3
2014-04-25,78.8
2014-04-28,78.75
2014-04-29,77.15
2014-04-30,74.1
2014-05-02,74.25
2014-05-05,73.6
2014-05-06,73.65
2014-05-07,72.35
2014-05-08,71.3
2014-05-09,76.1
2014-05-12,78.45
2014-05-13,80.4
2014-05-14,81.05
2014-05-15,78.65
2014-05-16,81.8
2014-05-19,94.3
2014-05-20,96.8
2014-05-21,103.75
2014-05-22,104.25
2014-05-23,103.55
2014-05-26,99.65
2014-05-27,98.55
2014-05-28,102.75
2014-05-29,99.1
2014-05-30,100.1
2014-06-02,104.4
2014-06-03,107.75
2014-06-04,109.3
2014-06-05,112.25
2014-06-06,110.3
2014-06-09,112.7
2014-06-10,120.25
2014-06-11,117.1
2014-06-12,118.05
2014-06-13,109.55
2014-06-16,108.3
2014-06-17,114.35
2014-06-18,110.8
2014-06-19,113.05
2014-06-20,113.1
2014-06-23,114.9
2014-06-24,114.65
2014-06-25,115.7
2014-06-26,113.55
2014-06-27,112.6
2014-06-30,115.6
2014-07-01,113.95
2014-07-02,114.15
2014-07-03,112.8
2014-07-04,112.75
2014-07-07,115.3
2014-07-08,106.6
2014-07-09,103.6
2014-07-10,104.5
2014-07-11,97.8
2014-07-14,95.4
2014-07-15,96.85
2014-07-16,100.95
2014-07-17,101.15
2014-07-18,101.05
2014-07-21,100.95
2014-07-22,100.25
2014-07-23,98.55
2014-07-24,97.7
2014-07-25,96.7
2014-07-28,95.4
2014-07-30,94.5
2014-07-31,92.8
2014-08-01,91.4
2014-08-04,91.05
2014-08-05,91.95
2014-08-06,90.45
2014-08-07,88.6
2014-08-08,85.25
2014-08-11,85.8
2014-08-12,87.05
2014-08-13,86.25
2014-08-14,85.3
2014-08-18,90.75
2014-08-19,90.4
2014-08-20,90.2
2014-08-21,90.2
2014-08-22,88.45
2014-08-25,88.05
2014-08-26,86.2
2014-08-27,87.6
2014-08-28,88.2
2014-09-01,89.9
2014-09-02,90.1
2014-09-03,89.45
2014-09-04,88.45
2014-09-05,88.65
2014-09-08,89.75
2014-09-09,89.55
2014-09-10,91.45
2014-09-11,93.3
2014-09-12,91.3
2014-09-15,90.3
2014-09-16,86.95
2014-09-17,86.95
2014-09-18,89.1
2014-09-19,88.3
2014-09-22,88.0
2014-09-23,85.65
2014-09-24,82.9
2014-09-25,79.8
2014-09-26,80.4
2014-09-29,80.6
2014-09-30,79.75
2014-10-01,78.7
2014-10-07,77.8
2014-10-08,77.85
2014-10-09,79.9
2014-10-10,78.05
2014-10-13,78.4
2014-10-14,78.0
2014-10-16,75.45
2014-10-17,75.5
2014-10-20,76.55
2014-10-21,78.2
2014-10-22,80.8
2014-10-23,80.45
2014-10-27,80.45
2014-10-28,80.6
2014-10-29,82.45
2014-10-30,80.95
2014-10-31,82.05
2014-11-03,84.95
2014-11-05,86.5
2014-11-07,83.45
2014-11-10,83.0
2014-11-11,81.8
2014-11-12,82.95
2014-11-13,80.65
2014-11-14,79.1
2014-11-17,80.55
2014-11-18,81.5
2014-11-19,79.35
2014-11-20,78.55
2014-11-21,79.9
2014-11-24,78.6
2014-11-25,76.35
2014-11-26,76.55
2014-11-27,76.05
2014-11-28,75.5
2014-12-01,75.65
2014-12-02,75.65
2014-12-03,77.3
2014-12-04,78.25
2014-12-05,78.1
2014-12-08,75.85
2014-12-09,74.2
2014-12-10,74.5
2014-12-11,73.25
2014-12-12,72.35
2014-12-15,74.35
2014-12-16,69.95
2014-12-17,68.5
2014-12-18,70.65
2014-12-19,70.65
2014-12-22,71.1
2014-12-23,70.45
2014-12-24,70.35
2014-12-26,70.35
2014-12-29,70.75
2014-12-30,71.0
2014-12-31,70.65
