Date,JKIL
2014-01-01,191.9
2014-01-02,189.45
2014-01-03,204.25
2014-01-06,202.0
2014-01-07,197.75
2014-01-08,195.4
2014-01-09,195.1
2014-01-10,191.95
2014-01-13,198.2
2014-01-14,190.7
2014-01-15,190.0
2014-01-16,189.2
2014-01-17,183.85
2014-01-20,185.75
2014-01-21,185.0
2014-01-22,187.4
2014-01-23,187.7
2014-01-24,182.2
2014-01-27,179.5
2014-01-28,181.35
2014-01-29,188.0
2014-01-30,188.25
2014-01-31,188.9
2014-02-03,184.35
2014-02-04,182.25
2014-02-05,181.55
2014-02-06,185.95
2014-02-07,185.95
2014-02-10,183.5
2014-02-11,188.95
2014-02-12,189.15
2014-02-13,189.05
2014-02-14,186.0
2014-02-17,185.35
2014-02-18,183.05
2014-02-19,185.0
2014-02-20,192.55
2014-02-21,187.2
2014-02-24,182.0
2014-02-25,184.25
2014-02-26,188.35
2014-02-28,183.0
2014-03-03,180.55
2014-03-04,183.0
2014-03-05,181.5
2014-03-06,182.45
2014-03-07,181.1
2014-03-10,180.6
2014-03-11,179.65
2014-03-12,182.45
2014-03-13,175.1
2014-03-14,178.3
2014-03-18,178.7
2014-03-19,177.45
2014-03-20,179.5
2014-03-21,176.15
2014-03-22,179.65
2014-03-24,174.7
2014-03-25,172.55
2014-03-26,172.55
2014-03-27,168.4
2014-03-28,168.9
2014-03-31,173.0
2014-04-01,170.0
2014-04-02,171.2
2014-04-03,182.8
2014-04-04,192.8
2014-04-07,197.25
2014-04-09,190.25
2014-04-10,185.6
2014-04-11,184.9
2014-04-15,187.75
2014-04-16,183.25
2014-04-17,190.3
2014-04-21,184.95
2014-04-22,193.0
2014-04-23,187.95
2014-04-25,192.2
2014-04-28,193.15
2014-04-29,193.15
2014-04-30,194.0
2014-05-02,202.2
2014-05-05,209.2
2014-05-06,213.0
2014-05-07,216.05
2014-05-08,212.0
2014-05-09,214.0
2014-05-12,214.0
2014-05-13,214.6
2014-05-14,215.0
2014-05-15,204.15
2014-05-16,219.25
2014-05-19,215.15
2014-05-20,239.9
2014-05-21,264.85
2014-05-22,279.7
2014-05-23,293.15
2014-05-26,277.9
2014-05-27,298.85
2014-05-28,289.2
2014-05-29,289.1
2014-05-30,291.25
2014-06-02,299.75
2014-06-03,300.4
2014-06-04,314.4
2014-06-05,318.05
2014-06-06,311.9
2014-06-09,311.15
2014-06-10,305.85
2014-06-11,299.95
2014-06-12,305.25
2014-06-13,300.4
2014-06-16,300.75
2014-06-17,304.3
2014-06-18,304.2
2014-06-19,299.2
2014-06-20,302.5
2014-06-23,303.8
2014-06-24,306.65
2014-06-25,314.65
2014-06-26,311.9
2014-06-27,310.45
2014-06-30,313.75
2014-07-01,311.0
2014-07-02,313.3
2014-07-03,318.8
2014-07-04,316.2
2014-07-07,317.2
2014-07-08,317.05
2014-07-09,308.95
2014-07-10,312.2
2014-07-11,293.0
2014-07-14,305.2
2014-07-15,314.8
2014-07-16,317.9
2014-07-17,316.6
2014-07-18,330.2
2014-07-21,338.95
2014-07-22,338.85
2014-07-23,331.45
2014-07-24,323.6
2014-07-25,330.05
2014-07-28,309.7
2014-07-30,318.6
2014-07-31,320.85
2014-08-01,320.95
2014-08-04,326.6
2014-08-05,319.45
2014-08-06,316.8
2014-08-07,313.3
2014-08-08,316.15
2014-08-11,320.45
2014-08-12,317.9
2014-08-13,313.9
2014-08-14,325.15
2014-08-18,324.9
2014-08-19,322.4
2014-08-20,332.4
2014-08-21,335.6
2014-08-22,332.6
2014-08-25,322.95
2014-08-26,315.2
2014-08-27,312.2
2014-08-28,324.7
2014-09-01,326.15
2014-09-02,328.2
2014-09-03,334.1
2014-09-04,324.25
2014-09-05,331.15
2014-09-08,321.55
2014-09-09,323.1
2014-09-10,318.85
2014-09-11,329.6
2014-09-12,329.45
2014-09-15,329.5
2014-09-16,321.05
2014-09-17,330.15
2014-09-18,328.7
2014-09-19,328.45
2014-09-22,323.0
2014-09-23,317.05
2014-09-24,316.85
2014-09-25,316.65
2014-09-26,310.55
2014-09-29,313.7
2014-09-30,314.85
2014-10-01,318.05
2014-10-07,311.55
2014-10-08,310.7
2014-10-09,310.65
2014-10-10,316.4
2014-10-13,319.05
2014-10-14,314.9
2014-10-16,306.5
2014-10-17,303.4
2014-10-20,305.2
2014-10-21,310.75
2014-10-22,314.95
2014-10-23,316.75
2014-10-27,315.8
2014-10-28,317.15
2014-10-29,322.35
2014-10-30,325.9
2014-10-31,322.45
2014-11-03,326.75
2014-11-05,328.45
2014-11-07,340.0
2014-11-10,342.05
2014-11-11,351.5
2014-11-12,335.25
2014-11-13,348.15
2014-11-14,362.35
2014-11-17,382.55
2014-11-18,399.15
2014-11-19,377.15
2014-11-20,378.8
2014-11-21,389.85
2014-11-24,395.2
2014-11-25,398.4
2014-11-26,430.65
2014-11-27,430.45
2014-11-28,436.05
2014-12-01,439.6
2014-12-02,437.75
2014-12-03,448.4
2014-12-04,450.8
2014-12-05,455.35
2014-12-08,445.7
2014-12-09,436.0
2014-12-10,442.55
2014-12-11,438.7
2014-12-12,444.05
2014-12-15,428.25
2014-12-16,417.2
2014-12-17,418.85
2014-12-18,433.45
2014-12-19,434.7
2014-12-22,447.15
2014-12-23,472.35
2014-12-24,494.5
2014-12-26,507.45
2014-12-29,503.8
2014-12-30,497.6
2014-12-31,513.15
