Date,63MOONS
2014-01-01,188.0
2014-01-02,185.85
2014-01-03,223.0
2014-01-06,246.8
2014-01-07,271.45
2014-01-08,298.55
2014-01-09,328.4
2014-01-10,312.95
2014-01-13,328.2
2014-01-14,327.25
2014-01-15,322.7
2014-01-16,329.1
2014-01-17,313.85
2014-01-20,319.2
2014-01-21,325.25
2014-01-22,319.25
2014-01-23,306.0
2014-01-24,290.7
2014-01-27,276.2
2014-01-28,284.4
2014-01-29,271.4
2014-01-30,260.4
2014-01-31,273.4
2014-02-03,275.1
2014-02-04,288.85
2014-02-05,293.05
2014-02-06,291.6
2014-02-07,280.05
2014-02-10,272.3
2014-02-11,263.85
2014-02-12,273.0
2014-02-13,268.65
2014-02-14,282.05
2014-02-17,296.15
2014-02-18,310.95
2014-02-19,326.45
2014-02-20,340.35
2014-02-21,325.7
2014-02-24,323.15
2014-02-25,339.3
2014-02-26,343.65
2014-02-28,333.25
2014-03-03,335.65
2014-03-04,336.05
2014-03-05,352.85
2014-03-06,370.45
2014-03-07,384.7
2014-03-10,403.1
2014-03-11,382.95
2014-03-12,395.0
2014-03-13,378.15
2014-03-14,360.85
2014-03-18,378.85
2014-03-19,376.15
2014-03-20,378.3
2014-03-21,372.3
2014-03-22,373.7
2014-03-24,359.85
2014-03-25,377.8
2014-03-26,370.55
2014-03-27,378.75
2014-03-28,376.75
2014-03-31,373.6
2014-04-01,363.6
2014-04-02,360.2
2014-04-03,363.4
2014-04-04,362.65
2014-04-07,350.3
2014-04-09,351.05
2014-04-10,364.5
2014-04-11,362.1
2014-04-15,359.7
2014-04-16,359.5
2014-04-17,353.8
2014-04-21,357.0
2014-04-22,349.45
2014-04-23,332.2
2014-04-25,323.4
2014-04-28,316.25
2014-04-29,331.8
2014-04-30,315.25
2014-05-02,300.0
2014-05-05,285.0
2014-05-06,299.25
2014-05-07,290.8
2014-05-08,276.3
2014-05-09,262.5
2014-05-12,254.65
2014-05-13,255.9
2014-05-14,259.2
2014-05-15,258.55
2014-05-16,245.65
2014-05-19,235.25
2014-05-20,241.05
2014-05-21,232.2
2014-05-22,243.8
2014-05-23,255.95
2014-05-26,258.05
2014-05-27,254.65
2014-05-28,255.6
2014-05-29,268.25
2014-05-30,262.8
2014-06-02,263.0
2014-06-03,262.2
2014-06-04,269.6
2014-06-05,269.95
2014-06-06,277.8
2014-06-09,280.85
2014-06-10,277.55
2014-06-11,272.9
2014-06-12,272.15
2014-06-13,258.9
2014-06-16,264.7
2014-06-17,260.4
2014-06-18,264.0
2014-06-19,261.65
2014-06-20,260.45
2014-06-23,255.75
2014-06-24,257.05
2014-06-25,258.5
2014-06-26,258.55
2014-06-27,253.9
2014-06-30,252.65
2014-07-01,256.3
2014-07-02,268.9
2014-07-03,261.6
2014-07-04,259.6
2014-07-07,258.75
2014-07-08,254.2
2014-07-09,245.0
2014-07-10,241.3
2014-07-11,228.4
2014-07-14,221.2
2014-07-15,243.3
2014-07-16,267.6
2014-07-17,277.2
2014-07-18,268.35
2014-07-21,276.2
2014-07-22,302.4
2014-07-23,332.6
2014-07-24,365.85
2014-07-25,351.1
2014-07-28,345.9
2014-07-30,328.65
2014-07-31,319.8
2014-08-01,303.85
2014-08-04,288.7
2014-08-05,303.1
2014-08-06,291.15
2014-08-07,300.5
2014-08-08,285.7
2014-08-11,283.6
2014-08-12,282.35
2014-08-13,268.3
2014-08-14,274.95
2014-08-18,261.7
2014-08-19,248.65
2014-08-20,243.25
2014-08-21,254.9
2014-08-22,267.25
2014-08-25,273.1
2014-08-26,259.45
2014-08-27,261.75
2014-08-28,253.9
2014-09-01,255.15
2014-09-02,251.45
2014-09-03,251.5
2014-09-04,255.35
2014-09-05,261.3
2014-09-08,255.9
2014-09-09,252.95
2014-09-10,253.9
2014-09-11,257.75
2014-09-12,252.7
2014-09-15,250.65
2014-09-16,243.35
2014-09-17,242.15
2014-09-18,242.4
2014-09-19,240.4
2014-09-22,233.05
2014-09-23,232.8
2014-09-24,225.0
2014-09-25,202.85
2014-09-26,217.95
2014-09-29,227.9
2014-09-30,223.25
2014-10-01,217.45
2014-10-07,216.3
2014-10-08,208.75
2014-10-09,212.1
2014-10-10,231.15
2014-10-13,230.8
2014-10-14,220.6
2014-10-16,210.55
2014-10-17,210.55
2014-10-20,212.1
2014-10-21,169.7
2014-10-22,180.45
2014-10-23,196.3
2014-10-27,186.8
2014-10-28,184.7
2014-10-29,182.5
2014-10-30,179.55
2014-10-31,174.55
2014-11-03,180.15
2014-11-05,179.95
2014-11-07,182.85
2014-11-10,190.25
2014-11-11,188.15
2014-11-12,192.0
2014-11-13,189.35
2014-11-14,185.55
2014-11-17,181.95
2014-11-18,190.05
2014-11-19,188.0
2014-11-20,184.3
2014-11-21,188.95
2014-11-24,185.25
2014-11-25,181.0
2014-11-26,189.5
2014-11-27,185.9
2014-11-28,183.85
2014-12-01,184.65
2014-12-02,188.35
2014-12-03,215.35
2014-12-04,227.25
2014-12-05,222.2
2014-12-08,224.3
2014-12-09,208.45
2014-12-10,214.75
2014-12-11,212.3
2014-12-12,209.75
2014-12-15,205.1
2014-12-16,191.9
2014-12-17,187.95
2014-12-18,193.5
2014-12-19,203.15
2014-12-22,208.25
2014-12-23,205.6
2014-12-24,202.3
2014-12-26,205.5
2014-12-29,206.55
2014-12-30,204.15
2014-12-31,203.55
