Date,MINDTREE
2014-01-01,1549.2
2014-01-02,1558.9
2014-01-03,1599.3
2014-01-06,1595.7
2014-01-07,1581.7
2014-01-08,1653.85
2014-01-09,1652.85
2014-01-10,1648.9
2014-01-13,1612.3
2014-01-14,1501.55
2014-01-15,1471.35
2014-01-16,1494.45
2014-01-17,1420.85
2014-01-20,1447.2
2014-01-21,1429.9
2014-01-22,1430.35
2014-01-23,1423.15
2014-01-24,1450.1
2014-01-27,1449.75
2014-01-28,1450.6
2014-01-29,1450.05
2014-01-30,1413.95
2014-01-31,1429.75
2014-02-03,1430.4
2014-02-04,1424.05
2014-02-05,1427.1
2014-02-06,1420.25
2014-02-07,1450.85
2014-02-10,1529.95
2014-02-11,1630.3
2014-02-12,1647.75
2014-02-13,1680.4
2014-02-14,1680.4
2014-02-17,1648.1
2014-02-18,1623.3
2014-02-19,1617.1
2014-02-20,1697.3
2014-02-21,1657.0
2014-02-24,1658.8
2014-02-25,1658.65
2014-02-26,1637.75
2014-02-28,1643.55
2014-03-03,1624.75
2014-03-04,1593.8
2014-03-05,1598.3
2014-03-06,1599.7
2014-03-07,1540.05
2014-03-10,1502.4
2014-03-11,1512.3
2014-03-12,1490.2
2014-03-13,1471.85
2014-03-14,1471.95
2014-03-18,1455.55
2014-03-19,1391.7
2014-03-20,1381.2
2014-03-21,1370.8
2014-03-22,1391.5
2014-03-24,1380.05
2014-03-25,1377.2
2014-03-26,1333.1
2014-03-27,1349.55
2014-03-28,1356.2
2014-03-31,1321.15
2014-04-01,1359.7
2014-04-02,1387.35
2014-04-03,1429.8
2014-04-04,1418.9
2014-04-07,1401.05
2014-04-09,1380.2
2014-04-10,1368.95
2014-04-11,1378.45
2014-04-15,1399.4
2014-04-16,1373.45
2014-04-17,1405.45
2014-04-21,1414.95
2014-04-22,1420.45
2014-04-23,1431.9
2014-04-25,1430.15
2014-04-28,1429.85
2014-04-29,1433.35
2014-04-30,1418.95
2014-05-02,1449.95
2014-05-05,1421.7
2014-05-06,1444.25
2014-05-07,1424.95
2014-05-08,1435.45
2014-05-09,1446.9
2014-05-12,1437.7
2014-05-13,1437.4
2014-05-14,1452.25
2014-05-15,1441.0
2014-05-16,1387.5
2014-05-19,1335.45
2014-05-20,1339.2
2014-05-21,1351.05
2014-05-22,1381.0
2014-05-23,1398.4
2014-05-26,1396.2
2014-05-27,1397.15
2014-05-28,1441.1
2014-05-29,1450.5
2014-05-30,1509.75
2014-06-02,1522.7
2014-06-03,778.75
2014-06-04,781.35
2014-06-05,769.65
2014-06-06,786.3
2014-06-09,791.35
2014-06-10,809.3
2014-06-11,813.6
2014-06-12,806.35
2014-06-13,807.65
2014-06-16,810.35
2014-06-17,815.85
2014-06-18,826.85
2014-06-19,865.9
2014-06-20,905.3
2014-06-23,888.45
2014-06-24,899.05
2014-06-25,908.8
2014-06-26,895.2
2014-06-27,880.05
2014-06-30,880.5
2014-07-01,867.65
2014-07-02,859.9
2014-07-03,861.85
2014-07-04,854.25
2014-07-07,870.55
2014-07-08,879.55
2014-07-09,873.35
2014-07-10,890.0
2014-07-11,868.7
2014-07-14,871.1
2014-07-15,872.05
2014-07-16,877.9
2014-07-17,877.75
2014-07-18,886.8
2014-07-21,900.7
2014-07-22,959.3
2014-07-23,975.35
2014-07-24,980.0
2014-07-25,1025.65
2014-07-28,1052.5
2014-07-30,1040.7
2014-07-31,1049.95
2014-08-01,1049.95
2014-08-04,1018.5
2014-08-05,1001.05
2014-08-06,1003.55
2014-08-07,1003.45
2014-08-08,999.5
2014-08-11,1007.15
2014-08-12,1014.2
2014-08-13,1011.85
2014-08-14,1004.95
2014-08-18,1029.3
2014-08-19,1039.15
2014-08-20,1035.75
2014-08-21,1036.05
2014-08-22,1051.8
2014-08-25,1062.35
2014-08-26,1074.9
2014-08-27,1122.0
2014-08-28,1126.65
2014-09-01,1118.95
2014-09-02,1126.1
2014-09-03,1142.4
2014-09-04,1129.85
2014-09-05,1138.55
2014-09-08,1148.05
2014-09-09,1151.95
2014-09-10,1146.4
2014-09-11,1170.7
2014-09-12,1162.35
2014-09-15,1153.35
2014-09-16,1129.85
2014-09-17,1133.35
2014-09-18,1181.25
2014-09-19,1217.5
2014-09-22,1205.6
2014-09-23,1217.7
2014-09-24,1198.7
2014-09-25,1194.5
2014-09-26,1172.6
2014-09-29,1175.7
2014-09-30,1178.35
2014-10-01,1143.5
2014-10-07,1105.15
2014-10-08,1061.55
2014-10-09,1037.65
2014-10-10,1042.7
2014-10-13,1057.2
2014-10-14,1035.1
2014-10-16,996.4
2014-10-17,973.45
2014-10-20,985.7
2014-10-21,1028.35
2014-10-22,1045.85
2014-10-23,1057.0
2014-10-27,1034.15
2014-10-28,1030.55
2014-10-29,1063.8
2014-10-30,1094.7
2014-10-31,1093.6
2014-11-03,1069.25
2014-11-05,1079.9
2014-11-07,1102.85
2014-11-10,1092.85
2014-11-11,1091.05
2014-11-12,1116.25
2014-11-13,1131.2
2014-11-14,1125.35
2014-11-17,1142.35
2014-11-18,1133.5
2014-11-19,1171.95
2014-11-20,1237.05
2014-11-21,1215.75
2014-11-24,1203.95
2014-11-25,1203.85
2014-11-26,1215.25
2014-11-27,1195.0
2014-11-28,1199.45
2014-12-01,1244.0
2014-12-02,1240.1
2014-12-03,1229.2
2014-12-04,1238.5
2014-12-05,1214.9
2014-12-08,1184.9
2014-12-09,1184.85
2014-12-10,1187.65
2014-12-11,1183.05
2014-12-12,1195.1
2014-12-15,1184.25
2014-12-16,1191.9
2014-12-17,1184.95
2014-12-18,1187.95
2014-12-19,1212.25
2014-12-22,1236.45
2014-12-23,1248.25
2014-12-24,1220.85
2014-12-26,1211.45
2014-12-29,1223.95
2014-12-30,1231.1
2014-12-31,1283.2
