Date,SMARTLINK
2014-01-01,41.2
2014-01-02,40.85
2014-01-03,40.75
2014-01-06,41.15
2014-01-07,43.6
2014-01-08,43.7
2014-01-09,44.2
2014-01-10,44.9
2014-01-13,45.9
2014-01-14,45.45
2014-01-15,45.25
2014-01-16,44.55
2014-01-17,45.6
2014-01-20,45.5
2014-01-21,46.9
2014-01-22,46.6
2014-01-23,46.65
2014-01-24,46.55
2014-01-27,45.5
2014-01-28,46.15
2014-01-29,45.6
2014-01-30,45.4
2014-01-31,45.1
2014-02-03,45.15
2014-02-04,45.0
2014-02-05,44.45
2014-02-06,44.25
2014-02-07,44.6
2014-02-10,45.5
2014-02-11,44.85
2014-02-12,44.5
2014-02-13,44.3
2014-02-14,44.4
2014-02-17,45.45
2014-02-18,45.0
2014-02-19,45.25
2014-02-20,45.5
2014-02-21,44.65
2014-02-24,45.45
2014-02-25,44.75
2014-02-26,45.3
2014-02-28,45.0
2014-03-03,45.7
2014-03-04,45.0
2014-03-05,45.0
2014-03-06,45.2
2014-03-07,45.15
2014-03-10,44.5
2014-03-11,45.1
2014-03-12,44.5
2014-03-13,44.6
2014-03-14,45.15
2014-03-18,43.5
2014-03-19,44.7
2014-03-20,44.4
2014-03-21,45.4
2014-03-22,45.8
2014-03-24,46.05
2014-03-25,46.35
2014-03-26,46.1
2014-03-27,44.4
2014-03-28,44.9
2014-03-31,44.4
2014-04-01,45.05
2014-04-02,45.0
2014-04-03,45.45
2014-04-04,45.25
2014-04-07,45.9
2014-04-09,46.1
2014-04-10,45.95
2014-04-11,46.35
2014-04-15,46.1
2014-04-16,46.5
2014-04-17,46.85
2014-04-21,46.2
2014-04-22,47.25
2014-04-23,50.85
2014-04-25,47.8
2014-04-28,49.95
2014-04-29,48.95
2014-04-30,48.1
2014-05-02,47.25
2014-05-05,48.5
2014-05-06,48.1
2014-05-07,47.6
2014-05-08,46.55
2014-05-09,47.3
2014-05-12,46.95
2014-05-13,47.95
2014-05-14,48.65
2014-05-15,46.95
2014-05-16,47.65
2014-05-19,51.0
2014-05-20,52.75
2014-05-21,53.15
2014-05-22,56.95
2014-05-23,56.5
2014-05-26,53.75
2014-05-27,54.45
2014-05-28,54.8
2014-05-29,54.45
2014-05-30,54.15
2014-06-02,53.7
2014-06-03,53.6
2014-06-04,55.4
2014-06-05,58.85
2014-06-06,59.75
2014-06-09,62.95
2014-06-10,62.0
2014-06-11,62.9
2014-06-12,63.35
2014-06-13,63.9
2014-06-16,62.35
2014-06-17,61.35
2014-06-18,60.45
2014-06-19,60.05
2014-06-20,59.7
2014-06-23,60.3
2014-06-24,59.9
2014-06-25,59.15
2014-06-26,59.0
2014-06-27,57.25
2014-06-30,57.7
2014-07-01,59.0
2014-07-02,58.35
2014-07-03,57.85
2014-07-04,58.35
2014-07-07,57.35
2014-07-08,55.45
2014-07-09,53.7
2014-07-10,54.8
2014-07-11,54.25
2014-07-14,53.0
2014-07-15,54.2
2014-07-16,57.4
2014-07-17,56.55
2014-07-18,56.45
2014-07-21,54.55
2014-07-22,54.55
2014-07-23,55.15
2014-07-24,56.55
2014-07-25,55.65
2014-07-28,55.25
2014-07-30,55.0
2014-07-31,55.0
2014-08-01,55.15
2014-08-04,55.85
2014-08-05,55.05
2014-08-06,56.2
2014-08-07,55.95
2014-08-08,54.65
2014-08-11,55.3
2014-08-12,59.5
2014-08-13,56.0
2014-08-14,55.3
2014-08-18,55.0
2014-08-19,55.1
2014-08-20,54.8
2014-08-21,58.8
2014-08-22,58.9
2014-08-25,57.6
2014-08-26,54.95
2014-08-27,57.3
2014-08-28,55.55
2014-09-01,56.25
2014-09-02,58.0
2014-09-03,69.6
2014-09-04,83.5
2014-09-05,77.4
2014-09-08,80.75
2014-09-09,78.8
2014-09-10,79.3
2014-09-11,79.6
2014-09-12,80.35
2014-09-15,79.85
2014-09-16,73.15
2014-09-17,74.95
2014-09-18,77.35
2014-09-19,76.45
2014-09-22,73.65
2014-09-23,72.2
2014-09-24,69.35
2014-09-25,68.4
2014-09-26,67.35
2014-09-29,69.8
2014-09-30,70.4
2014-10-01,71.0
2014-10-07,69.8
2014-10-08,69.3
2014-10-09,70.85
2014-10-10,77.9
2014-10-13,83.35
2014-10-14,89.65
2014-10-16,80.2
2014-10-17,80.35
2014-10-20,80.2
2014-10-21,77.0
2014-10-22,77.85
2014-10-23,78.15
2014-10-27,78.2
2014-10-28,86.55
2014-10-29,84.35
2014-10-30,83.85
2014-10-31,87.95
2014-11-03,89.15
2014-11-05,88.3
2014-11-07,84.8
2014-11-10,85.3
2014-11-11,84.9
2014-11-12,83.5
2014-11-13,79.1
2014-11-14,79.1
2014-11-17,77.85
2014-11-18,78.4
2014-11-19,76.2
2014-11-20,76.2
2014-11-21,76.6
2014-11-24,75.75
2014-11-25,73.85
2014-11-26,72.45
2014-11-27,73.2
2014-11-28,72.2
2014-12-01,72.65
2014-12-02,71.9
2014-12-03,72.65
2014-12-04,73.4
2014-12-05,72.9
2014-12-08,72.2
2014-12-09,70.85
2014-12-10,71.2
2014-12-11,75.45
2014-12-12,76.1
2014-12-15,73.9
2014-12-16,70.7
2014-12-17,68.85
2014-12-18,71.9
2014-12-19,72.1
2014-12-22,74.7
2014-12-23,73.9
2014-12-24,73.2
2014-12-26,73.3
2014-12-29,76.9
2014-12-30,78.3
2014-12-31,80.1
