Date,INDIACEM
2014-01-01,61.9
2014-01-02,58.5
2014-01-03,59.05
2014-01-06,59.25
2014-01-07,59.1
2014-01-08,58.2
2014-01-09,57.15
2014-01-10,55.5
2014-01-13,55.3
2014-01-14,55.3
2014-01-15,55.95
2014-01-16,55.9
2014-01-17,54.45
2014-01-20,54.55
2014-01-21,54.2
2014-01-22,54.05
2014-01-23,54.05
2014-01-24,52.2
2014-01-27,50.35
2014-01-28,49.85
2014-01-29,47.5
2014-01-30,51.4
2014-01-31,53.75
2014-02-03,51.7
2014-02-04,52.2
2014-02-05,51.9
2014-02-06,50.95
2014-02-07,54.6
2014-02-10,53.1
2014-02-11,51.55
2014-02-12,51.15
2014-02-13,49.1
2014-02-14,49.05
2014-02-17,48.8
2014-02-18,49.8
2014-02-19,49.85
2014-02-20,51.5
2014-02-21,55.2
2014-02-24,54.4
2014-02-25,56.1
2014-02-26,55.9
2014-02-28,55.55
2014-03-03,53.7
2014-03-04,55.0
2014-03-05,56.7
2014-03-06,57.05
2014-03-07,58.05
2014-03-10,57.95
2014-03-11,57.55
2014-03-12,57.05
2014-03-13,56.15
2014-03-14,54.4
2014-03-18,55.15
2014-03-19,56.4
2014-03-20,54.3
2014-03-21,54.9
2014-03-22,54.8
2014-03-24,55.75
2014-03-25,54.4
2014-03-26,53.6
2014-03-27,55.05
2014-03-28,60.05
2014-03-31,60.85
2014-04-01,63.4
2014-04-02,64.05
2014-04-03,67.15
2014-04-04,65.6
2014-04-07,66.3
2014-04-09,67.1
2014-04-10,68.05
2014-04-11,71.9
2014-04-15,73.8
2014-04-16,67.05
2014-04-17,70.9
2014-04-21,71.7
2014-04-22,73.4
2014-04-23,70.5
2014-04-25,70.6
2014-04-28,70.3
2014-04-29,70.35
2014-04-30,68.55
2014-05-02,68.1
2014-05-05,67.65
2014-05-06,67.45
2014-05-07,68.6
2014-05-08,68.45
2014-05-09,71.2
2014-05-12,71.05
2014-05-13,73.45
2014-05-14,78.5
2014-05-15,77.1
2014-05-16,80.15
2014-05-19,93.75
2014-05-20,91.05
2014-05-21,91.95
2014-05-22,100.2
2014-05-23,103.55
2014-05-26,98.9
2014-05-27,93.2
2014-05-28,96.65
2014-05-29,97.95
2014-05-30,99.85
2014-06-02,104.85
2014-06-03,107.0
2014-06-04,109.6
2014-06-05,116.95
2014-06-06,116.9
2014-06-09,129.1
2014-06-10,124.9
2014-06-11,123.05
2014-06-12,118.35
2014-06-13,118.3
2014-06-16,118.25
2014-06-17,119.9
2014-06-18,114.05
2014-06-19,111.8
2014-06-20,109.3
2014-06-23,114.85
2014-06-24,118.0
2014-06-25,118.1
2014-06-26,117.55
2014-06-27,114.85
2014-06-30,119.35
2014-07-01,118.7
2014-07-02,119.35
2014-07-03,116.05
2014-07-04,116.4
2014-07-07,114.05
2014-07-08,102.6
2014-07-09,100.3
2014-07-10,104.5
2014-07-11,99.7
2014-07-14,100.75
2014-07-15,106.8
2014-07-16,107.85
2014-07-17,108.85
2014-07-18,105.1
2014-07-21,107.5
2014-07-22,104.35
2014-07-23,102.05
2014-07-24,103.05
2014-07-25,99.1
2014-07-28,99.85
2014-07-30,103.95
2014-07-31,103.35
2014-08-01,102.3
2014-08-04,106.55
2014-08-05,108.55
2014-08-06,104.9
2014-08-07,107.7
2014-08-08,103.95
2014-08-11,104.6
2014-08-12,109.6
2014-08-13,107.05
2014-08-14,113.1
2014-08-18,115.75
2014-08-19,117.35
2014-08-20,117.1
2014-08-21,114.55
2014-08-22,113.45
2014-08-25,111.65
2014-08-26,108.45
2014-08-27,113.85
2014-08-28,112.75
2014-09-01,115.85
2014-09-02,118.9
2014-09-03,117.7
2014-09-04,121.25
2014-09-05,121.85
2014-09-08,122.7
2014-09-09,124.75
2014-09-10,122.2
2014-09-11,122.85
2014-09-12,122.2
2014-09-15,119.05
2014-09-16,111.95
2014-09-17,112.6
2014-09-18,115.95
2014-09-19,126.95
2014-09-22,130.9
2014-09-23,121.75
2014-09-24,115.8
2014-09-25,108.1
2014-09-26,113.55
2014-09-29,114.55
2014-09-30,112.55
2014-10-01,113.25
2014-10-07,108.0
2014-10-08,107.65
2014-10-09,111.85
2014-10-10,108.5
2014-10-13,108.5
2014-10-14,105.4
2014-10-16,102.9
2014-10-17,103.65
2014-10-20,107.2
2014-10-21,108.65
2014-10-22,110.8
2014-10-23,111.3
2014-10-27,107.3
2014-10-28,106.75
2014-10-29,105.2
2014-10-30,110.25
2014-10-31,111.55
2014-11-03,113.9
2014-11-05,110.45
2014-11-07,115.5
2014-11-10,108.6
2014-11-11,108.9
2014-11-12,108.4
2014-11-13,110.45
2014-11-14,108.9
2014-11-17,112.65
2014-11-18,111.25
2014-11-19,106.85
2014-11-20,105.15
2014-11-21,103.9
2014-11-24,104.25
2014-11-25,95.25
2014-11-26,95.1
2014-11-27,94.65
2014-11-28,96.45
2014-12-01,92.4
2014-12-02,94.05
2014-12-03,92.7
2014-12-04,93.2
2014-12-05,94.1
2014-12-08,91.4
2014-12-09,85.6
2014-12-10,86.25
2014-12-11,83.4
2014-12-12,78.4
2014-12-15,79.2
2014-12-16,76.85
2014-12-17,73.8
2014-12-18,76.8
2014-12-19,74.15
2014-12-22,79.35
2014-12-23,80.3
2014-12-24,82.15
2014-12-26,83.4
2014-12-29,85.75
2014-12-30,84.35
2014-12-31,85.45
