Date,CLNINDIA
2014-01-01,614.95
2014-01-02,612.0
2014-01-03,602.3
2014-01-06,598.9
2014-01-07,612.1
2014-01-08,617.0
2014-01-09,615.6
2014-01-10,606.8
2014-01-13,595.8
2014-01-14,604.85
2014-01-15,606.35
2014-01-16,601.15
2014-01-17,597.6
2014-01-20,606.9
2014-01-21,610.6
2014-01-22,610.05
2014-01-23,616.7
2014-01-24,610.0
2014-01-27,608.7
2014-01-28,605.05
2014-01-29,603.9
2014-01-30,603.3
2014-01-31,606.75
2014-02-03,607.35
2014-02-04,607.75
2014-02-05,605.85
2014-02-06,613.05
2014-02-07,608.45
2014-02-10,610.45
2014-02-11,614.25
2014-02-12,610.8
2014-02-13,606.85
2014-02-14,608.1
2014-02-17,615.05
2014-02-18,625.6
2014-02-19,639.8
2014-02-20,633.6
2014-02-21,636.7
2014-02-24,630.85
2014-02-25,640.0
2014-02-26,608.15
2014-02-28,606.65
2014-03-03,611.25
2014-03-04,608.6
2014-03-05,608.55
2014-03-06,607.95
2014-03-07,607.25
2014-03-10,608.95
2014-03-11,610.05
2014-03-12,607.65
2014-03-13,612.75
2014-03-14,610.3
2014-03-18,613.7
2014-03-19,620.85
2014-03-20,624.9
2014-03-21,626.8
2014-03-22,632.9
2014-03-24,633.0
2014-03-25,638.0
2014-03-26,634.85
2014-03-27,630.4
2014-03-28,630.1
2014-03-31,642.0
2014-04-01,657.2
2014-04-02,656.15
2014-04-03,652.0
2014-04-04,662.1
2014-04-07,657.15
2014-04-09,656.1
2014-04-10,657.15
2014-04-11,658.75
2014-04-15,699.35
2014-04-16,711.85
2014-04-17,680.95
2014-04-21,690.75
2014-04-22,699.75
2014-04-23,704.0
2014-04-25,692.05
2014-04-28,683.1
2014-04-29,684.5
2014-04-30,683.75
2014-05-02,705.0
2014-05-05,704.55
2014-05-06,694.65
2014-05-07,671.7
2014-05-08,669.95
2014-05-09,676.15
2014-05-12,679.25
2014-05-13,688.65
2014-05-14,687.25
2014-05-15,678.75
2014-05-16,673.9
2014-05-19,670.65
2014-05-20,683.15
2014-05-21,703.7
2014-05-22,703.5
2014-05-23,714.05
2014-05-26,713.4
2014-05-27,713.8
2014-05-28,714.25
2014-05-29,699.15
2014-05-30,697.35
2014-06-02,709.45
2014-06-03,719.0
2014-06-04,797.5
2014-06-05,834.35
2014-06-06,829.55
2014-06-09,819.5
2014-06-10,809.0
2014-06-11,808.6
2014-06-12,784.0
2014-06-13,783.95
2014-06-16,784.4
2014-06-17,797.4
2014-06-18,809.65
2014-06-19,820.6
2014-06-20,835.5
2014-06-23,837.5
2014-06-24,855.95
2014-06-25,868.7
2014-06-26,864.0
2014-06-27,861.05
2014-06-30,865.4
2014-07-01,864.3
2014-07-02,871.6
2014-07-03,912.75
2014-07-04,934.35
2014-07-07,917.8
2014-07-08,881.1
2014-07-09,884.9
2014-07-10,890.2
2014-07-11,887.35
2014-07-14,881.1
2014-07-15,926.9
2014-07-16,920.1
2014-07-17,938.65
2014-07-18,949.45
2014-07-21,889.35
2014-07-22,880.0
2014-07-23,883.6
2014-07-24,854.85
2014-07-25,839.15
2014-07-28,823.55
2014-07-30,803.15
2014-07-31,813.35
2014-08-01,804.0
2014-08-04,814.9
2014-08-05,844.65
2014-08-06,850.55
2014-08-07,840.1
2014-08-08,820.55
2014-08-11,820.05
2014-08-12,818.85
2014-08-13,812.2
2014-08-14,810.05
2014-08-18,813.45
2014-08-19,828.05
2014-08-20,838.0
2014-08-21,839.9
2014-08-22,907.65
2014-08-25,910.05
2014-08-26,879.05
2014-08-27,916.6
2014-08-28,898.4
2014-09-01,900.2
2014-09-02,905.7
2014-09-03,921.5
2014-09-04,905.35
2014-09-05,901.45
2014-09-08,905.5
2014-09-09,908.05
2014-09-10,920.05
2014-09-11,932.55
2014-09-12,927.65
2014-09-15,942.7
2014-09-16,899.45
2014-09-17,907.45
2014-09-18,927.45
2014-09-19,914.65
2014-09-22,927.05
2014-09-23,914.3
2014-09-24,916.35
2014-09-25,900.8
2014-09-26,904.8
2014-09-29,914.35
2014-09-30,911.7
2014-10-01,917.65
2014-10-07,912.0
2014-10-08,919.05
2014-10-09,971.15
2014-10-10,990.65
2014-10-13,1023.7
2014-10-14,1036.9
2014-10-16,987.8
2014-10-17,990.4
2014-10-20,993.45
2014-10-21,994.3
2014-10-22,998.75
2014-10-23,1003.7
2014-10-27,991.2
2014-10-28,982.65
2014-10-29,985.25
2014-10-30,980.8
2014-10-31,975.3
2014-11-03,977.25
2014-11-05,900.7
2014-11-07,891.55
2014-11-10,875.45
2014-11-11,877.6
2014-11-12,879.2
2014-11-13,864.2
2014-11-14,868.5
2014-11-17,868.35
2014-11-18,898.6
2014-11-19,896.65
2014-11-20,880.15
2014-11-21,882.7
2014-11-24,893.85
2014-11-25,880.0
2014-11-26,871.1
2014-11-27,875.0
2014-11-28,876.7
2014-12-01,864.8
2014-12-02,861.6
2014-12-03,865.1
2014-12-04,914.7
2014-12-05,914.0
2014-12-08,886.95
2014-12-09,874.35
2014-12-10,881.65
2014-12-11,876.05
2014-12-12,864.4
2014-12-15,866.05
2014-12-16,859.05
2014-12-17,856.3
2014-12-18,858.15
2014-12-19,854.7
2014-12-22,848.2
2014-12-23,861.7
2014-12-24,862.6
2014-12-26,856.7
2014-12-29,860.35
2014-12-30,855.45
2014-12-31,867.0
