Date,ENGINERSIN
2014-01-01,166.9
2014-01-02,162.35
2014-01-03,159.9
2014-01-06,159.85
2014-01-07,158.25
2014-01-08,157.3
2014-01-09,158.45
2014-01-10,157.85
2014-01-13,156.35
2014-01-14,155.25
2014-01-15,156.2
2014-01-16,155.8
2014-01-17,157.45
2014-01-20,158.15
2014-01-21,159.0
2014-01-22,157.6
2014-01-23,156.75
2014-01-24,155.75
2014-01-27,152.25
2014-01-28,152.8
2014-01-29,149.95
2014-01-30,146.45
2014-01-31,145.95
2014-02-03,145.0
2014-02-04,150.7
2014-02-05,149.05
2014-02-06,151.15
2014-02-07,152.15
2014-02-10,151.1
2014-02-11,151.55
2014-02-12,153.55
2014-02-13,154.3
2014-02-14,152.9
2014-02-17,151.2
2014-02-18,154.35
2014-02-19,152.4
2014-02-20,152.1
2014-02-21,152.2
2014-02-24,153.0
2014-02-25,147.25
2014-02-26,151.4
2014-02-28,150.0
2014-03-03,148.75
2014-03-04,149.1
2014-03-05,151.25
2014-03-06,155.15
2014-03-07,161.25
2014-03-10,167.25
2014-03-11,177.35
2014-03-12,173.6
2014-03-13,179.8
2014-03-14,184.05
2014-03-18,188.85
2014-03-19,186.6
2014-03-20,189.5
2014-03-21,189.8
2014-03-22,187.15
2014-03-24,199.7
2014-03-25,208.6
2014-03-26,203.4
2014-03-27,207.5
2014-03-28,215.65
2014-03-31,225.65
2014-04-01,226.35
2014-04-02,218.7
2014-04-03,219.25
2014-04-04,220.9
2014-04-07,221.2
2014-04-09,222.45
2014-04-10,230.15
2014-04-11,234.45
2014-04-15,236.45
2014-04-16,235.1
2014-04-17,231.65
2014-04-21,228.1
2014-04-22,232.8
2014-04-23,227.5
2014-04-25,228.5
2014-04-28,229.85
2014-04-29,228.6
2014-04-30,228.55
2014-05-02,236.1
2014-05-05,234.65
2014-05-06,235.6
2014-05-07,236.0
2014-05-08,234.4
2014-05-09,241.2
2014-05-12,248.05
2014-05-13,246.35
2014-05-14,243.15
2014-05-15,240.35
2014-05-16,260.5
2014-05-19,278.55
2014-05-20,287.25
2014-05-21,289.4
2014-05-22,304.75
2014-05-23,297.55
2014-05-26,285.55
2014-05-27,284.5
2014-05-28,270.95
2014-05-29,264.2
2014-05-30,278.6
2014-06-02,283.2
2014-06-03,281.25
2014-06-04,288.95
2014-06-05,303.85
2014-06-06,311.4
2014-06-09,322.75
2014-06-10,322.4
2014-06-11,308.25
2014-06-12,314.0
2014-06-13,305.3
2014-06-16,308.45
2014-06-17,311.8
2014-06-18,304.3
2014-06-19,304.65
2014-06-20,296.0
2014-06-23,299.05
2014-06-24,303.45
2014-06-25,324.1
2014-06-26,317.35
2014-06-27,312.25
2014-06-30,324.55
2014-07-01,320.25
2014-07-02,325.2
2014-07-03,319.0
2014-07-04,314.8
2014-07-07,316.35
2014-07-08,304.25
2014-07-09,302.9
2014-07-10,292.95
2014-07-11,285.75
2014-07-14,290.1
2014-07-15,296.0
2014-07-16,299.7
2014-07-17,304.05
2014-07-18,299.3
2014-07-21,295.9
2014-07-22,298.85
2014-07-23,298.05
2014-07-24,296.35
2014-07-25,290.55
2014-07-28,281.7
2014-07-30,279.9
2014-07-31,279.8
2014-08-01,278.0
2014-08-04,274.8
2014-08-05,279.6
2014-08-06,275.1
2014-08-07,276.7
2014-08-08,273.4
2014-08-11,275.85
2014-08-12,277.0
2014-08-13,238.6
2014-08-14,248.95
2014-08-18,249.45
2014-08-19,242.45
2014-08-20,241.15
2014-08-21,237.1
2014-08-22,239.15
2014-08-25,237.15
2014-08-26,234.85
2014-08-27,233.05
2014-08-28,233.95
2014-09-01,239.9
2014-09-02,244.15
2014-09-03,239.65
2014-09-04,235.3
2014-09-05,229.5
2014-09-08,241.5
2014-09-09,241.45
2014-09-10,239.4
2014-09-11,237.25
2014-09-12,240.5
2014-09-15,236.9
2014-09-16,233.4
2014-09-17,235.8
2014-09-18,242.3
2014-09-19,248.25
2014-09-22,251.35
2014-09-23,246.15
2014-09-24,242.55
2014-09-25,240.55
2014-09-26,243.7
2014-09-29,244.95
2014-09-30,244.5
2014-10-01,243.3
2014-10-07,244.15
2014-10-08,237.4
2014-10-09,235.35
2014-10-10,233.35
2014-10-13,235.5
2014-10-14,234.75
2014-10-16,232.5
2014-10-17,232.25
2014-10-20,236.4
2014-10-21,243.25
2014-10-22,264.15
2014-10-23,266.25
2014-10-27,259.9
2014-10-28,260.05
2014-10-29,263.7
2014-10-30,258.1
2014-10-31,272.5
2014-11-03,274.95
2014-11-05,276.6
2014-11-07,270.4
2014-11-10,237.35
2014-11-11,228.4
2014-11-12,232.15
2014-11-13,223.55
2014-11-14,225.9
2014-11-17,227.65
2014-11-18,231.4
2014-11-19,226.75
2014-11-20,226.95
2014-11-21,227.25
2014-11-24,226.95
2014-11-25,222.35
2014-11-26,222.65
2014-11-27,224.95
2014-11-28,229.6
2014-12-01,227.35
2014-12-02,229.6
2014-12-03,245.1
2014-12-04,242.0
2014-12-05,239.65
2014-12-08,234.4
2014-12-09,228.15
2014-12-10,233.6
2014-12-11,233.5
2014-12-12,229.3
2014-12-15,227.65
2014-12-16,216.85
2014-12-17,208.05
2014-12-18,215.45
2014-12-19,218.75
2014-12-22,222.85
2014-12-23,224.1
2014-12-24,221.35
2014-12-26,220.95
2014-12-29,227.4
2014-12-30,225.9
2014-12-31,230.35
