Date,ACC
2014-01-01,1108.45
2014-01-02,1097.6
2014-01-03,1088.95
2014-01-06,1085.0
2014-01-07,1085.2
2014-01-08,1083.35
2014-01-09,1054.0
2014-01-10,1034.25
2014-01-13,1037.15
2014-01-14,1019.25
2014-01-15,1029.35
2014-01-16,1032.35
2014-01-17,1027.65
2014-01-20,1029.85
2014-01-21,1031.05
2014-01-22,1023.65
2014-01-23,1020.0
2014-01-24,999.45
2014-01-27,984.2
2014-01-28,996.15
2014-01-29,988.3
2014-01-30,982.6
2014-01-31,1010.85
2014-02-03,1003.9
2014-02-04,1001.1
2014-02-05,1001.0
2014-02-06,1018.95
2014-02-07,1046.45
2014-02-10,1048.45
2014-02-11,1049.8
2014-02-12,1037.85
2014-02-13,1014.4
2014-02-14,1008.85
2014-02-17,1010.15
2014-02-18,1019.9
2014-02-19,1025.8
2014-02-20,1007.9
2014-02-21,1065.55
2014-02-24,1070.1
2014-02-25,1083.85
2014-02-26,1090.7
2014-02-28,1104.9
2014-03-03,1099.5
2014-03-04,1133.35
2014-03-05,1167.3
2014-03-06,1212.1
2014-03-07,1261.15
2014-03-10,1266.9
2014-03-11,1251.25
2014-03-12,1231.55
2014-03-13,1246.85
2014-03-14,1248.8
2014-03-18,1258.1
2014-03-19,1284.5
2014-03-20,1260.3
2014-03-21,1270.15
2014-03-22,1263.9
2014-03-24,1282.6
2014-03-25,1271.05
2014-03-26,1293.45
2014-03-27,1313.1
2014-03-28,1362.4
2014-03-31,1399.55
2014-04-01,1389.1
2014-04-02,1359.95
2014-04-03,1351.15
2014-04-04,1365.35
2014-04-07,1379.3
2014-04-09,1373.15
2014-04-10,1389.25
2014-04-11,1391.5
2014-04-15,1361.8
2014-04-16,1331.85
2014-04-17,1358.35
2014-04-21,1350.8
2014-04-22,1336.65
2014-04-23,1347.05
2014-04-25,1310.25
2014-04-28,1287.05
2014-04-29,1300.3
2014-04-30,1293.0
2014-05-02,1285.75
2014-05-05,1277.0
2014-05-06,1291.35
2014-05-07,1271.7
2014-05-08,1269.7
2014-05-09,1341.1
2014-05-12,1353.5
2014-05-13,1390.15
2014-05-14,1388.05
2014-05-15,1377.1
2014-05-16,1430.15
2014-05-19,1442.45
2014-05-20,1422.0
2014-05-21,1380.45
2014-05-22,1389.4
2014-05-23,1380.1
2014-05-26,1348.45
2014-05-27,1330.55
2014-05-28,1381.25
2014-05-29,1362.3
2014-05-30,1337.0
2014-06-02,1382.4
2014-06-03,1417.05
2014-06-04,1422.7
2014-06-05,1439.25
2014-06-06,1438.9
2014-06-09,1507.1
2014-06-10,1499.55
2014-06-11,1484.1
2014-06-12,1477.0
2014-06-13,1474.75
2014-06-16,1486.3
2014-06-17,1499.8
2014-06-18,1475.2
2014-06-19,1455.05
