Date,SUNTECK
2014-01-01,302.85
2014-01-02,302.85
2014-01-03,302.6
2014-01-06,302.6
2014-01-07,296.05
2014-01-08,288.9
2014-01-09,282.45
2014-01-10,278.95
2014-01-13,278.2
2014-01-14,282.6
2014-01-15,283.9
2014-01-16,282.6
2014-01-17,279.0
2014-01-20,279.85
2014-01-21,279.95
2014-01-22,278.65
2014-01-23,277.6
2014-01-24,277.8
2014-01-27,275.85
2014-01-28,271.4
2014-01-29,263.65
2014-01-30,262.85
2014-01-31,266.45
2014-02-03,263.65
2014-02-04,264.3
2014-02-05,257.05
2014-02-06,254.85
2014-02-07,252.6
2014-02-10,243.7
2014-02-11,231.9
2014-02-12,232.1
2014-02-13,240.05
2014-02-14,240.85
2014-02-17,238.75
2014-02-18,238.7
2014-02-19,239.95
2014-02-20,240.75
2014-02-21,254.85
2014-02-24,258.95
2014-02-25,263.8
2014-02-26,265.1
2014-02-28,268.05
2014-03-03,259.05
2014-03-04,262.85
2014-03-05,264.95
2014-03-06,274.6
2014-03-07,276.75
2014-03-10,279.6
2014-03-11,274.9
2014-03-12,279.55
2014-03-13,289.35
2014-03-14,289.3
2014-03-18,282.7
2014-03-19,279.45
2014-03-20,264.8
2014-03-21,253.05
2014-03-22,255.15
2014-03-24,246.55
2014-03-25,245.1
2014-03-26,245.3
2014-03-27,264.6
2014-03-28,276.05
2014-03-31,272.8
2014-04-01,276.45
2014-04-02,289.65
2014-04-03,291.35
2014-04-04,289.9
2014-04-07,295.0
2014-04-09,298.4
2014-04-10,297.55
2014-04-11,295.95
2014-04-15,295.0
2014-04-16,291.85
2014-04-17,291.35
2014-04-21,294.45
2014-04-22,296.75
2014-04-23,301.55
2014-04-25,304.75
2014-04-28,311.8
2014-04-29,309.35
2014-04-30,306.65
2014-05-02,303.15
2014-05-05,295.6
2014-05-06,287.15
2014-05-07,293.8
2014-05-08,298.4
2014-05-09,297.85
2014-05-12,302.0
2014-05-13,303.85
2014-05-14,321.65
2014-05-15,311.15
2014-05-16,319.15
2014-05-19,329.3
2014-05-20,337.1
2014-05-21,340.4
2014-05-22,340.95
2014-05-23,335.8
2014-05-26,338.35
2014-05-27,339.55
2014-05-28,334.8
2014-05-29,325.8
2014-05-30,347.6
2014-06-02,337.8
2014-06-03,340.25
2014-06-04,335.55
2014-06-05,334.0
2014-06-06,334.85
2014-06-09,344.6
2014-06-10,359.25
2014-06-11,360.45
2014-06-12,368.85
2014-06-13,362.65
2014-06-16,356.25
2014-06-17,359.65
2014-06-18,357.65
2014-06-19,352.65
2014-06-20,358.55
2014-06-23,354.15
2014-06-24,353.4
2014-06-25,354.1
2014-06-26,354.75
2014-06-27,356.2
2014-06-30,359.55
2014-07-01,359.35
2014-07-02,359.65
2014-07-03,351.25
2014-07-04,347.85
2014-07-07,347.1
2014-07-08,346.5
2014-07-09,343.45
2014-07-10,348.6
2014-07-11,348.25
2014-07-14,349.0
2014-07-15,349.45
2014-07-16,349.85
2014-07-17,349.1
2014-07-18,349.75
2014-07-21,350.6
2014-07-22,349.45
2014-07-23,348.3
2014-07-24,344.35
2014-07-25,341.65
2014-07-28,338.7
2014-07-30,337.4
2014-07-31,335.1
2014-08-01,331.65
2014-08-04,330.75
2014-08-05,322.8
2014-08-06,318.4
2014-08-07,319.3
2014-08-08,318.6
2014-08-11,318.35
2014-08-12,309.45
2014-08-13,309.85
2014-08-14,303.75
2014-08-18,299.5
2014-08-19,315.8
2014-08-20,303.65
2014-08-21,302.2
2014-08-22,302.0
2014-08-25,303.95
2014-08-26,296.15
2014-08-27,298.55
2014-08-28,299.4
2014-09-01,298.85
2014-09-02,293.7
2014-09-03,294.85
2014-09-04,299.3
2014-09-05,303.5
2014-09-08,303.25
2014-09-09,302.3
2014-09-10,306.55
2014-09-11,308.55
2014-09-12,307.6
2014-09-15,311.45
2014-09-16,314.65
2014-09-17,304.85
2014-09-18,306.15
2014-09-19,327.55
2014-09-22,317.5
2014-09-23,310.55
2014-09-24,305.35
2014-09-25,301.95
2014-09-26,305.7
2014-09-29,305.0
2014-09-30,305.05
2014-10-01,305.05
2014-10-07,304.15
2014-10-08,307.35
2014-10-09,306.0
2014-10-10,305.85
2014-10-13,306.8
2014-10-14,306.9
2014-10-16,303.3
2014-10-17,302.8
2014-10-20,300.65
2014-10-21,299.8
2014-10-22,299.55
2014-10-23,302.75
2014-10-27,301.6
2014-10-28,299.2
2014-10-29,299.85
2014-10-30,300.0
2014-10-31,300.25
2014-11-03,299.8
2014-11-05,302.85
2014-11-07,300.15
2014-11-10,300.5
2014-11-11,300.0
2014-11-12,299.85
2014-11-13,299.9
2014-11-14,310.8
2014-11-17,300.05
2014-11-18,299.75
2014-11-19,300.1
2014-11-20,300.25
2014-11-21,302.05
2014-11-24,299.5
2014-11-25,301.55
2014-11-26,299.8
2014-11-27,297.35
2014-11-28,299.85
2014-12-01,297.75
2014-12-02,294.1
2014-12-03,291.35
2014-12-04,289.9
2014-12-05,288.95
2014-12-08,288.6
2014-12-09,291.1
2014-12-10,289.15
2014-12-11,288.9
2014-12-12,289.0
2014-12-15,287.45
2014-12-16,280.05
2014-12-17,280.05
2014-12-18,284.7
2014-12-19,289.0
2014-12-22,289.95
2014-12-23,288.9
2014-12-24,289.5
2014-12-26,284.7
2014-12-29,285.75
2014-12-30,284.7
2014-12-31,279.35
