Date,VOLTAS
2014-01-01,117.9
2014-01-02,116.4
2014-01-03,114.55
2014-01-06,121.1
2014-01-07,120.8
2014-01-08,116.75
2014-01-09,112.1
2014-01-10,107.3
2014-01-13,104.9
2014-01-14,104.85
2014-01-15,108.9
2014-01-16,106.05
2014-01-17,103.5
2014-01-20,108.8
2014-01-21,107.25
2014-01-22,107.2
2014-01-23,108.6
2014-01-24,104.45
2014-01-27,99.65
2014-01-28,100.95
2014-01-29,99.1
2014-01-30,106.35
2014-01-31,106.1
2014-02-03,106.3
2014-02-04,108.2
2014-02-05,114.85
2014-02-06,116.5
2014-02-07,118.75
2014-02-10,121.35
2014-02-11,119.1
2014-02-12,124.65
2014-02-13,118.4
2014-02-14,118.85
2014-02-17,121.25
2014-02-18,122.35
2014-02-19,122.55
2014-02-20,120.5
2014-02-21,123.75
2014-02-24,128.7
2014-02-25,128.0
2014-02-26,131.8
2014-02-28,133.4
2014-03-03,135.25
2014-03-04,140.95
2014-03-05,138.95
2014-03-06,145.7
2014-03-07,144.2
2014-03-10,143.25
2014-03-11,142.35
2014-03-12,141.0
2014-03-13,137.4
2014-03-14,141.9
2014-03-18,144.8
2014-03-19,148.9
2014-03-20,149.4
2014-03-21,151.65
2014-03-22,151.45
2014-03-24,153.25
2014-03-25,157.45
2014-03-26,159.2
2014-03-27,155.15
2014-03-28,161.85
2014-03-31,160.9
2014-04-01,158.5
2014-04-02,163.05
2014-04-03,162.15
2014-04-04,160.8
2014-04-07,158.75
2014-04-09,163.5
2014-04-10,167.05
2014-04-11,166.5
2014-04-15,163.9
2014-04-16,157.4
2014-04-17,167.2
2014-04-21,172.35
2014-04-22,173.35
2014-04-23,169.9
2014-04-25,168.0
2014-04-28,164.15
2014-04-29,157.4
2014-04-30,156.35
2014-05-02,156.9
2014-05-05,155.3
2014-05-06,154.45
2014-05-07,155.85
2014-05-08,155.4
2014-05-09,165.4
2014-05-12,170.3
2014-05-13,176.5
2014-05-14,177.95
2014-05-15,175.7
2014-05-16,178.3
2014-05-19,205.85
2014-05-20,196.7
2014-05-21,188.25
2014-05-22,188.25
2014-05-23,188.95
2014-05-26,178.95
2014-05-27,172.8
2014-05-28,177.6
2014-05-29,179.9
2014-05-30,186.7
2014-06-02,193.55
2014-06-03,199.95
2014-06-04,205.6
2014-06-05,215.7
2014-06-06,218.0
2014-06-09,219.2
2014-06-10,222.25
2014-06-11,221.8
2014-06-12,223.0
2014-06-13,220.25
2014-06-16,225.95
2014-06-17,227.8
2014-06-18,227.7
2014-06-19,218.15
2014-06-20,215.15
2014-06-23,213.45
2014-06-24,225.35
2014-06-25,221.0
2014-06-26,215.45
2014-06-27,218.9
2014-06-30,218.05
2014-07-01,218.65
2014-07-02,222.35
2014-07-03,217.75
2014-07-04,215.0
2014-07-07,217.5
2014-07-08,199.15
2014-07-09,200.4
2014-07-10,201.45
2014-07-11,185.45
2014-07-14,188.65
2014-07-15,202.85
2014-07-16,202.65
2014-07-17,211.75
2014-07-18,207.95
2014-07-21,205.0
2014-07-22,202.9
2014-07-23,201.4
2014-07-24,193.75
2014-07-25,188.1
2014-07-28,188.95
2014-07-30,194.15
2014-07-31,192.25
2014-08-01,190.75
2014-08-04,201.4
2014-08-05,197.4
2014-08-06,199.45
2014-08-07,209.5
2014-08-08,197.65
2014-08-11,205.2
2014-08-12,207.1
2014-08-13,203.25
2014-08-14,221.2
2014-08-18,237.4
2014-08-19,232.8
2014-08-20,238.7
2014-08-21,240.15
2014-08-22,237.3
2014-08-25,231.5
2014-08-26,240.6
2014-08-27,241.1
2014-08-28,244.65
2014-09-01,249.55
2014-09-02,247.0
2014-09-03,248.3
2014-09-04,248.1
2014-09-05,260.2
2014-09-08,263.0
2014-09-09,261.35
2014-09-10,266.25
2014-09-11,264.4
2014-09-12,258.0
2014-09-15,246.85
2014-09-16,233.4
2014-09-17,242.05
2014-09-18,247.05
2014-09-19,238.65
2014-09-22,240.85
2014-09-23,230.75
2014-09-24,222.35
2014-09-25,221.65
2014-09-26,238.65
2014-09-29,239.95
2014-09-30,241.6
2014-10-01,243.35
2014-10-07,232.4
2014-10-08,231.2
2014-10-09,237.55
2014-10-10,226.8
2014-10-13,237.5
2014-10-14,233.65
2014-10-16,220.5
2014-10-17,230.1
2014-10-20,231.8
2014-10-21,233.3
2014-10-22,242.0
2014-10-23,241.3
2014-10-27,245.3
2014-10-28,246.85
2014-10-29,246.6
2014-10-30,247.1
2014-10-31,251.4
2014-11-03,251.65
2014-11-05,250.45
2014-11-07,246.8
2014-11-10,258.85
2014-11-11,255.45
2014-11-12,255.2
2014-11-13,254.65
2014-11-14,271.55
2014-11-17,279.15
2014-11-18,272.3
2014-11-19,266.9
2014-11-20,264.0
2014-11-21,276.9
2014-11-24,275.15
2014-11-25,270.65
2014-11-26,275.15
2014-11-27,273.4
2014-11-28,270.55
2014-12-01,269.2
2014-12-02,270.15
2014-12-03,278.55
2014-12-04,281.4
2014-12-05,282.45
2014-12-08,273.45
2014-12-09,264.7
2014-12-10,268.7
2014-12-11,266.45
2014-12-12,260.8
2014-12-15,251.9
2014-12-16,247.65
2014-12-17,240.75
2014-12-18,243.6
2014-12-19,249.3
2014-12-22,250.1
2014-12-23,240.05
2014-12-24,234.8
2014-12-26,237.95
2014-12-29,235.2
2014-12-30,239.95
2014-12-31,242.5
