Date,SMSPHARMA
2014-01-01,199.95
2014-01-02,201.0
2014-01-03,199.95
2014-01-06,199.0
2014-01-07,199.0
2014-01-08,199.0
2014-01-09,190.0
2014-01-13,182.6
2014-01-14,190.05
2014-01-15,190.05
2014-01-16,190.0
2014-01-17,190.0
2014-01-20,190.0
2014-01-21,190.05
2014-01-22,190.1
2014-01-23,190.0
2014-01-24,189.85
2014-01-27,198.9
2014-01-28,191.1
2014-01-29,191.0
2014-01-30,190.0
2014-01-31,189.8
2014-02-03,190.0
2014-02-04,195.5
2014-02-05,193.15
2014-02-06,198.7
2014-02-07,195.1
2014-02-10,192.05
2014-02-11,199.0
2014-02-12,205.35
2014-02-13,214.8
2014-02-14,205.1
2014-02-17,205.0
2014-02-18,215.25
2014-02-19,226.0
2014-02-20,237.3
2014-02-21,237.05
2014-02-25,238.45
2014-02-26,243.25
2014-02-28,240.0
2014-03-03,252.0
2014-03-04,264.6
2014-03-05,273.25
2014-03-06,261.45
2014-03-07,251.0
2014-03-10,251.7
2014-03-11,244.4
2014-03-12,243.85
2014-03-13,243.9
2014-03-14,238.4
2014-03-18,240.1
2014-03-19,239.7
2014-03-20,239.1
2014-03-21,240.95
2014-03-22,244.95
2014-03-24,238.25
2014-03-25,235.0
2014-03-26,236.25
2014-03-27,236.0
2014-03-28,236.2
2014-03-31,237.7
2014-04-01,241.75
2014-04-02,238.3
2014-04-03,235.7
2014-04-04,238.5
2014-04-07,239.65
2014-04-09,244.0
2014-04-10,240.45
2014-04-11,249.15
2014-04-15,250.0
2014-04-16,248.35
2014-04-17,247.1
2014-04-21,254.0
2014-04-22,260.9
2014-04-23,254.75
2014-04-25,267.45
2014-04-28,280.8
2014-04-29,287.7
2014-04-30,277.0
2014-05-02,276.65
2014-05-05,281.0
2014-05-06,290.9
2014-05-07,286.05
2014-05-08,290.25
2014-05-09,289.25
2014-05-12,288.05
2014-05-13,283.35
2014-05-14,271.4
2014-05-15,261.25
2014-05-16,263.5
2014-05-19,258.25
2014-05-20,265.45
2014-05-21,277.75
2014-05-22,275.1
2014-05-23,271.1
2014-05-26,273.0
2014-05-27,273.85
2014-05-28,280.0
2014-05-29,283.45
2014-05-30,279.0
2014-06-02,280.55
2014-06-03,277.95
2014-06-04,282.5
2014-06-05,284.3
2014-06-06,289.75
2014-06-09,291.55
2014-06-10,291.15
2014-06-11,289.95
2014-06-12,291.0
2014-06-13,281.2
2014-06-16,281.0
2014-06-17,289.4
2014-06-18,288.25
2014-06-19,291.25
2014-06-20,288.15
2014-06-23,281.7
2014-06-24,282.1
2014-06-25,279.45
2014-06-26,277.5
2014-06-27,305.25
2014-06-30,328.55
2014-07-01,322.85
2014-07-02,331.25
2014-07-03,325.5
2014-07-04,339.5
2014-07-07,361.35
2014-07-08,361.8
2014-07-09,349.95
2014-07-10,360.7
2014-07-11,341.95
2014-07-14,337.55
2014-07-15,339.1
2014-07-16,361.25
2014-07-17,359.8
2014-07-18,372.35
2014-07-21,374.8
2014-07-22,373.7
2014-07-23,395.6
2014-07-24,390.7
2014-07-25,386.15
2014-07-28,371.1
2014-07-30,364.5
2014-07-31,372.05
2014-08-01,365.0
2014-08-04,374.05
2014-08-05,377.4
2014-08-06,377.8
2014-08-07,380.35
2014-08-08,373.15
2014-08-11,365.6
2014-08-12,368.7
2014-08-13,360.4
2014-08-14,365.85
2014-08-18,368.4
2014-08-19,370.95
2014-08-20,364.85
2014-08-21,364.6
2014-08-22,365.05
2014-08-25,361.55
2014-08-26,361.0
2014-08-27,369.0
2014-08-28,391.45
2014-09-01,412.2
2014-09-02,410.85
2014-09-03,400.2
2014-09-04,392.65
2014-09-05,409.55
2014-09-08,455.2
2014-09-09,455.45
2014-09-10,467.65
2014-09-11,479.6
2014-09-12,476.2
2014-09-15,512.25
2014-09-16,461.45
2014-09-17,464.65
2014-09-18,481.1
2014-09-19,485.45
2014-09-22,559.9
2014-09-23,556.35
2014-09-24,569.5
2014-09-25,530.1
2014-09-26,531.1
2014-09-29,543.55
2014-09-30,547.65
2014-10-01,546.55
2014-10-07,545.05
2014-10-08,538.7
2014-10-09,519.75
2014-10-10,505.35
2014-10-13,509.5
2014-10-14,511.8
2014-10-16,493.35
2014-10-17,491.95
2014-10-20,482.15
2014-10-21,482.95
2014-10-22,503.5
2014-10-23,509.95
2014-10-27,506.2
2014-10-28,503.6
2014-10-29,519.25
2014-10-30,521.5
2014-10-31,518.75
2014-11-03,514.45
2014-11-05,509.0
2014-11-07,501.6
2014-11-10,500.7
2014-11-11,504.9
2014-11-12,454.2
2014-11-13,438.2
2014-11-14,454.85
2014-11-17,455.0
2014-11-18,444.8
2014-11-19,442.7
2014-11-20,443.65
2014-11-21,431.3
2014-11-24,432.55
2014-11-25,430.0
2014-11-26,420.45
2014-11-27,436.6
2014-11-28,430.75
2014-12-01,432.45
2014-12-02,431.3
2014-12-03,444.2
2014-12-04,454.05
2014-12-05,452.45
2014-12-08,444.1
2014-12-09,435.1
2014-12-10,438.8
2014-12-11,430.1
2014-12-12,420.9
2014-12-15,421.05
2014-12-16,415.45
2014-12-17,403.1
2014-12-18,417.35
2014-12-19,413.35
2014-12-22,419.35
2014-12-23,412.25
2014-12-24,410.05
2014-12-26,405.8
2014-12-29,409.0
2014-12-30,404.45
2014-12-31,403.0
