Date,20MICRONS
2014-01-01,31.75
2014-01-02,31.2
2014-01-03,30.95
2014-01-06,31.2
2014-01-07,30.95
2014-01-08,30.95
2014-01-09,30.8
2014-01-10,30.8
2014-01-13,30.7
2014-01-14,30.8
2014-01-15,30.85
2014-01-16,30.65
2014-01-17,30.65
2014-01-20,30.65
2014-01-21,30.7
2014-01-22,30.9
2014-01-23,30.65
2014-01-24,30.8
2014-01-27,30.7
2014-01-28,30.75
2014-01-29,31.0
2014-01-30,30.8
2014-01-31,31.0
2014-02-03,30.75
2014-02-04,31.2
2014-02-05,31.1
2014-02-06,31.6
2014-02-07,32.55
2014-02-10,31.85
2014-02-11,32.05
2014-02-12,31.1
2014-02-13,30.5
2014-02-14,30.45
2014-02-17,30.5
2014-02-18,30.3
2014-02-19,30.35
2014-02-20,30.25
2014-02-21,30.35
2014-02-24,30.35
2014-02-25,30.45
2014-02-26,30.3
2014-02-28,30.35
2014-03-03,30.3
2014-03-04,30.3
2014-03-05,30.2
2014-03-06,30.65
2014-03-07,30.45
2014-03-10,30.7
2014-03-11,31.25
2014-03-12,30.95
2014-03-13,30.6
2014-03-14,30.3
2014-03-18,30.3
2014-03-19,30.3
2014-03-20,30.25
2014-03-21,30.55
2014-03-22,30.2
2014-03-24,30.2
2014-03-25,30.2
2014-03-26,30.2
2014-03-27,30.15
2014-03-28,30.5
2014-03-31,31.15
2014-04-01,30.85
2014-04-02,31.45
2014-04-03,31.6
2014-04-04,31.35
2014-04-07,31.2
2014-04-09,31.65
2014-04-10,31.8
2014-04-11,31.15
2014-04-15,30.75
2014-04-16,30.5
2014-04-17,31.45
2014-04-21,31.85
2014-04-22,31.85
2014-04-23,33.65
2014-04-25,36.05
2014-04-28,36.45
2014-04-29,34.9
2014-04-30,33.6
2014-05-02,33.25
2014-05-05,32.8
2014-05-06,33.0
2014-05-07,32.85
2014-05-08,32.85
2014-05-09,32.9
2014-05-12,32.8
2014-05-13,32.85
2014-05-14,34.3
2014-05-15,32.85
2014-05-16,32.9
2014-05-19,34.3
2014-05-20,34.95
2014-05-21,35.75
2014-05-22,36.95
2014-05-23,37.35
2014-05-26,34.95
2014-05-27,33.7
2014-05-28,34.5
2014-05-29,34.1
2014-05-30,33.95
2014-06-02,33.75
2014-06-03,36.3
2014-06-04,36.4
2014-06-05,37.55
2014-06-06,37.2
2014-06-09,37.45
2014-06-10,36.75
2014-06-11,35.9
2014-06-12,36.1
2014-06-13,34.5
2014-06-16,34.85
2014-06-17,35.0
2014-06-18,34.65
2014-06-19,34.8
2014-06-20,34.85
2014-06-23,34.5
2014-06-24,34.15
2014-06-25,35.2
2014-06-26,36.05
2014-06-27,36.9
2014-06-30,36.3
2014-07-01,35.95
2014-07-02,36.45
2014-07-03,35.35
2014-07-04,35.2
2014-07-07,34.55
2014-07-08,34.05
2014-07-09,33.65
2014-07-10,33.55
2014-07-11,33.15
2014-07-14,32.85
2014-07-15,33.0
2014-07-16,33.15
2014-07-17,33.1
2014-07-18,33.05
2014-07-21,32.95
2014-07-22,35.1
2014-07-23,33.65
2014-07-24,33.05
2014-07-25,32.75
2014-07-28,32.45
2014-07-30,31.35
2014-07-31,31.55
2014-08-01,31.25
2014-08-04,31.5
2014-08-05,31.5
2014-08-06,31.15
2014-08-07,31.1
2014-08-08,31.1
2014-08-11,31.45
2014-08-12,31.45
2014-08-13,31.15
2014-08-14,31.25
2014-08-18,31.2
2014-08-19,31.4
2014-08-20,31.25
2014-08-21,31.45
2014-08-22,31.1
2014-08-25,31.05
2014-08-26,30.95
2014-08-27,30.95
2014-08-28,33.95
2014-09-01,34.5
2014-09-02,33.7
2014-09-03,32.85
2014-09-04,31.95
2014-09-05,31.95
2014-09-08,32.9
2014-09-09,31.75
2014-09-10,31.9
2014-09-11,32.8
2014-09-12,34.25
2014-09-15,33.55
2014-09-16,32.0
2014-09-17,31.65
2014-09-18,32.1
2014-09-19,31.9
2014-09-22,31.95
2014-09-23,31.5
2014-09-24,31.0
2014-09-25,30.8
2014-09-26,30.5
2014-09-29,30.45
2014-09-30,30.4
2014-10-01,30.45
2014-10-07,30.5
2014-10-08,30.45
2014-10-09,30.4
2014-10-10,30.3
2014-10-13,30.35
2014-10-14,30.3
2014-10-16,30.45
2014-10-17,30.3
2014-10-20,30.3
2014-10-21,31.95
2014-10-22,31.45
2014-10-23,31.3
2014-10-27,31.45
2014-10-28,31.1
2014-10-29,30.85
2014-10-30,30.75
2014-10-31,31.15
2014-11-03,30.85
2014-11-05,30.85
2014-11-07,30.65
2014-11-10,30.85
2014-11-11,30.7
2014-11-12,30.7
2014-11-13,30.75
2014-11-14,30.65
2014-11-17,30.55
2014-11-18,30.6
2014-11-19,30.55
2014-11-20,30.45
2014-11-21,30.5
2014-11-24,30.75
2014-11-25,31.1
2014-11-26,30.85
2014-11-27,30.7
2014-11-28,30.55
2014-12-01,30.5
2014-12-02,30.4
2014-12-03,30.35
2014-12-04,30.35
2014-12-05,30.3
2014-12-08,30.25
2014-12-09,30.2
2014-12-10,30.15
2014-12-11,30.15
2014-12-12,30.25
2014-12-15,30.2
2014-12-16,30.1
2014-12-17,30.25
2014-12-18,30.3
2014-12-19,30.2
2014-12-22,30.15
2014-12-23,30.3
2014-12-24,30.25
2014-12-26,30.2
2014-12-29,30.2
2014-12-30,30.9
2014-12-31,30.6
