Date,MAGMA
2014-01-01,69.3
2014-01-02,68.35
2014-01-03,67.1
2014-01-06,68.0
2014-01-07,67.3
2014-01-08,68.6
2014-01-09,70.6
2014-01-10,70.05
2014-01-13,69.9
2014-01-14,69.95
2014-01-15,70.15
2014-01-16,68.4
2014-01-17,68.25
2014-01-20,67.7
2014-01-21,67.1
2014-01-22,68.0
2014-01-23,67.5
2014-01-24,67.1
2014-01-27,66.05
2014-01-28,66.1
2014-01-29,65.7
2014-01-30,65.1
2014-01-31,67.2
2014-02-03,65.15
2014-02-04,64.35
2014-02-05,64.85
2014-02-06,64.0
2014-02-07,63.95
2014-02-10,63.7
2014-02-11,63.2
2014-02-12,63.0
2014-02-13,66.9
2014-02-14,66.75
2014-02-17,65.4
2014-02-18,65.25
2014-02-19,67.1
2014-02-20,65.3
2014-02-21,65.5
2014-02-24,70.15
2014-02-25,72.3
2014-02-26,69.2
2014-02-28,67.7
2014-03-03,66.8
2014-03-04,66.5
2014-03-05,67.4
2014-03-06,68.7
2014-03-07,70.1
2014-03-10,69.45
2014-03-11,68.7
2014-03-12,67.25
2014-03-13,67.85
2014-03-14,68.7
2014-03-18,67.9
2014-03-19,68.15
2014-03-20,66.7
2014-03-21,66.8
2014-03-22,66.5
2014-03-24,66.15
2014-03-25,66.85
2014-03-26,69.6
2014-03-27,71.85
2014-03-28,71.35
2014-03-31,70.2
2014-04-01,70.9
2014-04-02,75.45
2014-04-03,71.8
2014-04-04,70.75
2014-04-07,71.05
2014-04-09,73.05
2014-04-10,74.05
2014-04-11,79.0
2014-04-15,79.25
2014-04-16,75.85
2014-04-17,78.9
2014-04-21,77.65
2014-04-22,77.95
2014-04-23,78.95
2014-04-25,78.25
2014-04-28,78.75
2014-04-29,79.25
2014-04-30,77.6
2014-05-02,75.95
2014-05-05,78.35
2014-05-06,78.5
2014-05-07,78.1
2014-05-08,73.35
2014-05-09,74.85
2014-05-12,74.45
2014-05-13,74.95
2014-05-14,75.05
2014-05-15,79.15
2014-05-16,80.7
2014-05-19,89.65
2014-05-20,92.95
2014-05-21,91.45
2014-05-22,99.8
2014-05-23,104.65
2014-05-26,97.1
2014-05-27,95.9
2014-05-28,94.85
2014-05-29,90.4
2014-05-30,92.05
2014-06-02,98.85
2014-06-03,96.05
2014-06-04,99.65
2014-06-05,108.55
2014-06-06,114.1
2014-06-09,109.65
2014-06-10,106.45
2014-06-11,99.9
2014-06-12,98.95
2014-06-13,99.6
2014-06-16,98.95
2014-06-17,98.6
2014-06-18,95.05
2014-06-19,91.55
2014-06-20,91.3
2014-06-23,90.5
2014-06-24,93.0
2014-06-25,103.15
2014-06-26,100.0
2014-06-27,98.05
2014-06-30,101.05
2014-07-01,104.5
2014-07-02,110.4
2014-07-03,106.5
2014-07-04,108.1
2014-07-07,106.2
2014-07-08,99.85
2014-07-09,95.35
2014-07-10,98.45
2014-07-11,92.4
2014-07-14,96.65
2014-07-15,96.95
2014-07-16,98.3
2014-07-17,100.15
2014-07-18,101.6
2014-07-21,101.85
2014-07-22,103.2
2014-07-23,99.25
2014-07-24,102.95
2014-07-25,98.3
2014-07-28,97.8
2014-07-30,100.2
2014-07-31,98.85
2014-08-01,94.6
2014-08-04,97.8
2014-08-05,97.5
2014-08-06,98.4
2014-08-07,98.45
2014-08-08,97.25
2014-08-11,97.85
2014-08-12,99.05
2014-08-13,102.1
2014-08-14,102.6
2014-08-18,106.9
2014-08-19,108.35
2014-08-20,121.15
2014-08-21,115.7
2014-08-22,117.0
2014-08-25,114.35
2014-08-26,112.1
2014-08-27,117.55
2014-08-28,114.6
2014-09-01,127.5
2014-09-02,124.5
2014-09-03,120.7
2014-09-04,119.55
2014-09-05,119.15
2014-09-08,121.6
2014-09-09,130.2
2014-09-10,130.05
2014-09-11,128.6
2014-09-12,128.95
2014-09-15,131.9
2014-09-16,122.7
2014-09-17,121.8
2014-09-18,128.25
2014-09-19,129.5
2014-09-22,126.5
2014-09-23,122.0
2014-09-24,117.4
2014-09-25,114.4
2014-09-26,119.25
2014-09-29,118.8
2014-09-30,118.85
2014-10-01,121.65
2014-10-07,120.6
2014-10-08,120.45
2014-10-09,121.35
2014-10-10,122.0
2014-10-13,119.5
2014-10-14,117.55
2014-10-16,111.7
2014-10-17,114.9
2014-10-20,117.0
2014-10-21,119.85
2014-10-22,119.6
2014-10-23,119.85
2014-10-27,115.9
2014-10-28,115.95
2014-10-29,117.4
2014-10-30,118.5
2014-10-31,119.9
2014-11-03,123.25
2014-11-05,121.95
2014-11-07,119.7
2014-11-10,113.9
2014-11-11,113.95
2014-11-12,112.8
2014-11-13,111.95
2014-11-14,108.75
2014-11-17,107.3
2014-11-18,111.9
2014-11-19,116.05
2014-11-20,116.3
2014-11-21,114.7
2014-11-24,114.0
2014-11-25,109.75
2014-11-26,107.2
2014-11-27,106.1
2014-11-28,107.55
2014-12-01,110.45
2014-12-02,109.95
2014-12-03,109.65
2014-12-04,107.4
2014-12-05,108.5
2014-12-08,107.4
2014-12-09,104.8
2014-12-10,105.65
2014-12-11,105.05
2014-12-12,104.25
2014-12-15,102.7
2014-12-16,97.1
2014-12-17,97.2
2014-12-18,96.8
2014-12-19,100.75
2014-12-22,98.45
2014-12-23,97.7
2014-12-24,100.1
2014-12-26,101.4
2014-12-29,100.7
2014-12-30,102.05
2014-12-31,103.6
