Date,MANGCHEFER
2014-01-01,57.3
2014-01-02,56.85
2014-01-03,57.85
2014-01-06,58.9
2014-01-07,59.45
2014-01-08,58.0
2014-01-09,56.95
2014-01-10,57.0
2014-01-13,57.05
2014-01-14,57.4
2014-01-15,58.0
2014-01-16,58.0
2014-01-17,58.55
2014-01-20,58.75
2014-01-21,58.0
2014-01-22,58.35
2014-01-23,59.5
2014-01-24,58.6
2014-01-27,57.45
2014-01-28,58.5
2014-01-29,58.95
2014-01-30,59.1
2014-01-31,60.25
2014-02-03,61.0
2014-02-04,61.55
2014-02-05,60.05
2014-02-06,61.15
2014-02-07,61.5
2014-02-10,61.5
2014-02-11,61.55
2014-02-12,61.95
2014-02-13,62.7
2014-02-14,62.1
2014-02-17,60.15
2014-02-18,60.5
2014-02-19,61.55
2014-02-20,62.0
2014-02-21,62.7
2014-02-24,62.05
2014-02-25,63.0
2014-02-26,63.0
2014-02-28,63.15
2014-03-03,63.0
2014-03-04,61.85
2014-03-05,62.45
2014-03-06,61.25
2014-03-07,62.55
2014-03-10,62.5
2014-03-11,62.85
2014-03-12,62.45
2014-03-13,62.55
2014-03-14,62.5
2014-03-18,62.5
2014-03-19,63.0
2014-03-20,62.0
2014-03-21,62.0
2014-03-22,62.25
2014-03-24,63.0
2014-03-25,62.0
2014-03-26,62.15
2014-03-27,61.75
2014-03-28,62.05
2014-03-31,62.1
2014-04-01,62.1
2014-04-02,61.5
2014-04-03,61.15
2014-04-04,60.5
2014-04-07,59.0
2014-04-09,60.0
2014-04-10,60.0
2014-04-11,60.15
2014-04-15,60.05
2014-04-16,60.0
2014-04-17,61.05
2014-04-21,61.35
2014-04-22,62.05
2014-04-23,66.05
2014-04-25,69.8
2014-04-28,70.25
2014-04-29,70.15
2014-04-30,69.35
2014-05-02,72.7
2014-05-05,73.55
2014-05-06,73.55
2014-05-07,73.55
2014-05-08,73.3
2014-05-09,72.25
2014-05-12,70.35
2014-05-13,70.55
2014-05-14,71.55
2014-05-15,71.05
2014-05-16,69.75
2014-05-19,70.1
2014-05-20,70.15
2014-05-21,70.85
2014-05-22,71.1
2014-05-23,70.9
2014-05-26,70.8
2014-05-27,72.45
2014-05-28,71.15
2014-05-29,72.3
2014-05-30,71.4
2014-06-02,71.5
2014-06-03,71.45
2014-06-04,71.6
2014-06-05,72.9
2014-06-06,72.9
2014-06-09,74.0
2014-06-10,72.3
2014-06-11,72.55
2014-06-12,73.5
2014-06-13,73.5
2014-06-16,72.95
2014-06-17,73.35
2014-06-18,73.85
2014-06-19,74.15
2014-06-20,73.1
2014-06-23,73.55
2014-06-24,73.6
2014-06-25,72.65
2014-06-26,73.45
2014-06-27,72.5
2014-06-30,72.15
2014-07-01,71.05
2014-07-02,71.5
2014-07-03,71.7
2014-07-04,72.35
2014-07-07,71.75
2014-07-08,71.7
2014-07-09,70.85
2014-07-10,70.95
2014-07-11,70.95
2014-07-14,70.35
2014-07-15,70.35
2014-07-16,70.85
2014-07-17,70.6
2014-07-18,70.75
2014-07-21,71.45
2014-07-22,74.2
2014-07-23,72.4
2014-07-24,71.85
2014-07-25,71.0
2014-07-28,71.65
2014-07-30,71.5
2014-07-31,71.55
2014-08-01,71.0
2014-08-04,72.0
2014-08-05,72.25
2014-08-06,72.6
2014-08-07,72.35
2014-08-08,70.85
2014-08-11,69.1
2014-08-12,68.4
2014-08-13,70.0
2014-08-14,69.65
2014-08-18,69.2
2014-08-19,68.75
2014-08-20,70.85
2014-08-21,70.0
2014-08-22,70.05
2014-08-25,69.25
2014-08-26,69.35
2014-08-27,69.4
2014-08-28,68.75
2014-09-01,68.55
2014-09-02,68.1
2014-09-03,70.15
2014-09-04,69.2
2014-09-05,68.45
2014-09-08,68.6
2014-09-09,69.4
2014-09-10,68.7
2014-09-11,70.2
2014-09-12,69.3
2014-09-15,69.65
2014-09-16,70.3
2014-09-17,72.1
2014-09-18,72.65
2014-09-19,73.2
2014-09-22,76.55
2014-09-23,76.45
2014-09-24,75.0
2014-09-25,73.1
2014-09-26,87.7
2014-09-29,95.2
2014-09-30,98.1
2014-10-01,101.5
2014-10-07,103.6
2014-10-08,100.55
2014-10-09,95.0
2014-10-10,94.45
2014-10-13,95.0
2014-10-14,94.25
2014-10-16,94.05
2014-10-17,95.0
2014-10-20,95.45
2014-10-21,88.1
2014-10-22,90.4
2014-10-23,89.25
2014-10-27,89.6
2014-10-28,88.1
2014-10-29,88.45
2014-10-30,88.25
2014-10-31,84.45
2014-11-03,85.9
2014-11-05,83.7
2014-11-07,84.6
2014-11-10,87.05
2014-11-11,85.9
2014-11-12,82.9
2014-11-13,80.5
2014-11-14,81.35
2014-11-17,92.9
2014-11-18,87.3
2014-11-19,85.95
2014-11-20,83.4
2014-11-21,81.1
2014-11-24,80.5
2014-11-25,79.05
2014-11-26,81.85
2014-11-27,80.5
2014-11-28,82.9
2014-12-01,89.75
2014-12-02,89.8
2014-12-03,86.35
2014-12-04,86.4
2014-12-05,91.3
2014-12-08,89.4
2014-12-09,89.3
2014-12-10,89.0
2014-12-11,88.55
2014-12-12,89.0
2014-12-15,89.1
2014-12-16,89.15
2014-12-17,89.15
2014-12-18,89.35
2014-12-19,89.3
2014-12-22,89.55
2014-12-23,89.5
2014-12-24,89.5
2014-12-26,89.4
2014-12-29,89.65
2014-12-30,89.7
2014-12-31,90.4
