Date,RELIGARE
2014-01-01,308.8
2014-01-02,307.9
2014-01-03,308.2
2014-01-06,305.3
2014-01-07,303.95
2014-01-08,303.0
2014-01-09,304.95
2014-01-10,302.65
2014-01-13,305.75
2014-01-14,304.1
2014-01-15,302.85
2014-01-16,303.0
2014-01-17,302.35
2014-01-20,303.45
2014-01-21,302.5
2014-01-22,321.3
2014-01-23,322.7
2014-01-24,316.55
2014-01-27,308.85
2014-01-28,306.25
2014-01-29,308.05
2014-01-30,300.75
2014-01-31,298.55
2014-02-03,300.8
2014-02-04,311.5
2014-02-05,302.7
2014-02-06,299.45
2014-02-07,302.4
2014-02-10,302.85
2014-02-11,303.3
2014-02-12,302.85
2014-02-13,302.95
2014-02-14,301.5
2014-02-17,303.4
2014-02-18,298.5
2014-02-19,312.4
2014-02-20,307.25
2014-02-21,306.95
2014-02-24,306.05
2014-02-25,307.35
2014-02-26,307.15
2014-02-28,305.6
2014-03-03,305.7
2014-03-04,300.75
2014-03-05,308.75
2014-03-06,305.85
2014-03-07,298.35
2014-03-10,299.95
2014-03-11,299.8
2014-03-12,300.85
2014-03-13,299.5
2014-03-14,296.35
2014-03-18,297.75
2014-03-19,297.0
2014-03-20,295.45
2014-03-21,297.05
2014-03-22,298.25
2014-03-24,299.1
2014-03-25,297.5
2014-03-26,300.9
2014-03-27,302.4
2014-03-28,305.85
2014-03-31,317.15
2014-04-01,308.35
2014-04-02,309.55
2014-04-03,301.75
2014-04-04,304.25
2014-04-07,299.65
2014-04-09,299.8
2014-04-10,298.6
2014-04-11,293.9
2014-04-15,302.4
2014-04-16,304.75
2014-04-17,312.7
2014-04-21,311.65
2014-04-22,308.2
2014-04-23,307.1
2014-04-25,303.55
2014-04-28,302.2
2014-04-29,302.7
2014-04-30,299.9
2014-05-02,299.4
2014-05-05,297.3
2014-05-06,301.4
2014-05-07,301.6
2014-05-08,300.45
2014-05-09,307.95
2014-05-12,303.95
2014-05-13,302.6
2014-05-14,301.75
2014-05-15,302.45
2014-05-16,313.25
2014-05-19,328.5
2014-05-20,322.1
2014-05-21,327.6
2014-05-22,343.9
2014-05-23,340.2
2014-05-26,336.0
2014-05-27,328.0
2014-05-28,331.05
2014-05-29,326.75
2014-05-30,361.4
2014-06-02,368.65
2014-06-03,360.15
2014-06-04,360.6
2014-06-05,358.8
2014-06-06,368.15
2014-06-09,362.45
2014-06-10,362.3
2014-06-11,358.25
2014-06-12,361.15
2014-06-13,350.0
2014-06-16,344.8
2014-06-17,347.2
2014-06-18,346.95
2014-06-19,343.2
2014-06-20,336.0
2014-06-23,331.5
2014-06-24,334.6
2014-06-25,331.8
2014-06-26,329.35
2014-06-27,326.7
2014-06-30,343.25
2014-07-01,339.95
2014-07-02,353.9
2014-07-03,344.25
2014-07-04,342.85
2014-07-07,335.65
2014-07-08,324.85
2014-07-09,323.65
2014-07-10,334.55
2014-07-11,325.8
2014-07-14,319.35
2014-07-15,321.2
2014-07-16,324.25
2014-07-17,325.75
2014-07-18,322.8
2014-07-21,322.75
2014-07-22,328.2
2014-07-23,327.25
2014-07-24,328.35
2014-07-25,327.95
2014-07-28,326.05
2014-07-30,327.95
2014-07-31,321.0
2014-08-01,318.1
2014-08-04,322.9
2014-08-05,328.55
2014-08-06,328.7
2014-08-07,327.3
2014-08-08,318.65
2014-08-11,316.95
2014-08-12,320.65
2014-08-13,318.3
2014-08-14,317.85
2014-08-18,316.45
2014-08-19,316.45
2014-08-20,317.15
2014-08-21,323.65
2014-08-22,323.8
2014-08-25,316.75
2014-08-26,315.3
2014-08-27,316.9
2014-08-28,324.0
2014-09-01,323.1
2014-09-02,321.55
2014-09-03,318.05
2014-09-04,316.7
2014-09-05,317.55
2014-09-08,315.7
2014-09-09,315.85
2014-09-10,315.35
2014-09-11,316.75
2014-09-12,316.65
2014-09-15,320.05
2014-09-16,318.0
2014-09-17,316.1
2014-09-18,312.15
2014-09-19,319.3
2014-09-22,314.2
2014-09-23,306.95
2014-09-24,306.35
2014-09-25,300.6
2014-09-26,305.1
2014-09-29,315.6
2014-09-30,324.1
2014-10-01,353.05
2014-10-07,371.05
2014-10-08,358.35
2014-10-09,370.65
2014-10-10,353.1
2014-10-13,347.2
2014-10-14,346.05
2014-10-16,350.2
2014-10-17,344.0
2014-10-20,339.6
2014-10-21,338.2
2014-10-22,338.6
2014-10-23,340.0
2014-10-27,337.75
2014-10-28,338.3
2014-10-29,338.65
2014-10-30,336.85
2014-10-31,334.7
2014-11-03,336.45
2014-11-05,335.6
2014-11-07,345.45
2014-11-10,335.9
2014-11-11,330.25
2014-11-12,325.15
2014-11-13,322.3
2014-11-14,321.7
2014-11-17,332.05
2014-11-18,327.9
2014-11-19,324.85
2014-11-20,319.95
2014-11-21,317.75
2014-11-24,315.65
2014-11-25,332.75
2014-11-26,326.25
2014-11-27,324.15
2014-11-28,321.05
2014-12-01,316.75
2014-12-02,326.95
2014-12-03,324.4
2014-12-04,327.0
2014-12-05,328.9
2014-12-08,321.15
2014-12-09,316.35
2014-12-10,320.9
2014-12-11,317.4
2014-12-12,314.75
2014-12-15,330.0
2014-12-16,316.8
2014-12-17,316.2
2014-12-18,320.25
2014-12-19,316.2
2014-12-22,315.25
2014-12-23,313.75
2014-12-24,317.6
2014-12-26,320.8
2014-12-29,345.05
2014-12-30,350.35
2014-12-31,369.25
