Date,PAGEIND
2014-01-01,5169.95
2014-01-02,5165.1
2014-01-03,5173.6
2014-01-06,5174.55
2014-01-07,5176.8
2014-01-08,5371.6
2014-01-09,5422.35
2014-01-10,5492.1
2014-01-13,5394.5
2014-01-14,5292.1
2014-01-15,5322.25
2014-01-16,5314.05
2014-01-17,5450.75
2014-01-20,5422.05
2014-01-21,5477.65
2014-01-22,5539.4
2014-01-23,5616.95
2014-01-24,5815.75
2014-01-27,5612.8
2014-01-28,5615.3
2014-01-29,5563.3
2014-01-30,5599.2
2014-01-31,5696.85
2014-02-03,5691.8
2014-02-04,5649.75
2014-02-05,5635.6
2014-02-06,5697.1
2014-02-07,5632.05
2014-02-10,5556.25
2014-02-11,5623.85
2014-02-12,5628.3
2014-02-13,5648.05
2014-02-14,5673.2
2014-02-17,5552.55
2014-02-18,5573.45
2014-02-19,5651.65
2014-02-20,5578.55
2014-02-21,5581.1
2014-02-24,5595.2
2014-02-25,5581.0
2014-02-26,5696.45
2014-02-28,5869.15
2014-03-03,6161.3
2014-03-04,6319.7
2014-03-05,6271.95
2014-03-06,6316.2
2014-03-07,6302.7
2014-03-10,6188.2
2014-03-11,6171.15
2014-03-12,6413.9
2014-03-13,6447.7
2014-03-14,6534.85
2014-03-18,6518.95
2014-03-19,6606.5
2014-03-20,6582.55
2014-03-21,6599.65
2014-03-22,6680.65
2014-03-24,6529.4
2014-03-25,6482.5
2014-03-26,6466.75
2014-03-27,6432.05
2014-03-28,6455.6
2014-03-31,6489.55
2014-04-01,6365.1
2014-04-02,6230.15
2014-04-03,6117.7
2014-04-04,5938.65
2014-04-07,5705.3
2014-04-09,5692.8
2014-04-10,5650.45
2014-04-11,5611.6
2014-04-15,5648.25
2014-04-16,5669.65
2014-04-17,5719.3
2014-04-21,5779.65
2014-04-22,5798.8
2014-04-23,5792.35
2014-04-25,5795.8
2014-04-28,5804.45
2014-04-29,5815.6
2014-04-30,5822.0
2014-05-02,5867.4
2014-05-05,5842.4
2014-05-06,5847.35
2014-05-07,5768.2
2014-05-08,5765.0
2014-05-09,5869.35
2014-05-12,5923.7
2014-05-13,5974.6
2014-05-14,6044.95
2014-05-15,6020.8
2014-05-16,5968.35
2014-05-19,5962.25
2014-05-20,5818.9
2014-05-21,5786.5
2014-05-22,5745.35
2014-05-23,5783.05
2014-05-26,5705.05
2014-05-27,5758.95
2014-05-28,5956.75
2014-05-29,6144.0
2014-05-30,6464.3
2014-06-02,6343.65
2014-06-03,6248.9
2014-06-04,6124.0
2014-06-05,6126.5
2014-06-06,6084.2
2014-06-09,6013.0
2014-06-10,5954.95
2014-06-11,5949.5
2014-06-12,5988.0
2014-06-13,5993.85
2014-06-16,5997.95
2014-06-17,5990.25
2014-06-18,6057.2
2014-06-19,6229.45
2014-06-20,6469.25
