Date,JYOTHYLAB
2014-01-01,194.25
2014-01-02,188.25
2014-01-03,195.1
2014-01-06,192.75
2014-01-07,193.3
2014-01-08,193.65
2014-01-09,194.1
2014-01-10,193.1
2014-01-13,200.15
2014-01-14,207.05
2014-01-15,209.55
2014-01-16,205.05
2014-01-17,204.05
2014-01-20,198.4
2014-01-21,201.25
2014-01-22,198.6
2014-01-23,194.05
2014-01-24,195.25
2014-01-27,195.9
2014-01-28,192.85
2014-01-29,200.65
2014-01-30,207.0
2014-01-31,216.7
2014-02-03,211.05
2014-02-04,212.1
2014-02-05,207.9
2014-02-06,208.3
2014-02-07,209.9
2014-02-10,209.75
2014-02-11,214.0
2014-02-12,209.2
2014-02-13,208.05
2014-02-14,203.2
2014-02-17,198.15
2014-02-18,199.65
2014-02-19,199.15
2014-02-20,197.7
2014-02-21,198.0
2014-02-24,196.2
2014-02-25,197.35
2014-02-26,195.75
2014-02-28,194.45
2014-03-03,191.9
2014-03-04,189.9
2014-03-05,196.35
2014-03-06,198.5
2014-03-07,195.3
2014-03-10,194.1
2014-03-11,191.5
2014-03-12,193.75
2014-03-13,192.55
2014-03-14,191.8
2014-03-18,192.7
2014-03-19,190.0
2014-03-20,190.1
2014-03-21,192.85
2014-03-22,193.55
2014-03-24,192.1
2014-03-25,192.15
2014-03-26,196.35
2014-03-27,201.7
2014-03-28,202.75
2014-03-31,207.25
2014-04-01,204.5
2014-04-02,204.8
2014-04-03,203.7
2014-04-04,208.0
2014-04-07,209.4
2014-04-09,207.8
2014-04-10,202.45
2014-04-11,199.0
2014-04-15,201.5
2014-04-16,199.85
2014-04-17,203.05
2014-04-21,198.7
2014-04-22,198.35
2014-04-23,196.75
2014-04-25,194.95
2014-04-28,192.75
2014-04-29,192.1
2014-04-30,190.05
2014-05-02,190.5
2014-05-05,190.9
2014-05-06,194.6
2014-05-07,194.9
2014-05-08,195.1
2014-05-09,197.1
2014-05-12,196.55
2014-05-13,199.0
2014-05-14,199.9
2014-05-15,197.05
2014-05-16,197.05
2014-05-19,200.75
2014-05-20,199.55
2014-05-21,200.0
2014-05-22,209.3
2014-05-23,204.3
2014-05-26,192.2
2014-05-27,184.2
2014-05-28,181.1
2014-05-29,181.6
2014-05-30,183.5
2014-06-02,190.15
2014-06-03,187.75
2014-06-04,189.1
2014-06-05,186.15
2014-06-06,187.25
2014-06-09,187.5
2014-06-10,192.7
2014-06-11,188.1
2014-06-12,183.45
2014-06-13,179.95
2014-06-16,177.6
2014-06-17,179.5
2014-06-18,181.5
2014-06-19,179.6
2014-06-20,181.6
2014-06-23,178.95
2014-06-24,178.8
2014-06-25,178.3
2014-06-26,176.85
2014-06-27,175.45
2014-06-30,171.6
2014-07-01,178.8
2014-07-02,179.5
2014-07-03,180.1
2014-07-04,181.25
2014-07-07,185.0
2014-07-08,191.05
2014-07-09,184.8
2014-07-10,185.4
2014-07-11,182.8
2014-07-14,182.3
2014-07-15,186.25
2014-07-16,187.7
2014-07-17,186.9
2014-07-18,184.65
2014-07-21,188.05
2014-07-22,188.75
2014-07-23,188.2
2014-07-24,188.15
2014-07-25,181.85
2014-07-28,179.75
2014-07-30,180.75
2014-07-31,180.85
2014-08-01,181.1
2014-08-04,180.4
2014-08-05,180.75
2014-08-06,185.75
2014-08-07,183.35
2014-08-08,179.45
2014-08-11,179.9
2014-08-12,183.5
2014-08-13,187.35
2014-08-14,188.7
2014-08-18,190.05
2014-08-19,206.0
2014-08-20,207.7
2014-08-21,209.45
2014-08-22,223.05
2014-08-25,222.25
2014-08-26,226.8
2014-08-27,225.65
2014-08-28,222.35
2014-09-01,221.1
2014-09-02,224.2
2014-09-03,232.5
2014-09-04,241.75
2014-09-05,250.45
2014-09-08,261.6
2014-09-09,267.9
2014-09-10,288.35
2014-09-11,276.4
2014-09-12,265.9
2014-09-15,261.55
2014-09-16,247.45
2014-09-17,256.3
2014-09-18,251.25
2014-09-19,249.9
2014-09-22,241.0
2014-09-23,239.0
2014-09-24,241.0
2014-09-25,240.4
2014-09-26,240.95
2014-09-29,243.2
2014-09-30,239.85
2014-10-01,237.0
2014-10-07,240.35
2014-10-08,239.7
2014-10-09,255.8
2014-10-10,264.0
2014-10-13,258.8
2014-10-14,252.65
2014-10-16,240.25
2014-10-17,236.55
2014-10-20,237.1
2014-10-21,237.5
2014-10-22,248.55
2014-10-23,252.6
2014-10-27,245.65
2014-10-28,241.5
2014-10-29,241.5
2014-10-30,241.6
2014-10-31,250.45
2014-11-03,252.35
2014-11-05,241.6
2014-11-07,246.7
2014-11-10,242.5
2014-11-11,243.4
2014-11-12,239.75
2014-11-13,239.25
2014-11-14,237.75
2014-11-17,235.0
2014-11-18,235.65
2014-11-19,229.55
2014-11-20,226.9
2014-11-21,231.5
2014-11-24,230.3
2014-11-25,230.6
2014-11-26,232.85
2014-11-27,231.1
2014-11-28,234.2
2014-12-01,240.85
2014-12-02,258.1
2014-12-03,254.9
2014-12-04,250.4
2014-12-05,249.05
2014-12-08,242.35
2014-12-09,240.7
2014-12-10,240.45
2014-12-11,244.8
2014-12-12,253.25
2014-12-15,259.9
2014-12-16,255.5
2014-12-17,247.75
2014-12-18,250.6
2014-12-19,250.35
2014-12-22,249.5
2014-12-23,248.6
2014-12-24,247.65
2014-12-26,249.8
2014-12-29,253.05
2014-12-30,254.65
2014-12-31,260.0
