Date,HINDUNILVR
2014-01-01,572.35
2014-01-02,562.4
2014-01-03,565.0
2014-01-06,563.5
2014-01-07,558.95
2014-01-08,559.15
2014-01-09,554.15
2014-01-10,549.8
2014-01-13,545.7
2014-01-14,538.4
2014-01-15,545.2
2014-01-16,552.1
2014-01-17,558.9
2014-01-20,555.1
2014-01-21,559.8
2014-01-22,566.45
2014-01-23,567.1
2014-01-24,565.8
2014-01-27,575.25
2014-01-28,569.7
2014-01-29,569.6
2014-01-30,570.4
2014-01-31,570.1
2014-02-03,569.75
2014-02-04,570.25
2014-02-05,570.0
2014-02-06,586.55
2014-02-07,577.65
2014-02-10,564.0
2014-02-11,562.45
2014-02-12,569.45
2014-02-13,557.25
2014-02-14,560.25
2014-02-17,560.25
2014-02-18,562.25
2014-02-19,558.7
2014-02-20,554.05
2014-02-21,555.35
2014-02-24,554.9
2014-02-25,554.45
2014-02-26,554.75
2014-02-28,549.25
2014-03-03,543.2
2014-03-04,554.9
2014-03-05,551.2
2014-03-06,549.05
2014-03-07,550.4
2014-03-10,557.2
2014-03-11,560.35
2014-03-12,560.25
2014-03-13,561.85
2014-03-14,553.65
2014-03-18,556.05
2014-03-19,561.6
2014-03-20,572.55
2014-03-21,571.7
2014-03-22,573.9
2014-03-24,582.35
2014-03-25,592.75
2014-03-26,591.55
2014-03-27,599.8
2014-03-28,599.8
2014-03-31,605.55
2014-04-01,601.75
2014-04-02,594.6
2014-04-03,606.3
2014-04-04,605.3
2014-04-07,604.8
2014-04-09,609.1
2014-04-10,617.9
2014-04-11,609.4
2014-04-15,612.15
2014-04-16,607.55
2014-04-17,609.45
2014-04-21,599.1
2014-04-22,596.45
2014-04-23,595.5
2014-04-25,580.9
2014-04-28,581.0
2014-04-29,562.45
2014-04-30,567.5
2014-05-02,562.15
2014-05-05,557.15
2014-05-06,553.7
2014-05-07,553.15
2014-05-08,552.3
2014-05-09,556.3
2014-05-12,571.5
2014-05-13,577.6
2014-05-14,577.5
2014-05-15,588.95
2014-05-16,580.7
2014-05-19,555.8
2014-05-20,562.6
2014-05-21,561.35
2014-05-22,562.9
2014-05-23,561.5
2014-05-26,559.85
2014-05-27,560.15
2014-05-28,561.9
2014-05-29,556.45
2014-05-30,603.35
2014-06-02,601.0
2014-06-03,593.45
2014-06-04,604.95
2014-06-05,630.1
2014-06-06,639.95
2014-06-09,632.7
2014-06-10,640.25
2014-06-11,625.85
2014-06-12,630.1
2014-06-13,634.95
2014-06-16,634.75
2014-06-17,630.35
2014-06-18,618.85
2014-06-19,625.75
2014-06-20,624.3
2014-06-23,617.65
2014-06-24,616.25
2014-06-25,625.3
2014-06-26,618.65
2014-06-27,616.4
2014-06-30,620.35
2014-07-01,628.85
2014-07-02,631.15
2014-07-03,624.1
2014-07-04,625.15
2014-07-07,627.6
2014-07-08,627.35
2014-07-09,629.85
2014-07-10,631.85
2014-07-11,641.85
2014-07-14,622.95
2014-07-15,618.9
2014-07-16,621.3
2014-07-17,626.85
2014-07-18,622.5
2014-07-21,627.55
2014-07-22,633.6
2014-07-23,634.1
2014-07-24,642.9
2014-07-25,663.75
2014-07-28,686.8
2014-07-30,694.65
2014-07-31,686.6
2014-08-01,693.55
2014-08-04,699.65
2014-08-05,704.85
2014-08-06,707.85
2014-08-07,701.95
2014-08-08,702.05
2014-08-11,697.95
2014-08-12,700.9
2014-08-13,718.7
2014-08-14,714.55
2014-08-18,724.8
2014-08-19,719.55
2014-08-20,711.85
2014-08-21,710.35
2014-08-22,704.2
2014-08-25,716.7
2014-08-26,727.35
2014-08-27,734.85
2014-08-28,742.45
2014-09-01,740.4
2014-09-02,732.7
2014-09-03,732.8
2014-09-04,737.1
2014-09-05,733.75
2014-09-08,745.8
2014-09-09,751.9
2014-09-10,749.1
2014-09-11,755.6
2014-09-12,757.5
2014-09-15,754.85
2014-09-16,756.0
2014-09-17,754.65
2014-09-18,749.65
2014-09-19,737.25
2014-09-22,741.7
2014-09-23,742.05
2014-09-24,764.1
2014-09-25,759.35
2014-09-26,751.45
2014-09-29,746.5
2014-09-30,746.0
2014-10-01,736.15
2014-10-07,735.8
2014-10-08,734.75
2014-10-09,739.1
2014-10-10,720.35
2014-10-13,720.4
2014-10-14,731.25
2014-10-16,730.6
2014-10-17,726.3
2014-10-20,736.55
2014-10-21,749.75
2014-10-22,757.4
2014-10-23,758.95
2014-10-27,720.45
2014-10-28,717.05
2014-10-29,723.95
2014-10-30,731.6
2014-10-31,738.35
2014-11-03,739.85
2014-11-05,747.75
2014-11-07,761.5
2014-11-10,771.0
2014-11-11,772.3
2014-11-12,770.0
2014-11-13,764.35
2014-11-14,756.15
2014-11-17,757.2
2014-11-18,751.85
2014-11-19,760.2
2014-11-20,761.25
2014-11-21,753.0
2014-11-24,750.1
2014-11-25,765.7
2014-11-26,769.75
2014-11-27,790.05
2014-11-28,786.1
2014-12-01,808.65
2014-12-02,805.8
2014-12-03,819.0
2014-12-04,824.65
2014-12-05,820.65
2014-12-08,820.0
2014-12-09,812.95
2014-12-10,797.8
2014-12-11,796.05
2014-12-12,797.75
2014-12-15,790.1
2014-12-16,766.65
2014-12-17,766.35
2014-12-18,765.95
2014-12-19,755.15
2014-12-22,767.85
2014-12-23,766.1
2014-12-24,757.0
2014-12-26,750.35
2014-12-29,758.85
2014-12-30,759.5
2014-12-31,760.1
