Date,WABCOINDIA
2014-01-01,2019.7
2014-01-02,1986.85
2014-01-03,2010.95
2014-01-06,1994.25
2014-01-07,1970.45
2014-01-08,1999.7
2014-01-09,1969.1
2014-01-10,1978.05
2014-01-13,1933.1
2014-01-14,1883.15
2014-01-15,1895.4
2014-01-16,1911.2
2014-01-17,1854.05
2014-01-20,1915.25
2014-01-21,1920.15
2014-01-22,1920.0
2014-01-23,1910.1
2014-01-24,1906.1
2014-01-27,1889.75
2014-01-28,1899.6
2014-01-29,1850.15
2014-01-30,1842.2
2014-01-31,1848.7
2014-02-03,1837.8
2014-02-04,1831.8
2014-02-05,1860.0
2014-02-06,1868.45
2014-02-07,1881.0
2014-02-10,1868.0
2014-02-11,1885.1
2014-02-12,1842.1
2014-02-13,1825.85
2014-02-14,1787.9
2014-02-17,1750.4
2014-02-18,1739.7
2014-02-19,1779.65
2014-02-20,1771.8
2014-02-21,1799.45
2014-02-24,1803.15
2014-02-25,1834.1
2014-02-26,1839.7
2014-02-28,1749.4
2014-03-03,1751.85
2014-03-04,1847.9
2014-03-05,1898.25
2014-03-06,1913.7
2014-03-07,1957.6
2014-03-10,1949.75
2014-03-11,1948.5
2014-03-12,1949.85
2014-03-13,1955.8
2014-03-14,1974.3
2014-03-18,1991.75
2014-03-19,2008.55
2014-03-20,1991.9
2014-03-21,2008.05
2014-03-22,2003.7
2014-03-24,1981.4
2014-03-25,1979.85
2014-03-26,1950.1
2014-03-27,1919.75
2014-03-28,1947.4
2014-03-31,2033.95
2014-04-01,2019.0
2014-04-02,2007.65
2014-04-03,2001.85
2014-04-04,1956.8
2014-04-07,1943.9
2014-04-09,1955.15
2014-04-10,1919.0
2014-04-11,1984.4
2014-04-15,2066.5
2014-04-16,2061.65
2014-04-17,2040.75
2014-04-21,2038.0
2014-04-22,2050.25
2014-04-23,2109.9
2014-04-25,2121.25
2014-04-28,2158.35
2014-04-29,2184.0
2014-04-30,2205.55
2014-05-02,2152.45
2014-05-05,2178.05
2014-05-06,2203.9
2014-05-07,2241.05
2014-05-08,2278.35
2014-05-09,2332.15
2014-05-12,2273.35
2014-05-13,2251.85
2014-05-14,2256.2
2014-05-15,2152.95
2014-05-16,2152.55
2014-05-19,2150.05
2014-05-20,2191.15
2014-05-21,2256.3
2014-05-22,2438.3
2014-05-23,2477.95
2014-05-26,2492.3
2014-05-27,2452.9
2014-05-28,2381.55
2014-05-29,2447.95
2014-05-30,2568.85
2014-06-02,2579.05
2014-06-03,2634.85
2014-06-04,2677.95
2014-06-05,2614.75
2014-06-06,2652.05
2014-06-09,2717.75
2014-06-10,2657.55
2014-06-11,2628.1
2014-06-12,2742.4
2014-06-13,2728.0
2014-06-16,2845.3
2014-06-17,3055.95
2014-06-18,3151.8
2014-06-19,3161.15
2014-06-20,3073.0
2014-06-23,3170.7
2014-06-24,3185.1
2014-06-25,3145.1
2014-06-26,3103.05
2014-06-27,3112.75
2014-06-30,3297.35
2014-07-01,3329.2
2014-07-02,3469.35
2014-07-03,3547.05
2014-07-04,3501.9
2014-07-07,3488.0
2014-07-08,3605.8
2014-07-09,3483.7
2014-07-10,3517.7
2014-07-11,3551.05
2014-07-14,3510.15
2014-07-15,3572.75
2014-07-16,3624.85
2014-07-17,3616.6
2014-07-18,3536.45
2014-07-21,3610.75
2014-07-22,3570.05
2014-07-23,3585.85
2014-07-24,3596.6
2014-07-25,3477.35
2014-07-28,3426.25
2014-07-30,3396.85
2014-07-31,3355.0
2014-08-01,3299.2
2014-08-04,3269.35
2014-08-05,3299.4
2014-08-06,3397.9
2014-08-07,3342.5
2014-08-08,3334.65
2014-08-11,3289.3
2014-08-12,3321.1
2014-08-13,3381.7
2014-08-14,3382.05
2014-08-18,3381.45
2014-08-19,3499.45
2014-08-20,3567.85
2014-08-21,3632.9
2014-08-22,3550.55
2014-08-25,3632.9
2014-08-26,3606.85
2014-08-27,3595.55
2014-08-28,3616.55
2014-09-01,3620.15
2014-09-02,3614.4
2014-09-03,3698.2
2014-09-04,3820.0
2014-09-05,3784.7
2014-09-08,3770.95
2014-09-09,3799.05
2014-09-10,3776.3
2014-09-11,3787.35
2014-09-12,3799.65
2014-09-15,3822.0
2014-09-16,3729.45
2014-09-17,3725.25
2014-09-18,3651.05
2014-09-19,3742.15
2014-09-22,3774.7
2014-09-23,3753.0
2014-09-24,3657.05
2014-09-25,3640.05
2014-09-26,3631.75
2014-09-29,3786.4
2014-09-30,3880.9
2014-10-01,3896.5
2014-10-07,3905.1
2014-10-08,3909.5
2014-10-09,3860.9
2014-10-10,3831.05
2014-10-13,3760.6
2014-10-14,3770.35
2014-10-16,3756.65
2014-10-17,3752.1
2014-10-20,3689.45
2014-10-21,3669.65
2014-10-22,3724.2
2014-10-23,3799.5
2014-10-27,3753.6
2014-10-28,3689.1
2014-10-29,3701.7
2014-10-30,3619.15
2014-10-31,3643.1
2014-11-03,3585.05
