Date,ABB
2014-01-01,686.1
2014-01-02,672.5
2014-01-03,666.4
2014-01-06,669.25
2014-01-07,661.8
2014-01-08,663.2
2014-01-09,660.9
2014-01-10,652.1
2014-01-13,645.35
2014-01-14,649.25
2014-01-15,648.9
2014-01-16,644.0
2014-01-17,637.2
2014-01-20,634.35
2014-01-21,639.8
2014-01-22,636.75
2014-01-23,637.25
2014-01-24,616.85
2014-01-27,596.65
2014-01-28,588.4
2014-01-29,587.45
2014-01-30,579.15
2014-01-31,579.9
2014-02-03,575.15
2014-02-04,577.3
2014-02-05,601.75
2014-02-06,588.05
2014-02-07,590.1
2014-02-10,578.85
2014-02-11,574.45
2014-02-12,583.1
2014-02-13,573.9
2014-02-14,577.55
2014-02-17,591.25
2014-02-18,667.25
2014-02-19,680.9
2014-02-20,681.45
2014-02-21,681.9
2014-02-24,680.05
2014-02-25,676.8
2014-02-26,707.9
2014-02-28,716.9
2014-03-03,719.65
2014-03-04,732.2
2014-03-05,795.85
2014-03-06,779.6
2014-03-07,802.25
2014-03-10,797.25
2014-03-11,780.3
2014-03-12,794.4
2014-03-13,817.55
2014-03-14,799.05
2014-03-18,799.3
2014-03-19,791.05
2014-03-20,784.55
2014-03-21,785.4
2014-03-22,781.3
2014-03-24,799.4
2014-03-25,824.65
2014-03-26,824.0
2014-03-27,823.95
2014-03-28,818.45
2014-03-31,853.9
2014-04-01,849.35
2014-04-02,858.05
2014-04-03,839.75
2014-04-04,833.85
2014-04-07,820.65
2014-04-09,840.9
2014-04-10,840.15
2014-04-11,823.7
2014-04-15,815.15
2014-04-16,831.95
2014-04-17,848.25
2014-04-21,832.35
2014-04-22,823.4
2014-04-23,820.6
2014-04-25,825.15
2014-04-28,826.5
2014-04-29,817.0
2014-04-30,844.5
2014-05-02,835.9
2014-05-05,823.85
2014-05-06,814.35
2014-05-07,814.6
2014-05-08,811.95
2014-05-09,834.9
2014-05-12,882.4
2014-05-13,912.4
2014-05-14,891.85
2014-05-15,887.9
2014-05-16,877.95
2014-05-19,920.8
2014-05-20,926.0
2014-05-21,935.4
2014-05-22,937.1
2014-05-23,928.85
2014-05-26,921.4
2014-05-27,893.05
2014-05-28,902.6
2014-05-29,914.2
2014-05-30,905.55
2014-06-02,929.85
2014-06-03,935.75
2014-06-04,909.8
2014-06-05,949.6
2014-06-06,1010.1
2014-06-09,1001.45
2014-06-10,1016.25
2014-06-11,1011.1
2014-06-12,1004.35
2014-06-13,996.95
2014-06-16,990.1
2014-06-17,1032.65
2014-06-18,1047.6
2014-06-19,1043.35
2014-06-20,1030.2
2014-06-23,1047.3
2014-06-24,1066.5
2014-06-25,1075.0
2014-06-26,1084.85
2014-06-27,1101.8
2014-06-30,1121.1
2014-07-01,1149.3
2014-07-02,1150.25
2014-07-03,1136.75
2014-07-04,1124.4
2014-07-07,1135.25
2014-07-08,1036.0
2014-07-09,1050.6
2014-07-10,1062.55
2014-07-11,1049.75
2014-07-14,1050.85
2014-07-15,1079.45
2014-07-16,1093.2
2014-07-17,1099.85
2014-07-18,1099.8
2014-07-21,1096.55
2014-07-22,1108.1
2014-07-23,1081.75
2014-07-24,1048.8
2014-07-25,1043.15
2014-07-28,1042.05
2014-07-30,1045.35
2014-07-31,1040.15
2014-08-01,1031.6
2014-08-04,1039.85
2014-08-05,1052.4
2014-08-06,1045.05
2014-08-07,1025.5
2014-08-08,1014.95
2014-08-11,1007.35
2014-08-12,1010.7
2014-08-13,1003.3
2014-08-14,995.95
2014-08-18,997.05
2014-08-19,985.4
2014-08-20,1000.2
2014-08-21,1013.05
2014-08-22,1007.85
2014-08-25,993.75
2014-08-26,993.7
2014-08-27,975.05
2014-08-28,985.65
2014-09-01,1084.25
2014-09-02,1058.25
2014-09-03,1041.65
2014-09-04,1066.3
2014-09-05,1078.3
2014-09-08,1110.25
2014-09-09,1149.75
2014-09-10,1141.8
2014-09-11,1150.8
