Date,RPOWER
2014-01-01,74.2
2014-01-02,71.65
2014-01-03,71.3
2014-01-06,70.4
2014-01-07,69.15
2014-01-08,68.85
2014-01-09,67.7
2014-01-10,66.5
2014-01-13,67.25
2014-01-14,67.45
2014-01-15,68.75
2014-01-16,68.1
2014-01-17,67.6
2014-01-20,68.2
2014-01-21,68.15
2014-01-22,68.5
2014-01-23,67.95
2014-01-24,66.7
2014-01-27,63.9
2014-01-28,63.75
2014-01-29,63.25
2014-01-30,60.75
2014-01-31,62.1
2014-02-03,60.9
2014-02-04,61.0
2014-02-05,61.35
2014-02-06,62.1
2014-02-07,63.2
2014-02-10,62.85
2014-02-11,62.3
2014-02-12,62.15
2014-02-13,61.0
2014-02-14,61.1
2014-02-17,61.35
2014-02-18,62.7
2014-02-19,62.35
2014-02-20,62.65
2014-02-21,63.2
2014-02-24,63.85
2014-02-25,62.4
2014-02-26,62.05
2014-02-28,61.9
2014-03-03,60.55
2014-03-04,61.05
2014-03-05,61.0
2014-03-06,64.15
2014-03-07,66.9
2014-03-10,66.25
2014-03-11,66.75
2014-03-12,66.4
2014-03-13,64.95
2014-03-14,65.15
2014-03-18,65.0
2014-03-19,65.35
2014-03-20,64.1
2014-03-21,64.55
2014-03-22,64.65
2014-03-24,65.35
2014-03-25,65.75
2014-03-26,66.2
2014-03-27,65.85
2014-03-28,68.8
2014-03-31,70.65
2014-04-01,70.1
2014-04-02,71.35
2014-04-03,70.85
2014-04-04,71.55
2014-04-07,71.6
2014-04-09,73.25
2014-04-10,74.6
2014-04-11,74.9
2014-04-15,73.85
2014-04-16,71.95
2014-04-17,72.95
2014-04-21,73.7
2014-04-22,73.2
2014-04-23,72.35
2014-04-25,71.8
2014-04-28,72.0
2014-04-29,71.65
2014-04-30,68.45
2014-05-02,68.35
2014-05-05,67.5
2014-05-06,67.7
2014-05-07,68.05
2014-05-08,67.3
2014-05-09,70.1
2014-05-12,72.1
2014-05-13,73.5
2014-05-14,77.0
2014-05-15,75.15
2014-05-16,78.25
2014-05-19,86.15
2014-05-20,87.3
2014-05-21,88.45
2014-05-22,92.65
2014-05-23,96.0
2014-05-26,96.95
2014-05-27,95.7
2014-05-28,96.65
2014-05-29,94.5
2014-05-30,94.65
2014-06-02,99.8
2014-06-03,100.0
2014-06-04,101.95
2014-06-05,108.15
2014-06-06,108.75
2014-06-09,111.35
2014-06-10,109.85
2014-06-11,107.35
2014-06-12,107.1
2014-06-13,101.95
2014-06-16,103.35
2014-06-17,104.95
2014-06-18,103.05
2014-06-19,102.65
2014-06-20,102.8
2014-06-23,102.05
2014-06-24,105.5
2014-06-25,105.8
2014-06-26,104.0
2014-06-27,104.95
2014-06-30,108.35
2014-07-01,108.4
2014-07-02,109.5
2014-07-03,108.15
2014-07-04,108.95
2014-07-07,109.2
2014-07-08,100.65
2014-07-09,96.3
2014-07-10,96.95
2014-07-11,92.3
2014-07-14,92.9
2014-07-15,95.15
2014-07-16,96.1
2014-07-17,98.3
2014-07-18,96.8
2014-07-21,95.35
2014-07-22,95.5
2014-07-23,94.55
2014-07-24,94.4
2014-07-25,90.75
2014-07-28,94.05
2014-07-30,94.1
2014-07-31,92.5
2014-08-01,90.6
2014-08-04,91.95
2014-08-05,92.35
2014-08-06,90.5
2014-08-07,89.65
2014-08-08,85.95
2014-08-11,85.65
2014-08-12,86.9
2014-08-13,83.75
2014-08-14,84.65
2014-08-18,86.4
2014-08-19,87.0
2014-08-20,87.5
2014-08-21,85.9
2014-08-22,86.05
2014-08-25,82.5
2014-08-26,76.85
2014-08-27,76.65
2014-08-28,74.55
2014-09-01,78.15
2014-09-02,77.15
2014-09-03,76.35
2014-09-04,74.1
2014-09-05,75.05
2014-09-08,75.7
2014-09-09,77.2
2014-09-10,76.2
2014-09-11,76.55
2014-09-12,75.35
2014-09-15,75.2
2014-09-16,71.85
2014-09-17,71.5
2014-09-18,74.6
2014-09-19,73.7
2014-09-22,73.5
2014-09-23,72.0
2014-09-24,75.95
2014-09-25,70.15
2014-09-26,71.5
2014-09-29,71.5
2014-09-30,70.3
2014-10-01,69.65
2014-10-07,69.75
2014-10-08,70.4
2014-10-09,72.65
2014-10-10,71.0
2014-10-13,71.6
2014-10-14,70.55
2014-10-16,68.75
2014-10-17,69.4
2014-10-20,70.3
2014-10-21,71.7
2014-10-22,72.75
2014-10-23,72.95
2014-10-27,71.75
2014-10-28,72.3
2014-10-29,72.35
2014-10-30,72.75
2014-10-31,76.35
2014-11-03,79.3
2014-11-05,76.45
2014-11-07,75.0
2014-11-10,73.9
2014-11-11,75.8
2014-11-12,74.5
2014-11-13,72.2
2014-11-14,71.9
2014-11-17,73.1
2014-11-18,75.2
2014-11-19,73.0
2014-11-20,71.9
2014-11-21,71.0
2014-11-24,70.45
2014-11-25,67.0
2014-11-26,68.0
2014-11-27,68.3
2014-11-28,67.7
2014-12-01,66.0
2014-12-02,65.95
2014-12-03,66.7
2014-12-04,65.9
2014-12-05,66.3
2014-12-08,65.55
2014-12-09,64.35
2014-12-10,64.7
2014-12-11,63.7
2014-12-12,63.0
2014-12-15,62.45
2014-12-16,59.7
2014-12-17,59.8
2014-12-18,61.8
2014-12-19,61.45
2014-12-22,61.85
2014-12-23,60.45
2014-12-24,60.95
2014-12-26,61.1
2014-12-29,61.8
2014-12-30,61.45
2014-12-31,61.75
