Date,ANANTRAJ
2014-01-01,64.0
2014-01-02,58.25
2014-01-03,58.3
2014-01-06,60.6
2014-01-07,59.35
2014-01-08,58.75
2014-01-09,55.85
2014-01-10,55.5
2014-01-13,56.1
2014-01-14,54.6
2014-01-15,54.55
2014-01-16,52.9
2014-01-17,51.15
2014-01-20,52.25
2014-01-21,53.7
2014-01-22,56.95
2014-01-23,54.55
2014-01-24,52.2
2014-01-27,48.5
2014-01-28,49.4
2014-01-29,49.05
2014-01-30,49.25
2014-01-31,50.75
2014-02-03,49.65
2014-02-04,51.75
2014-02-05,55.6
2014-02-06,54.3
2014-02-07,53.85
2014-02-10,53.2
2014-02-11,53.4
2014-02-12,55.3
2014-02-13,53.05
2014-02-14,51.75
2014-02-17,50.9
2014-02-18,50.25
2014-02-19,52.35
2014-02-20,50.5
2014-02-21,50.2
2014-02-24,49.8
2014-02-25,50.3
2014-02-26,51.55
2014-02-28,51.25
2014-03-03,50.5
2014-03-04,54.95
2014-03-05,57.4
2014-03-06,57.2
2014-03-07,57.0
2014-03-10,58.95
2014-03-11,59.7
2014-03-12,58.05
2014-03-13,55.35
2014-03-14,55.0
2014-03-18,55.6
2014-03-19,55.0
2014-03-20,53.7
2014-03-21,54.65
2014-03-22,54.5
2014-03-24,54.95
2014-03-25,54.6
2014-03-26,54.7
2014-03-27,54.85
2014-03-28,56.5
2014-03-31,56.95
2014-04-01,56.25
2014-04-02,58.8
2014-04-03,57.95
2014-04-04,59.5
2014-04-07,61.75
2014-04-09,61.85
2014-04-10,61.9
2014-04-11,64.0
2014-04-15,61.1
2014-04-16,57.2
2014-04-17,59.2
2014-04-21,59.4
2014-04-22,58.95
2014-04-23,58.15
2014-04-25,58.45
2014-04-28,58.8
2014-04-29,58.55
2014-04-30,55.2
2014-05-02,54.95
2014-05-05,53.95
2014-05-06,54.25
2014-05-07,53.95
2014-05-08,53.8
2014-05-09,54.55
2014-05-12,54.85
2014-05-13,57.6
2014-05-14,59.8
2014-05-15,58.9
2014-05-16,59.8
2014-05-19,66.85
2014-05-20,70.8
2014-05-21,68.95
2014-05-22,72.85
2014-05-23,73.95
2014-05-26,66.95
2014-05-27,67.4
2014-05-28,66.45
2014-05-29,65.5
2014-05-30,65.8
2014-06-02,68.65
2014-06-03,69.8
2014-06-04,72.65
2014-06-05,72.65
2014-06-06,78.1
2014-06-09,81.6
2014-06-10,80.8
2014-06-11,79.95
2014-06-12,79.4
2014-06-13,74.05
2014-06-16,75.0
2014-06-17,76.6
2014-06-18,74.6
2014-06-19,74.0
2014-06-20,71.2
2014-06-23,71.45
2014-06-24,74.1
2014-06-25,75.9
2014-06-26,73.3
2014-06-27,74.0
2014-06-30,75.35
2014-07-01,78.45
2014-07-02,78.15
2014-07-03,76.35
2014-07-04,76.0
2014-07-07,74.0
2014-07-08,68.1
2014-07-09,65.05
2014-07-10,65.6
2014-07-11,60.45
2014-07-14,61.1
2014-07-15,63.9
2014-07-16,67.25
2014-07-17,66.65
2014-07-18,65.25
2014-07-21,65.7
2014-07-22,65.05
2014-07-23,65.2
2014-07-24,64.05
2014-07-25,61.25
2014-07-28,60.0
2014-07-30,61.15
2014-07-31,62.75
2014-08-01,61.85
2014-08-04,62.35
2014-08-05,64.15
2014-08-06,63.8
2014-08-07,63.3
2014-08-08,60.45
2014-08-11,62.35
2014-08-12,61.45
2014-08-13,56.6
2014-08-14,58.4
2014-08-18,59.6
2014-08-19,60.35
2014-08-20,60.0
2014-08-21,59.35
2014-08-22,57.8
2014-08-25,56.55
2014-08-26,56.3
2014-08-27,55.5
2014-08-28,55.1
2014-09-01,56.55
2014-09-02,56.6
2014-09-03,57.5
2014-09-04,55.2
2014-09-05,54.65
2014-09-08,56.5
2014-09-09,55.55
2014-09-10,58.15
2014-09-11,59.35
2014-09-12,57.2
2014-09-15,56.75
2014-09-16,54.45
2014-09-17,54.9
2014-09-18,56.15
2014-09-19,57.6
2014-09-22,61.35
2014-09-23,57.1
2014-09-24,55.7
2014-09-25,53.15
2014-09-26,55.3
2014-09-29,56.7
2014-09-30,55.2
2014-10-01,53.2
2014-10-07,52.8
2014-10-08,52.65
2014-10-09,54.15
2014-10-10,52.5
2014-10-13,52.85
2014-10-14,52.0
2014-10-16,49.2
2014-10-17,49.95
2014-10-20,49.15
2014-10-21,49.4
2014-10-22,49.65
2014-10-23,49.95
2014-10-27,50.0
2014-10-28,51.9
2014-10-29,52.25
2014-10-30,53.15
2014-10-31,53.75
2014-11-03,55.2
2014-11-05,54.3
2014-11-07,52.8
2014-11-10,52.05
2014-11-11,51.55
2014-11-12,52.1
2014-11-13,51.05
2014-11-14,52.95
2014-11-17,57.95
2014-11-18,58.4
2014-11-19,56.1
2014-11-20,55.2
2014-11-21,55.6
2014-11-24,53.25
2014-11-25,49.75
2014-11-26,54.6
2014-11-27,52.6
2014-11-28,51.9
2014-12-01,50.8
2014-12-02,51.65
2014-12-03,51.8
2014-12-04,51.7
2014-12-05,51.75
2014-12-08,50.8
2014-12-09,49.4
2014-12-10,49.3
2014-12-11,48.8
2014-12-12,47.8
2014-12-15,46.9
2014-12-16,44.85
2014-12-17,44.05
2014-12-18,47.35
2014-12-19,44.95
2014-12-22,45.8
2014-12-23,45.0
2014-12-24,44.4
2014-12-26,44.75
2014-12-29,45.35
2014-12-30,45.8
2014-12-31,46.85
