Date,TORNTPHARM
2014-01-01,469.95
2014-01-02,469.95
2014-01-03,469.3
2014-01-06,469.05
2014-01-07,471.6
2014-01-08,472.35
2014-01-09,466.3
2014-01-10,465.9
2014-01-13,471.05
2014-01-14,469.45
2014-01-15,475.05
2014-01-16,475.8
2014-01-17,475.15
2014-01-20,475.7
2014-01-21,473.85
2014-01-22,511.6
2014-01-23,545.8
2014-01-24,537.15
2014-01-27,545.6
2014-01-28,538.15
2014-01-29,525.4
2014-01-30,513.5
2014-01-31,539.15
2014-02-03,560.2
2014-02-04,550.45
2014-02-05,550.1
2014-02-06,534.75
2014-02-07,540.6
2014-02-10,540.35
2014-02-11,541.55
2014-02-12,561.1
2014-02-13,557.4
2014-02-14,557.85
2014-02-17,554.3
2014-02-18,555.05
2014-02-19,554.9
2014-02-20,551.6
2014-02-21,559.4
2014-02-24,552.25
2014-02-25,554.55
2014-02-26,554.75
2014-02-28,553.8
2014-03-03,562.8
2014-03-04,564.7
2014-03-05,561.95
2014-03-06,557.5
2014-03-07,553.95
2014-03-10,539.1
2014-03-11,519.75
2014-03-12,522.9
2014-03-13,528.7
2014-03-14,535.4
2014-03-18,543.65
2014-03-19,537.75
2014-03-20,540.55
2014-03-21,557.95
2014-03-22,558.65
2014-03-24,550.7
2014-03-25,545.5
2014-03-26,544.45
2014-03-27,544.5
2014-03-28,529.3
2014-03-31,524.25
2014-04-01,534.3
2014-04-02,549.8
2014-04-03,558.25
2014-04-04,562.75
2014-04-07,549.95
2014-04-09,559.45
2014-04-10,568.2
2014-04-11,558.45
2014-04-15,559.5
2014-04-16,553.7
2014-04-17,554.25
2014-04-21,550.95
2014-04-22,548.3
2014-04-23,559.95
2014-04-25,560.35
2014-04-28,563.45
2014-04-29,586.05
2014-04-30,578.0
2014-05-02,585.55
2014-05-05,601.45
2014-05-06,642.35
2014-05-07,634.25
2014-05-08,636.3
2014-05-09,627.4
2014-05-12,643.75
2014-05-13,633.2
2014-05-14,624.15
2014-05-15,604.75
2014-05-16,594.65
2014-05-19,591.9
2014-05-20,619.9
2014-05-21,629.15
2014-05-22,634.65
2014-05-23,625.2
2014-05-26,604.0
2014-05-27,609.55
2014-05-28,619.55
2014-05-29,614.3
2014-05-30,611.35
2014-06-02,633.3
2014-06-03,631.0
2014-06-04,618.15
2014-06-05,613.2
2014-06-06,635.8
2014-06-09,651.65
2014-06-10,656.2
2014-06-11,663.1
2014-06-12,685.4
2014-06-13,676.05
2014-06-16,669.05
2014-06-17,671.95
2014-06-18,679.65
2014-06-19,680.9
2014-06-20,673.3
2014-06-23,678.9
2014-06-24,695.25
2014-06-25,711.7
2014-06-26,702.4
2014-06-27,702.9
2014-06-30,710.05
2014-07-01,712.2
2014-07-02,716.8
2014-07-03,706.85
2014-07-04,696.9
2014-07-07,693.35
2014-07-08,683.35
2014-07-09,680.3
2014-07-10,680.0
2014-07-11,676.1
2014-07-14,666.1
2014-07-15,691.9
2014-07-16,706.1
2014-07-17,700.15
2014-07-18,697.15
2014-07-21,699.5
2014-07-22,696.95
2014-07-23,699.75
2014-07-24,689.95
2014-07-25,694.6
2014-07-28,720.75
2014-07-30,734.55
2014-07-31,743.7
2014-08-01,745.45
2014-08-04,753.65
2014-08-05,756.4
2014-08-06,751.1
2014-08-07,750.0
2014-08-08,746.75
2014-08-11,749.9
2014-08-12,746.0
2014-08-13,740.2
2014-08-14,740.15
2014-08-18,754.8
2014-08-19,766.9
2014-08-20,771.9
2014-08-21,792.85
2014-08-22,783.5
2014-08-25,786.1
2014-08-26,808.85
2014-08-27,824.45
2014-08-28,832.75
2014-09-01,829.95
2014-09-02,843.35
2014-09-03,852.05
2014-09-04,859.9
2014-09-05,886.4
2014-09-08,870.1
2014-09-09,866.3
2014-09-10,864.1
2014-09-11,874.25
2014-09-12,870.05
2014-09-15,874.8
2014-09-16,886.05
2014-09-17,855.7
2014-09-18,839.65
2014-09-19,845.15
2014-09-22,856.25
2014-09-23,849.5
2014-09-24,854.6
2014-09-25,850.85
2014-09-26,864.35
2014-09-29,869.9
2014-09-30,871.45
2014-10-01,884.5
2014-10-07,870.05
2014-10-08,853.8
2014-10-09,851.1
2014-10-10,843.1
2014-10-13,836.6
2014-10-14,845.95
2014-10-16,834.3
2014-10-17,818.6
2014-10-20,815.6
2014-10-21,828.65
2014-10-22,850.3
2014-10-23,859.3
2014-10-27,853.4
2014-10-28,864.6
2014-10-29,867.1
2014-10-30,871.05
2014-10-31,881.9
2014-11-03,912.1
2014-11-05,920.95
2014-11-07,942.55
2014-11-10,923.4
2014-11-11,942.85
2014-11-12,964.75
2014-11-13,960.5
2014-11-14,936.5
2014-11-17,967.25
2014-11-18,994.65
2014-11-19,1033.1
2014-11-20,1019.55
2014-11-21,1004.4
2014-11-24,1009.05
2014-11-25,1024.05
2014-11-26,1026.45
2014-11-27,1021.2
2014-11-28,1027.55
2014-12-01,1112.95
2014-12-02,1151.6
2014-12-03,1165.75
2014-12-04,1142.35
2014-12-05,1118.85
2014-12-08,1053.6
2014-12-09,1034.45
2014-12-10,1040.1
2014-12-11,1034.95
2014-12-12,1067.8
2014-12-15,1104.75
2014-12-16,1037.6
2014-12-17,1039.35
2014-12-18,1063.45
2014-12-19,1044.55
2014-12-22,1064.25
2014-12-23,1043.05
2014-12-24,1078.35
2014-12-26,1086.3
2014-12-29,1103.75
2014-12-30,1101.75
2014-12-31,1130.35
