Date,MADRASFERT
2014-01-01,13.7
2014-01-02,13.2
2014-01-03,13.3
2014-01-06,14.0
2014-01-07,13.35
2014-01-08,13.2
2014-01-09,13.25
2014-01-10,13.3
2014-01-13,13.15
2014-01-14,13.25
2014-01-15,13.05
2014-01-16,12.9
2014-01-17,13.25
2014-01-20,13.05
2014-01-21,12.9
2014-01-22,13.7
2014-01-23,13.2
2014-01-24,13.05
2014-01-27,12.3
2014-01-28,12.7
2014-01-29,12.8
2014-01-30,12.9
2014-01-31,12.85
2014-02-03,12.65
2014-02-04,12.6
2014-02-05,12.85
2014-02-06,12.75
2014-02-07,12.85
2014-02-10,12.6
2014-02-11,12.65
2014-02-12,12.55
2014-02-13,12.5
2014-02-14,13.15
2014-02-17,13.8
2014-02-18,13.6
2014-02-19,13.65
2014-02-20,13.8
2014-02-21,13.9
2014-02-24,14.1
2014-02-25,13.95
2014-02-26,14.0
2014-02-28,14.45
2014-03-03,14.35
2014-03-04,15.05
2014-03-05,14.7
2014-03-06,14.65
2014-03-07,15.05
2014-03-10,14.95
2014-03-11,14.4
2014-03-12,14.65
2014-03-13,14.8
2014-03-14,14.5
2014-03-18,14.5
2014-03-19,14.55
2014-03-20,14.55
2014-03-21,14.75
2014-03-22,14.6
2014-03-24,14.95
2014-03-25,14.25
2014-03-26,14.3
2014-03-27,14.4
2014-03-28,14.5
2014-03-31,14.65
2014-04-01,15.1
2014-04-02,15.6
2014-04-03,14.95
2014-04-04,15.4
2014-04-07,14.8
2014-04-09,15.7
2014-04-10,16.4
2014-04-11,16.9
2014-04-15,15.95
2014-04-16,15.85
2014-04-17,15.85
2014-04-21,15.95
2014-04-22,15.75
2014-04-23,16.0
2014-04-25,15.8
2014-04-28,15.75
2014-04-29,15.9
2014-04-30,15.0
2014-05-02,15.1
2014-05-05,15.1
2014-05-06,15.1
2014-05-07,14.9
2014-05-08,15.2
2014-05-09,15.45
2014-05-12,15.05
2014-05-13,15.45
2014-05-14,17.2
2014-05-15,16.55
2014-05-16,16.35
2014-05-19,18.15
2014-05-20,18.9
2014-05-21,20.8
2014-05-22,20.5
2014-05-23,20.6
2014-05-26,19.55
2014-05-27,19.4
2014-05-28,20.9
2014-05-29,20.3
2014-05-30,19.8
2014-06-02,19.65
2014-06-03,20.6
2014-06-04,22.5
2014-06-05,22.45
2014-06-06,22.4
2014-06-09,22.85
2014-06-10,22.35
2014-06-11,22.2
2014-06-12,22.25
2014-06-13,21.25
2014-06-16,20.95
2014-06-17,22.8
2014-06-18,22.9
2014-06-19,23.05
2014-06-20,21.85
2014-06-23,21.85
2014-06-24,21.7
2014-06-25,23.1
2014-06-26,23.0
2014-06-27,22.95
2014-06-30,23.05
2014-07-01,23.1
2014-07-02,23.5
2014-07-03,23.6
2014-07-04,23.55
2014-07-07,22.95
2014-07-08,21.65
2014-07-09,21.0
2014-07-10,21.15
2014-07-11,20.25
2014-07-14,19.9
2014-07-15,20.7
2014-07-16,20.95
2014-07-17,21.05
2014-07-18,20.45
2014-07-21,20.6
2014-07-22,20.3
2014-07-23,20.25
2014-07-24,20.1
2014-07-25,19.75
2014-07-28,19.95
2014-07-30,19.8
2014-07-31,19.65
2014-08-01,19.15
2014-08-04,18.95
2014-08-05,18.7
2014-08-06,18.65
2014-08-07,18.5
2014-08-08,17.7
2014-08-11,17.65
2014-08-12,17.5
2014-08-13,17.45
2014-08-14,18.0
2014-08-18,20.55
2014-08-19,20.1
2014-08-20,19.9
2014-08-21,20.0
2014-08-22,19.95
2014-08-25,19.65
2014-08-26,18.6
2014-08-27,19.3
2014-08-28,18.85
2014-09-01,18.85
2014-09-02,18.7
2014-09-03,18.75
2014-09-04,18.65
2014-09-05,18.75
2014-09-08,19.15
2014-09-09,19.2
2014-09-10,19.3
2014-09-11,20.65
2014-09-12,20.9
2014-09-15,20.8
2014-09-16,19.95
2014-09-17,19.95
2014-09-18,20.25
2014-09-19,19.85
2014-09-22,20.1
2014-09-23,19.5
2014-09-24,19.0
2014-09-25,18.3
2014-09-26,19.25
2014-09-29,19.5
2014-09-30,19.65
2014-10-01,19.25
2014-10-07,18.75
2014-10-08,18.85
2014-10-09,18.85
2014-10-10,18.6
2014-10-13,18.3
2014-10-14,17.75
2014-10-16,18.35
2014-10-17,18.2
2014-10-20,18.2
2014-10-21,17.95
2014-10-22,17.55
2014-10-23,19.1
2014-10-27,18.6
2014-10-28,18.1
2014-10-29,18.05
2014-10-30,17.95
2014-10-31,18.05
2014-11-03,19.15
2014-11-05,20.3
2014-11-07,19.9
2014-11-10,19.45
2014-11-11,18.95
2014-11-12,18.15
2014-11-13,17.9
2014-11-14,18.05
2014-11-17,17.95
2014-11-18,18.0
2014-11-19,18.2
2014-11-20,17.85
2014-11-21,18.05
2014-11-24,18.1
2014-11-25,17.4
2014-11-26,18.1
2014-11-27,18.45
2014-11-28,18.3
2014-12-01,19.0
2014-12-02,19.8
2014-12-03,19.95
2014-12-04,20.05
2014-12-05,20.05
2014-12-08,19.85
2014-12-09,19.05
2014-12-10,19.35
2014-12-11,18.95
2014-12-12,19.3
2014-12-15,18.85
2014-12-16,17.2
2014-12-17,17.25
2014-12-18,18.0
2014-12-19,18.0
2014-12-22,17.95
2014-12-23,17.75
2014-12-24,17.85
2014-12-26,17.9
2014-12-29,18.0
2014-12-30,20.3
2014-12-31,20.0
