Date,DAAWAT
2014-01-01,89.7
2014-01-02,83.65
2014-01-03,84.85
2014-01-06,87.9
2014-01-07,89.5
2014-01-08,89.55
2014-01-09,87.5
2014-01-10,86.05
2014-01-13,87.1
2014-01-14,85.05
2014-01-15,89.1
2014-01-16,87.2
2014-01-17,85.25
2014-01-20,85.15
2014-01-21,85.9
2014-01-22,84.95
2014-01-23,85.05
2014-01-24,84.5
2014-01-27,82.95
2014-01-28,84.95
2014-01-29,83.4
2014-01-30,82.35
2014-01-31,82.3
2014-02-03,84.2
2014-02-04,82.45
2014-02-05,84.8
2014-02-06,86.15
2014-02-07,92.8
2014-02-10,91.25
2014-02-11,89.3
2014-02-12,90.4
2014-02-13,86.9
2014-02-14,86.8
2014-02-17,87.15
2014-02-18,85.4
2014-02-19,86.2
2014-02-20,85.75
2014-02-21,84.95
2014-02-24,84.4
2014-02-25,84.95
2014-02-26,84.9
2014-02-28,84.5
2014-03-03,84.8
2014-03-04,86.6
2014-03-05,86.4
2014-03-06,85.2
2014-03-07,84.75
2014-03-10,85.35
2014-03-11,84.4
2014-03-12,84.0
2014-03-13,84.1
2014-03-14,83.55
2014-03-18,84.9
2014-03-19,85.35
2014-03-20,84.9
2014-03-21,84.05
2014-03-22,84.1
2014-03-24,83.25
2014-03-25,81.2
2014-03-26,82.8
2014-03-27,85.9
2014-03-28,89.25
2014-03-31,90.5
2014-04-01,91.25
2014-04-02,95.5
2014-04-03,95.35
2014-04-04,114.4
2014-04-07,108.0
2014-04-09,111.75
2014-04-10,108.85
2014-04-11,112.2
2014-04-15,110.6
2014-04-16,111.95
2014-04-17,112.1
2014-04-21,111.75
2014-04-22,108.95
2014-04-23,104.0
2014-04-25,101.45
2014-04-28,103.6
2014-04-29,102.95
2014-04-30,102.1
2014-05-02,106.5
2014-05-05,105.45
2014-05-06,107.8
2014-05-07,107.4
2014-05-08,105.6
2014-05-09,105.65
2014-05-12,103.15
2014-05-13,105.2
2014-05-14,103.6
2014-05-15,101.2
2014-05-16,101.85
2014-05-19,105.65
2014-05-20,109.4
2014-05-21,109.35
2014-05-22,108.05
2014-05-23,113.05
2014-05-26,117.3
2014-05-27,119.25
2014-05-28,119.3
2014-05-29,118.0
2014-05-30,117.4
2014-06-02,120.85
2014-06-03,122.4
2014-06-04,120.55
2014-06-05,119.8
2014-06-06,127.9
2014-06-09,134.2
2014-06-10,133.45
2014-06-11,133.15
2014-06-12,131.4
2014-06-13,126.35
2014-06-16,121.55
2014-06-17,124.9
2014-06-18,126.85
2014-06-19,127.45
2014-06-20,126.7
2014-06-23,125.4
2014-06-24,124.65
2014-06-25,124.35
2014-06-26,124.2
2014-06-27,123.95
2014-06-30,124.15
2014-07-01,127.85
2014-07-02,126.55
2014-07-03,124.75
2014-07-04,124.9
2014-07-07,122.1
2014-07-08,120.0
2014-07-09,120.0
2014-07-10,121.0
2014-07-11,115.65
2014-07-14,113.05
2014-07-15,114.65
2014-07-16,127.1
2014-07-17,126.25
2014-07-18,125.6
2014-07-21,125.1
2014-07-22,122.7
2014-07-23,122.7
2014-07-24,121.7
2014-07-25,112.85
2014-07-28,113.45
2014-07-30,112.95
2014-07-31,110.2
2014-08-01,114.05
2014-08-04,117.05
2014-08-05,114.5
2014-08-06,122.6
2014-08-07,118.8
2014-08-08,114.05
2014-08-11,117.9
2014-08-12,123.25
2014-08-13,119.7
2014-08-14,120.6
2014-08-18,123.5
2014-08-19,123.1
2014-08-20,121.65
2014-08-21,122.1
2014-08-22,120.55
2014-08-25,120.75
2014-08-26,118.4
2014-08-27,120.15
2014-08-28,117.4
2014-09-01,118.5
2014-09-02,119.55
2014-09-03,128.85
2014-09-04,124.7
2014-09-05,122.65
2014-09-08,124.8
2014-09-09,130.8
2014-09-10,131.7
2014-09-11,135.4
2014-09-12,137.8
2014-09-15,137.1
2014-09-16,128.95
2014-09-17,127.45
2014-09-18,127.85
2014-09-19,128.15
2014-09-22,129.75
2014-09-23,129.05
2014-09-24,125.45
2014-09-25,118.15
2014-09-26,118.4
2014-09-29,118.45
2014-09-30,118.5
2014-10-01,113.1
2014-10-07,110.4
2014-10-08,111.3
2014-10-09,114.55
2014-10-10,113.85
2014-10-13,114.4
2014-10-14,111.0
2014-10-16,109.55
2014-10-17,111.1
2014-10-20,111.55
2014-10-21,112.35
2014-10-22,112.2
2014-10-23,113.6
2014-10-27,111.85
2014-10-28,111.5
2014-10-29,113.65
2014-10-30,113.95
2014-10-31,115.75
2014-11-03,124.0
2014-11-05,121.45
2014-11-07,119.8
2014-11-10,122.35
2014-11-11,119.2
2014-11-12,118.65
2014-11-13,120.2
2014-11-14,116.4
2014-11-17,116.4
2014-11-18,116.8
2014-11-19,115.15
2014-11-20,113.6
2014-11-21,112.1
2014-11-24,109.85
2014-11-25,108.75
2014-11-26,109.1
2014-11-27,108.1
2014-11-28,109.3
2014-12-01,107.05
2014-12-02,117.5
2014-12-03,115.0
2014-12-04,116.85
2014-12-05,115.0
2014-12-08,111.1
2014-12-09,104.8
2014-12-10,106.7
2014-12-11,108.25
2014-12-12,105.85
2014-12-15,102.85
2014-12-16,103.15
2014-12-17,103.2
2014-12-18,106.6
2014-12-19,108.45
2014-12-22,109.45
2014-12-23,108.0
2014-12-24,107.4
2014-12-26,108.85
2014-12-29,109.9
2014-12-30,109.5
2014-12-31,111.95
