Date,MASTEK
2014-01-01,159.2
2014-01-02,156.9
2014-01-03,161.55
2014-01-06,180.95
2014-01-07,182.8
2014-01-08,199.45
2014-01-09,202.35
2014-01-10,183.55
2014-01-13,183.6
2014-01-14,183.85
2014-01-15,181.25
2014-01-16,178.85
2014-01-17,171.3
2014-01-20,179.15
2014-01-21,179.95
2014-01-22,179.9
2014-01-23,189.05
2014-01-24,181.6
2014-01-27,174.1
2014-01-28,174.85
2014-01-29,176.95
2014-01-30,171.7
2014-01-31,174.25
2014-02-03,172.7
2014-02-04,172.65
2014-02-05,178.5
2014-02-06,184.05
2014-02-07,180.4
2014-02-10,182.1
2014-02-11,195.25
2014-02-12,197.2
2014-02-13,197.85
2014-02-14,196.85
2014-02-17,198.45
2014-02-18,197.2
2014-02-19,207.45
2014-02-20,210.75
2014-02-21,214.65
2014-02-24,217.75
2014-02-25,219.3
2014-02-26,212.1
2014-02-28,209.55
2014-03-03,205.85
2014-03-04,219.0
2014-03-05,219.4
2014-03-06,216.55
2014-03-07,209.75
2014-03-10,210.45
2014-03-11,210.6
2014-03-12,209.35
2014-03-13,212.15
2014-03-14,208.85
2014-03-18,209.3
2014-03-19,208.8
2014-03-20,215.2
2014-03-21,208.95
2014-03-22,212.9
2014-03-24,207.3
2014-03-25,207.9
2014-03-26,202.75
2014-03-27,200.3
2014-03-28,205.75
2014-03-31,204.85
2014-04-01,208.65
2014-04-02,207.3
2014-04-03,206.05
2014-04-04,204.35
2014-04-07,206.25
2014-04-09,203.8
2014-04-10,199.15
2014-04-11,202.9
2014-04-15,198.75
2014-04-16,196.0
2014-04-17,200.2
2014-04-21,200.3
2014-04-22,199.0
2014-04-23,191.2
2014-04-25,176.8
2014-04-28,177.6
2014-04-29,174.8
2014-04-30,172.2
2014-05-02,168.9
2014-05-05,165.3
2014-05-06,167.95
2014-05-07,165.95
2014-05-08,162.65
2014-05-09,164.05
2014-05-12,160.95
2014-05-13,164.25
2014-05-14,166.4
2014-05-15,162.95
2014-05-16,162.35
2014-05-19,161.15
2014-05-20,167.3
2014-05-21,168.9
2014-05-22,175.55
2014-05-23,178.35
2014-05-26,173.1
2014-05-27,178.1
2014-05-28,177.55
2014-05-29,174.55
2014-05-30,172.85
2014-06-02,174.35
2014-06-03,178.1
2014-06-04,179.5
2014-06-05,179.45
2014-06-06,179.85
2014-06-09,180.85
2014-06-10,192.15
2014-06-11,192.65
2014-06-12,194.45
2014-06-13,182.5
2014-06-16,186.7
2014-06-17,189.0
2014-06-18,183.5
2014-06-19,184.05
2014-06-20,184.15
2014-06-23,183.3
2014-06-24,182.55
2014-06-25,183.0
2014-06-26,182.3
2014-06-27,183.55
2014-06-30,182.65
2014-07-01,192.85
2014-07-02,191.05
2014-07-03,192.5
2014-07-04,203.9
2014-07-07,215.25
2014-07-08,204.4
2014-07-09,198.4
2014-07-10,198.85
2014-07-11,191.2
2014-07-14,188.3
2014-07-15,193.05
2014-07-16,195.25
2014-07-17,198.5
2014-07-18,209.8
2014-07-21,215.6
2014-07-22,211.75
2014-07-23,201.0
2014-07-24,196.55
2014-07-25,188.45
2014-07-28,195.65
2014-07-30,193.05
2014-07-31,192.45
2014-08-01,188.8
2014-08-04,190.1
2014-08-05,190.7
2014-08-06,189.8
2014-08-07,186.05
2014-08-08,184.45
2014-08-11,185.2
2014-08-12,184.3
2014-08-13,182.25
2014-08-14,183.75
2014-08-18,190.45
2014-08-19,191.9
2014-08-20,195.15
2014-08-21,194.65
2014-08-22,192.7
2014-08-25,189.9
2014-08-26,189.3
2014-08-27,192.2
2014-08-28,190.3
2014-09-01,191.75
2014-09-02,192.1
2014-09-03,196.3
2014-09-04,193.25
2014-09-05,199.25
2014-09-08,207.25
2014-09-09,209.8
2014-09-10,238.7
2014-09-11,244.1
2014-09-12,234.65
2014-09-15,271.0
2014-09-16,306.45
2014-09-17,317.05
2014-09-18,318.5
2014-09-19,313.6
2014-09-22,314.35
2014-09-23,301.9
2014-09-24,302.0
2014-09-25,292.15
2014-09-26,292.5
2014-09-29,299.8
2014-09-30,291.35
2014-10-01,286.7
2014-10-07,274.4
2014-10-08,268.75
2014-10-09,268.95
2014-10-10,264.45
2014-10-13,261.9
2014-10-14,275.3
2014-10-16,258.3
2014-10-17,260.65
2014-10-20,260.9
2014-10-21,264.2
2014-10-22,267.75
2014-10-23,268.95
2014-10-27,259.15
2014-10-28,261.6
2014-10-29,258.45
2014-10-30,263.8
2014-10-31,259.8
2014-11-03,265.9
2014-11-05,263.9
2014-11-07,277.1
2014-11-10,274.45
2014-11-11,277.0
2014-11-12,285.9
2014-11-13,282.1
2014-11-14,280.8
2014-11-17,278.85
2014-11-18,282.5
2014-11-19,277.45
2014-11-20,276.15
2014-11-21,271.85
2014-11-24,272.9
2014-11-25,268.7
2014-11-26,267.25
2014-11-27,268.2
2014-11-28,266.25
2014-12-01,271.8
2014-12-02,270.8
2014-12-03,272.25
2014-12-04,266.7
2014-12-05,267.55
2014-12-08,261.6
2014-12-09,259.3
2014-12-10,256.95
2014-12-11,260.9
2014-12-12,271.0
2014-12-15,325.2
2014-12-16,330.8
2014-12-17,319.55
2014-12-18,383.45
2014-12-19,376.65
2014-12-22,411.75
2014-12-23,405.15
2014-12-24,410.4
2014-12-26,412.25
2014-12-29,403.7
2014-12-30,393.1
2014-12-31,395.1
