Date,ZEELEARN
2014-01-01,28.05
2014-01-02,28.75
2014-01-03,28.95
2014-01-06,28.75
2014-01-07,29.25
2014-01-08,29.35
2014-01-09,29.95
2014-01-10,29.95
2014-01-13,29.9
2014-01-14,30.5
2014-01-15,30.0
2014-01-16,30.2
2014-01-17,30.3
2014-01-20,30.15
2014-01-21,30.2
2014-01-22,29.75
2014-01-23,29.45
2014-01-24,29.2
2014-01-27,28.35
2014-01-28,28.35
2014-01-29,28.05
2014-01-30,28.3
2014-01-31,27.85
2014-02-03,27.55
2014-02-04,26.85
2014-02-05,27.15
2014-02-06,26.7
2014-02-07,26.3
2014-02-10,26.0
2014-02-11,26.65
2014-02-12,26.6
2014-02-13,26.35
2014-02-14,26.45
2014-02-17,27.0
2014-02-18,27.35
2014-02-19,27.75
2014-02-20,27.65
2014-02-21,27.5
2014-02-24,26.9
2014-02-25,27.0
2014-02-26,26.5
2014-02-28,27.0
2014-03-03,27.45
2014-03-04,27.1
2014-03-05,27.35
2014-03-06,28.0
2014-03-07,27.25
2014-03-10,27.95
2014-03-11,28.0
2014-03-12,27.75
2014-03-13,27.2
2014-03-14,26.65
2014-03-18,26.9
2014-03-19,26.45
2014-03-20,25.95
2014-03-21,25.8
2014-03-22,25.85
2014-03-24,25.45
2014-03-25,25.3
2014-03-26,24.95
2014-03-27,24.95
2014-03-28,24.6
2014-03-31,24.55
2014-04-01,24.95
2014-04-02,24.95
2014-04-03,24.9
2014-04-04,24.85
2014-04-07,24.85
2014-04-09,25.0
2014-04-10,24.8
2014-04-11,24.6
2014-04-15,24.3
2014-04-16,23.9
2014-04-17,24.0
2014-04-21,23.8
2014-04-22,23.9
2014-04-23,23.95
2014-04-25,24.05
2014-04-28,24.25
2014-04-29,24.2
2014-04-30,24.05
2014-05-02,23.4
2014-05-05,23.3
2014-05-06,23.5
2014-05-07,23.15
2014-05-08,24.35
2014-05-09,24.0
2014-05-12,24.5
2014-05-13,24.25
2014-05-14,24.05
2014-05-15,23.75
2014-05-16,23.85
2014-05-19,25.65
2014-05-20,26.95
2014-05-21,27.5
2014-05-22,26.95
2014-05-23,27.4
2014-05-26,27.2
2014-05-27,26.15
2014-05-28,28.1
2014-05-29,27.8
2014-05-30,28.5
2014-06-02,30.1
2014-06-03,32.4
2014-06-04,32.4
2014-06-05,34.8
2014-06-06,33.75
2014-06-09,33.2
2014-06-10,32.95
2014-06-11,32.15
2014-06-12,33.25
2014-06-13,31.95
2014-06-16,33.75
2014-06-17,34.65
2014-06-18,32.8
2014-06-19,32.25
2014-06-20,31.7
2014-06-23,31.65
2014-06-24,32.05
2014-06-25,33.0
2014-06-26,33.1
2014-06-27,32.6
2014-06-30,36.05
2014-07-01,37.5
2014-07-02,37.6
2014-07-03,36.9
2014-07-04,37.05
2014-07-07,36.2
2014-07-08,34.65
2014-07-09,34.3
2014-07-10,33.15
2014-07-11,31.75
2014-07-14,31.2
2014-07-15,32.3
2014-07-16,33.15
2014-07-17,32.8
2014-07-18,32.8
2014-07-21,32.55
2014-07-22,32.9
2014-07-23,31.65
2014-07-24,31.6
2014-07-25,31.65
2014-07-28,31.75
2014-07-30,30.9
2014-07-31,31.0
2014-08-01,30.75
2014-08-04,30.65
2014-08-05,30.5
2014-08-06,30.75
2014-08-07,30.3
2014-08-08,29.75
2014-08-11,31.0
2014-08-12,37.2
2014-08-13,35.8
2014-08-14,35.2
2014-08-18,35.05
2014-08-19,39.2
2014-08-20,39.2
2014-08-21,38.7
2014-08-22,38.05
2014-08-25,37.25
2014-08-26,39.2
2014-08-27,38.35
2014-08-28,37.9
2014-09-01,37.5
2014-09-02,37.55
2014-09-03,36.6
2014-09-04,36.3
2014-09-05,36.05
2014-09-08,37.6
2014-09-09,36.85
2014-09-10,37.45
2014-09-11,37.3
2014-09-12,36.75
2014-09-15,36.8
2014-09-16,35.2
2014-09-17,35.75
2014-09-18,40.9
2014-09-19,39.4
2014-09-22,39.1
2014-09-23,37.35
2014-09-24,38.1
2014-09-25,35.9
2014-09-26,35.25
2014-09-29,35.3
2014-09-30,35.55
2014-10-01,35.1
2014-10-07,34.15
2014-10-08,34.2
2014-10-09,35.6
2014-10-10,35.45
2014-10-13,35.05
2014-10-14,35.35
2014-10-16,36.0
2014-10-17,35.6
2014-10-20,35.2
2014-10-21,35.5
2014-10-22,34.8
2014-10-23,35.2
2014-10-27,34.95
2014-10-28,34.8
2014-10-29,35.05
2014-10-30,35.05
2014-10-31,35.7
2014-11-03,35.65
2014-11-05,35.35
2014-11-07,35.05
2014-11-10,34.3
2014-11-11,34.25
2014-11-12,34.55
2014-11-13,34.65
2014-11-14,34.65
2014-11-17,34.45
2014-11-18,34.9
2014-11-19,34.1
2014-11-20,33.95
2014-11-21,34.65
2014-11-24,34.1
2014-11-25,33.15
2014-11-26,33.25
2014-11-27,33.65
2014-11-28,33.5
2014-12-01,33.05
2014-12-02,33.1
2014-12-03,33.4
2014-12-04,33.05
2014-12-05,32.6
2014-12-08,32.2
2014-12-09,31.65
2014-12-10,31.75
2014-12-11,32.1
2014-12-12,31.05
2014-12-15,31.9
2014-12-16,30.85
2014-12-17,30.5
2014-12-18,31.15
2014-12-19,30.6
2014-12-22,29.45
2014-12-23,29.55
2014-12-24,29.6
2014-12-26,30.0
2014-12-29,30.05
2014-12-30,30.05
2014-12-31,29.75
