Date,JKLAKSHMI
2014-01-01,85.4
2014-01-02,84.25
2014-01-03,83.15
2014-01-06,81.5
2014-01-07,80.3
2014-01-08,78.45
2014-01-09,77.45
2014-01-10,76.7
2014-01-13,76.6
2014-01-14,77.5
2014-01-15,76.25
2014-01-16,76.2
2014-01-17,76.55
2014-01-20,74.7
2014-01-21,74.6
2014-01-22,74.45
2014-01-23,72.95
2014-01-24,71.8
2014-01-27,67.6
2014-01-28,67.4
2014-01-29,66.4
2014-01-30,66.35
2014-01-31,66.4
2014-02-03,65.55
2014-02-04,66.9
2014-02-05,66.3
2014-02-06,64.9
2014-02-07,66.0
2014-02-10,69.05
2014-02-11,68.3
2014-02-12,69.3
2014-02-13,68.0
2014-02-14,68.5
2014-02-17,67.15
2014-02-18,70.05
2014-02-19,74.25
2014-02-20,73.05
2014-02-21,75.8
2014-02-24,76.1
2014-02-25,77.75
2014-02-26,78.85
2014-02-28,80.55
2014-03-03,79.05
2014-03-04,80.95
2014-03-05,83.2
2014-03-06,85.65
2014-03-07,91.1
2014-03-10,93.25
2014-03-11,96.1
2014-03-12,94.0
2014-03-13,93.0
2014-03-14,93.7
2014-03-18,98.2
2014-03-19,97.35
2014-03-20,96.2
2014-03-21,96.15
2014-03-22,97.05
2014-03-24,100.35
2014-03-25,104.05
2014-03-26,108.5
2014-03-27,109.05
2014-03-28,113.5
2014-03-31,111.7
2014-04-01,115.9
2014-04-02,120.05
2014-04-03,122.4
2014-04-04,123.8
2014-04-07,119.7
2014-04-09,117.9
2014-04-10,121.75
2014-04-11,128.95
2014-04-15,127.2
2014-04-16,120.25
2014-04-17,124.65
2014-04-21,122.2
2014-04-22,122.95
2014-04-23,121.5
2014-04-25,117.2
2014-04-28,113.2
2014-04-29,118.1
2014-04-30,118.65
2014-05-02,115.85
2014-05-05,112.15
2014-05-06,113.3
2014-05-07,114.2
2014-05-08,115.9
2014-05-09,117.9
2014-05-12,124.4
2014-05-13,127.75
2014-05-14,127.4
2014-05-15,125.45
2014-05-16,132.2
2014-05-19,158.6
2014-05-20,170.4
2014-05-21,178.35
2014-05-22,172.35
2014-05-23,177.65
2014-05-26,171.4
2014-05-27,174.7
2014-05-28,176.55
2014-05-29,185.85
2014-05-30,190.4
2014-06-02,191.6
2014-06-03,198.95
2014-06-04,219.15
2014-06-05,217.1
2014-06-06,225.8
2014-06-09,231.65
2014-06-10,222.0
2014-06-11,229.0
2014-06-12,235.25
2014-06-13,232.85
2014-06-16,225.35
2014-06-17,243.45
2014-06-18,238.1
2014-06-19,232.85
2014-06-20,220.85
2014-06-23,208.05
2014-06-24,209.6
2014-06-25,206.85
2014-06-26,213.2
2014-06-27,210.3
2014-06-30,212.9
2014-07-01,217.45
2014-07-02,232.6
2014-07-03,233.45
2014-07-04,235.4
2014-07-07,242.05
2014-07-08,230.05
2014-07-09,229.1
2014-07-10,230.35
2014-07-11,216.45
2014-07-14,216.85
2014-07-15,218.85
2014-07-16,224.0
2014-07-17,223.1
2014-07-18,220.75
2014-07-21,221.55
2014-07-22,221.35
2014-07-23,223.2
2014-07-24,224.1
2014-07-25,220.9
2014-07-28,245.95
2014-07-30,251.15
2014-07-31,246.5
2014-08-01,267.45
2014-08-04,269.85
2014-08-05,276.35
2014-08-06,282.05
2014-08-07,269.15
2014-08-08,260.25
2014-08-11,266.4
2014-08-12,275.45
2014-08-13,267.5
2014-08-14,269.2
2014-08-18,277.2
2014-08-19,293.5
2014-08-20,284.65
2014-08-21,296.65
2014-08-22,305.3
2014-08-25,312.85
2014-08-26,307.15
2014-08-27,310.85
2014-08-28,304.1
2014-09-01,314.7
2014-09-02,316.85
2014-09-03,317.95
2014-09-04,315.05
2014-09-05,314.7
2014-09-08,320.8
2014-09-09,317.2
2014-09-10,324.2
2014-09-11,320.2
2014-09-12,318.5
2014-09-15,317.8
2014-09-16,307.45
2014-09-17,316.75
2014-09-18,339.15
2014-09-19,340.65
2014-09-22,346.7
2014-09-23,354.6
2014-09-24,344.95
2014-09-25,337.7
2014-09-26,331.9
2014-09-29,343.15
2014-09-30,356.65
2014-10-01,360.6
2014-10-07,358.6
2014-10-08,339.95
2014-10-09,343.2
2014-10-10,346.35
2014-10-13,336.9
2014-10-14,334.65
2014-10-16,318.7
2014-10-17,329.0
2014-10-20,338.7
2014-10-21,339.15
2014-10-22,354.15
2014-10-23,351.65
2014-10-27,349.25
2014-10-28,348.25
2014-10-29,357.05
2014-10-30,359.65
2014-10-31,367.1
2014-11-03,372.3
2014-11-05,380.95
2014-11-07,400.25
2014-11-10,417.8
2014-11-11,404.3
2014-11-12,391.7
2014-11-13,393.85
2014-11-14,393.0
2014-11-17,392.8
2014-11-18,382.45
2014-11-19,382.05
2014-11-20,389.25
2014-11-21,375.1
2014-11-24,383.7
2014-11-25,394.2
2014-11-26,391.35
2014-11-27,386.95
2014-11-28,388.85
2014-12-01,379.2
2014-12-02,374.7
2014-12-03,381.15
2014-12-04,382.25
2014-12-05,380.35
2014-12-08,380.8
2014-12-09,389.55
2014-12-10,405.8
2014-12-11,413.6
2014-12-12,409.85
2014-12-15,403.65
2014-12-16,387.9
2014-12-17,379.0
2014-12-18,398.55
2014-12-19,399.35
2014-12-22,400.25
2014-12-23,399.75
2014-12-24,402.7
2014-12-26,400.25
2014-12-29,411.5
2014-12-30,404.65
2014-12-31,405.85
