Date,SRF
2014-01-01,222.65
2014-01-02,220.0
2014-01-03,217.55
2014-01-06,216.05
2014-01-07,217.5
2014-01-08,220.35
2014-01-09,217.85
2014-01-10,216.0
2014-01-13,217.0
2014-01-14,218.05
2014-01-15,218.45
2014-01-16,215.45
2014-01-17,211.75
2014-01-20,209.75
2014-01-21,209.6
2014-01-22,211.1
2014-01-23,210.35
2014-01-24,209.0
2014-01-27,199.6
2014-01-28,207.15
2014-01-29,205.85
2014-01-30,200.4
2014-01-31,205.9
2014-02-03,210.95
2014-02-04,214.85
2014-02-05,212.6
2014-02-06,213.15
2014-02-07,214.1
2014-02-10,215.4
2014-02-11,213.3
2014-02-12,217.85
2014-02-13,217.75
2014-02-14,216.55
2014-02-17,215.15
2014-02-18,215.0
2014-02-19,217.2
2014-02-20,214.25
2014-02-21,215.75
2014-02-24,216.8
2014-02-25,215.45
2014-02-26,214.95
2014-02-28,215.35
2014-03-03,212.9
2014-03-04,215.8
2014-03-05,229.15
2014-03-06,274.95
2014-03-07,280.75
2014-03-10,308.15
2014-03-11,293.45
2014-03-12,298.75
2014-03-13,292.35
2014-03-14,289.3
2014-03-18,296.2
2014-03-19,297.3
2014-03-20,300.25
2014-03-21,318.2
2014-03-22,314.65
2014-03-24,333.65
2014-03-25,328.65
2014-03-26,326.3
2014-03-27,330.7
2014-03-28,361.15
2014-03-31,359.6
2014-04-01,347.35
2014-04-02,353.9
2014-04-03,345.95
2014-04-04,350.4
2014-04-07,348.3
2014-04-09,361.8
2014-04-10,397.95
2014-04-11,396.9
2014-04-15,415.45
2014-04-16,404.05
2014-04-17,404.15
2014-04-21,407.25
2014-04-22,400.3
2014-04-23,397.35
2014-04-25,393.6
2014-04-28,388.7
2014-04-29,395.5
2014-04-30,388.05
2014-05-02,385.75
2014-05-05,382.35
2014-05-06,378.0
2014-05-07,389.6
2014-05-08,388.05
2014-05-09,391.3
2014-05-12,388.4
2014-05-13,395.35
2014-05-14,400.95
2014-05-15,416.2
2014-05-16,420.3
2014-05-19,437.55
2014-05-20,427.0
2014-05-21,435.1
2014-05-22,440.4
2014-05-23,447.35
2014-05-26,449.8
2014-05-27,453.5
2014-05-28,452.2
2014-05-29,449.75
2014-05-30,447.75
2014-06-02,458.75
2014-06-03,466.4
2014-06-04,477.6
2014-06-05,494.15
2014-06-06,495.5
2014-06-09,514.6
2014-06-10,496.7
2014-06-11,508.6
2014-06-12,507.1
2014-06-13,499.95
2014-06-16,501.7
2014-06-17,502.05
2014-06-18,500.15
2014-06-19,500.05
2014-06-20,507.55
2014-06-23,500.15
2014-06-24,506.0
2014-06-25,509.55
2014-06-26,530.0
2014-06-27,590.8
2014-06-30,596.2
2014-07-01,589.85
2014-07-02,582.45
2014-07-03,567.85
2014-07-04,549.65
2014-07-07,535.45
2014-07-08,514.9
2014-07-09,511.0
2014-07-10,526.9
2014-07-11,537.95
2014-07-14,535.15
2014-07-15,542.8
2014-07-16,540.0
2014-07-17,549.35
2014-07-18,568.75
2014-07-21,566.8
2014-07-22,575.1
2014-07-23,576.6
2014-07-24,577.55
2014-07-25,575.3
2014-07-28,578.7
2014-07-30,589.15
2014-07-31,589.95
2014-08-01,582.15
2014-08-04,587.9
2014-08-05,639.05
2014-08-06,632.4
2014-08-07,633.3
2014-08-08,602.0
2014-08-11,608.25
2014-08-12,687.95
2014-08-13,648.0
2014-08-14,654.85
2014-08-18,654.55
2014-08-19,659.55
2014-08-20,671.7
2014-08-21,661.65
2014-08-22,662.4
2014-08-25,660.2
2014-08-26,668.45
2014-08-27,677.6
2014-08-28,682.15
2014-09-01,692.7
2014-09-02,691.1
2014-09-03,704.3
2014-09-04,698.8
2014-09-05,716.2
2014-09-08,711.1
2014-09-09,733.4
2014-09-10,728.85
2014-09-11,729.35
2014-09-12,720.5
2014-09-15,725.2
2014-09-16,727.55
2014-09-17,730.4
2014-09-18,751.65
2014-09-19,759.5
2014-09-22,742.5
2014-09-23,733.15
2014-09-24,718.95
2014-09-25,718.6
2014-09-26,722.5
2014-09-29,728.5
2014-09-30,756.0
2014-10-01,752.5
2014-10-07,729.85
2014-10-08,715.15
2014-10-09,720.0
2014-10-10,711.45
2014-10-13,708.3
2014-10-14,699.9
2014-10-16,656.25
2014-10-17,660.25
2014-10-20,671.1
2014-10-21,670.2
2014-10-22,671.05
2014-10-23,680.2
2014-10-27,679.3
2014-10-28,673.2
2014-10-29,805.45
2014-10-30,898.1
2014-10-31,852.2
2014-11-03,859.55
2014-11-05,849.75
2014-11-07,829.5
2014-11-10,814.5
2014-11-11,813.05
2014-11-12,803.2
2014-11-13,809.35
2014-11-14,837.65
2014-11-17,850.55
2014-11-18,829.1
2014-11-19,902.65
2014-11-20,912.15
2014-11-21,898.25
2014-11-24,885.5
2014-11-25,887.05
2014-11-26,903.25
2014-11-27,899.15
2014-11-28,891.35
2014-12-01,872.9
2014-12-02,886.45
2014-12-03,881.7
2014-12-04,903.45
2014-12-05,881.7
2014-12-08,885.5
2014-12-09,872.25
2014-12-10,865.3
2014-12-11,853.55
2014-12-12,867.55
2014-12-15,858.25
2014-12-16,840.6
2014-12-17,840.25
2014-12-18,849.05
2014-12-19,853.95
2014-12-22,858.75
2014-12-23,854.4
2014-12-24,854.65
2014-12-26,860.2
2014-12-29,868.25
2014-12-30,864.15
2014-12-31,875.15
