Date,DHANUKA
2014-01-01,202.15
2014-01-02,192.75
2014-01-03,197.6
2014-01-06,195.3
2014-01-07,192.25
2014-01-08,189.4
2014-01-09,187.25
2014-01-10,189.5
2014-01-13,188.1
2014-01-14,187.85
2014-01-15,192.3
2014-01-16,193.05
2014-01-17,186.6
2014-01-20,187.2
2014-01-21,195.65
2014-01-22,198.6
2014-01-23,196.95
2014-01-24,186.7
2014-01-27,180.25
2014-01-28,181.65
2014-01-29,188.5
2014-01-30,188.2
2014-01-31,189.65
2014-02-03,191.55
2014-02-04,183.7
2014-02-05,186.2
2014-02-06,184.2
2014-02-07,183.6
2014-02-10,192.85
2014-02-11,187.35
2014-02-12,187.2
2014-02-13,188.9
2014-02-14,189.7
2014-02-17,186.75
2014-02-18,188.8
2014-02-19,189.5
2014-02-20,184.55
2014-02-21,206.0
2014-02-24,205.6
2014-02-25,200.55
2014-02-26,202.45
2014-02-28,201.3
2014-03-03,216.15
2014-03-04,248.3
2014-03-05,246.3
2014-03-06,241.0
2014-03-07,238.7
2014-03-10,250.0
2014-03-11,250.7
2014-03-12,250.45
2014-03-13,251.8
2014-03-14,252.35
2014-03-18,270.2
2014-03-19,268.35
2014-03-20,268.1
2014-03-21,254.9
2014-03-22,262.2
2014-03-24,258.5
2014-03-25,255.7
2014-03-26,250.4
2014-03-27,251.85
2014-03-28,250.15
2014-03-31,251.65
2014-04-01,253.25
2014-04-02,253.75
2014-04-03,250.85
2014-04-04,256.95
2014-04-07,253.95
2014-04-09,251.0
2014-04-10,245.5
2014-04-11,241.25
2014-04-15,237.35
2014-04-16,247.0
2014-04-17,258.85
2014-04-21,275.85
2014-04-22,271.6
2014-04-23,266.8
2014-04-25,265.0
2014-04-28,265.25
2014-04-29,269.1
2014-04-30,257.4
2014-05-02,260.05
2014-05-05,262.2
2014-05-06,270.85
2014-05-07,269.0
2014-05-08,271.35
2014-05-09,270.0
2014-05-12,267.95
2014-05-13,268.85
2014-05-14,274.4
2014-05-15,272.7
2014-05-16,276.9
2014-05-19,279.25
2014-05-20,287.2
2014-05-21,298.65
2014-05-22,310.75
2014-05-23,324.05
2014-05-26,310.9
2014-05-27,317.9
2014-05-28,335.25
2014-05-29,340.05
2014-05-30,340.05
2014-06-02,365.05
2014-06-03,374.2
2014-06-04,388.95
2014-06-05,400.75
2014-06-06,383.1
2014-06-09,385.6
2014-06-10,389.45
2014-06-11,373.25
2014-06-12,391.8
2014-06-13,380.35
2014-06-16,396.7
2014-06-17,393.25
2014-06-18,400.75
2014-06-19,389.5
2014-06-20,392.95
2014-06-23,389.95
2014-06-24,395.1
2014-06-25,388.5
2014-06-26,385.8
2014-06-27,397.15
2014-06-30,400.7
2014-07-01,444.15
2014-07-02,425.05
2014-07-03,429.25
2014-07-04,429.0
2014-07-07,437.15
2014-07-08,436.25
2014-07-09,433.35
2014-07-10,443.3
2014-07-11,447.5
2014-07-14,427.35
2014-07-15,432.6
2014-07-16,444.15
2014-07-17,445.55
2014-07-18,438.05
2014-07-21,442.3
2014-07-22,450.75
2014-07-23,443.35
2014-07-24,441.15
2014-07-25,447.0
2014-07-28,439.25
2014-07-30,420.4
2014-07-31,422.45
2014-08-01,413.7
2014-08-04,414.95
2014-08-05,417.5
2014-08-06,422.4
2014-08-07,421.1
2014-08-08,411.35
2014-08-11,420.3
2014-08-12,419.05
2014-08-13,409.3
2014-08-14,415.7
2014-08-18,429.7
2014-08-19,444.6
2014-08-20,443.6
2014-08-21,436.3
2014-08-22,432.55
2014-08-25,438.85
2014-08-26,432.75
2014-08-27,428.15
2014-08-28,437.85
2014-09-01,439.7
2014-09-02,438.65
2014-09-03,443.95
2014-09-04,443.35
2014-09-05,437.75
2014-09-08,490.4
2014-09-09,474.55
2014-09-10,473.8
2014-09-11,478.7
2014-09-12,471.2
2014-09-15,472.8
2014-09-16,473.1
2014-09-17,471.35
2014-09-18,480.25
2014-09-19,517.5
2014-09-22,528.7
2014-09-23,503.5
2014-09-24,495.2
2014-09-25,489.7
2014-09-26,483.95
2014-09-29,499.0
2014-09-30,493.3
2014-10-01,492.55
2014-10-07,491.8
2014-10-08,484.1
2014-10-09,486.65
2014-10-10,460.75
2014-10-13,455.5
2014-10-14,437.75
2014-10-16,409.4
2014-10-17,427.05
2014-10-20,437.4
2014-10-21,471.0
2014-10-22,490.15
2014-10-23,494.7
2014-10-27,494.05
2014-10-28,498.05
2014-10-29,489.2
2014-10-30,486.7
2014-10-31,486.6
2014-11-03,482.65
2014-11-05,512.1
2014-11-07,518.0
2014-11-10,513.55
2014-11-11,524.95
2014-11-12,537.0
2014-11-13,522.2
2014-11-14,520.9
2014-11-17,518.55
2014-11-18,523.15
2014-11-19,565.4
2014-11-20,566.25
2014-11-21,575.35
2014-11-24,571.3
2014-11-25,563.65
2014-11-26,560.55
2014-11-27,558.7
2014-11-28,561.8
2014-12-01,553.0
2014-12-02,551.65
2014-12-03,547.35
2014-12-04,548.55
2014-12-05,565.65
2014-12-08,555.45
2014-12-09,532.5
2014-12-10,549.15
2014-12-11,547.0
2014-12-12,535.55
2014-12-15,531.65
2014-12-16,517.6
2014-12-17,513.4
2014-12-18,528.8
2014-12-19,517.25
2014-12-22,521.05
2014-12-23,516.2
2014-12-24,531.1
2014-12-26,534.25
2014-12-29,540.15
2014-12-30,547.25
2014-12-31,547.0
