Date,ASHAPURMIN
2014-01-01,60.2
2014-01-02,57.25
2014-01-03,57.55
2014-01-06,56.95
2014-01-07,62.75
2014-01-08,61.05
2014-01-09,59.4
2014-01-10,58.7
2014-01-13,58.9
2014-01-14,57.65
2014-01-15,58.35
2014-01-16,57.9
2014-01-17,56.15
2014-01-20,56.35
2014-01-21,56.25
2014-01-22,55.85
2014-01-23,55.25
2014-01-24,51.75
2014-01-27,48.1
2014-01-28,49.3
2014-01-29,49.5
2014-01-30,46.95
2014-01-31,47.8
2014-02-03,48.1
2014-02-04,52.2
2014-02-05,53.55
2014-02-06,55.35
2014-02-07,55.0
2014-02-10,57.15
2014-02-11,57.9
2014-02-12,55.35
2014-02-13,52.5
2014-02-14,49.5
2014-02-17,48.2
2014-02-18,48.75
2014-02-19,47.55
2014-02-20,46.8
2014-02-21,46.2
2014-02-24,45.85
2014-02-25,45.05
2014-02-26,46.5
2014-02-28,53.9
2014-03-03,53.55
2014-03-04,53.2
2014-03-05,54.25
2014-03-06,55.95
2014-03-07,54.55
2014-03-10,60.75
2014-03-11,58.8
2014-03-12,61.75
2014-03-13,58.8
2014-03-14,59.55
2014-03-18,59.3
2014-03-19,58.9
2014-03-20,58.3
2014-03-21,57.2
2014-03-22,56.75
2014-03-24,56.6
2014-03-25,56.5
2014-03-26,56.35
2014-03-27,56.9
2014-03-28,56.1
2014-03-31,57.05
2014-04-01,61.25
2014-04-02,60.05
2014-04-03,59.15
2014-04-04,60.05
2014-04-07,59.75
2014-04-09,62.1
2014-04-10,60.9
2014-04-11,63.45
2014-04-15,60.9
2014-04-16,60.8
2014-04-17,61.2
2014-04-21,62.35
2014-04-22,62.25
2014-04-23,61.65
2014-04-25,60.9
2014-04-28,60.4
2014-04-29,60.05
2014-04-30,57.6
2014-05-02,57.9
2014-05-05,58.65
2014-05-06,57.7
2014-05-07,57.4
2014-05-08,57.15
2014-05-09,57.1
2014-05-12,61.15
2014-05-13,60.65
2014-05-14,61.15
2014-05-15,59.1
2014-05-16,60.1
2014-05-19,64.8
2014-05-20,73.0
2014-05-21,72.5
2014-05-22,75.65
2014-05-23,77.3
2014-05-26,67.65
2014-05-27,67.05
2014-05-28,78.4
2014-05-29,76.9
2014-05-30,78.3
2014-06-02,78.75
2014-06-03,77.95
2014-06-04,77.35
2014-06-05,78.05
2014-06-06,78.8
2014-06-09,82.5
2014-06-10,83.85
2014-06-11,86.15
2014-06-12,88.1
2014-06-13,81.3
2014-06-16,78.95
2014-06-17,81.95
2014-06-18,78.95
2014-06-19,78.2
2014-06-20,78.7
2014-06-23,76.8
2014-06-24,81.0
2014-06-25,79.7
2014-06-26,77.5
2014-06-27,76.9
2014-06-30,78.95
2014-07-01,81.55
2014-07-02,83.25
2014-07-03,81.9
2014-07-04,82.95
2014-07-07,83.15
2014-07-08,77.2
2014-07-09,73.9
2014-07-10,72.15
2014-07-11,68.8
2014-07-14,68.7
2014-07-15,72.0
2014-07-16,73.8
2014-07-17,72.65
2014-07-18,76.3
2014-07-21,75.45
2014-07-22,76.0
2014-07-23,73.8
2014-07-24,75.55
2014-07-25,71.85
2014-07-28,70.65
2014-07-30,70.45
2014-07-31,68.2
2014-08-01,67.6
2014-08-04,67.8
2014-08-05,68.65
2014-08-06,71.9
2014-08-07,73.2
2014-08-08,71.5
2014-08-11,71.4
2014-08-12,72.9
2014-08-13,70.55
2014-08-14,75.6
2014-08-18,76.9
2014-08-19,81.9
2014-08-20,78.9
2014-08-21,74.95
2014-08-22,74.9
2014-08-25,72.15
2014-08-26,71.5
2014-08-27,71.6
2014-08-28,70.2
2014-09-01,73.2
2014-09-02,75.8
2014-09-03,73.4
2014-09-04,70.35
2014-09-05,70.55
2014-09-08,71.9
2014-09-09,71.15
2014-09-10,71.75
2014-09-11,71.8
2014-09-12,71.3
2014-09-15,77.8
2014-09-16,79.9
2014-09-17,77.55
2014-09-18,78.75
2014-09-19,78.85
2014-09-22,79.05
2014-09-23,75.55
2014-09-24,72.75
2014-09-25,70.55
2014-09-26,68.9
2014-09-29,71.45
2014-09-30,70.1
2014-10-01,71.75
2014-10-07,70.55
2014-10-08,69.95
2014-10-09,70.85
2014-10-10,69.65
2014-10-13,69.85
2014-10-14,69.35
2014-10-16,67.15
2014-10-17,67.9
2014-10-20,68.3
2014-10-21,68.6
2014-10-22,68.35
2014-10-23,69.45
2014-10-27,70.75
2014-10-28,71.85
2014-10-29,70.7
2014-10-30,70.3
2014-10-31,71.3
2014-11-03,72.6
2014-11-05,73.3
2014-11-07,71.45
2014-11-10,71.2
2014-11-11,71.2
2014-11-12,71.4
2014-11-13,71.8
2014-11-14,69.75
2014-11-17,68.6
2014-11-18,68.45
2014-11-19,66.25
2014-11-20,65.4
2014-11-21,67.1
2014-11-24,66.25
2014-11-25,63.65
2014-11-26,63.5
2014-11-27,63.05
2014-11-28,62.3
2014-12-01,60.45
2014-12-02,65.95
2014-12-03,64.45
2014-12-04,63.25
2014-12-05,63.5
2014-12-08,61.9
2014-12-09,60.65
2014-12-10,61.15
2014-12-11,60.7
2014-12-12,58.1
2014-12-15,58.0
2014-12-16,55.5
2014-12-17,53.15
2014-12-18,56.25
2014-12-19,56.2
2014-12-22,55.55
2014-12-23,54.7
2014-12-24,53.55
2014-12-26,53.4
2014-12-29,54.2
2014-12-30,54.7
2014-12-31,54.25
