Date,PRESTIGE
2014-01-01,161.3
2014-01-02,156.4
2014-01-03,156.9
2014-01-06,155.55
2014-01-07,152.85
2014-01-08,156.85
2014-01-09,149.15
2014-01-10,147.95
2014-01-13,146.8
2014-01-14,142.45
2014-01-15,138.0
2014-01-16,144.45
2014-01-17,146.45
2014-01-20,152.85
2014-01-21,150.3
2014-01-22,152.45
2014-01-23,155.45
2014-01-24,152.9
2014-01-27,141.4
2014-01-28,143.75
2014-01-29,144.95
2014-01-30,142.25
2014-01-31,139.35
2014-02-03,140.7
2014-02-04,137.25
2014-02-05,141.0
2014-02-06,137.35
2014-02-07,137.4
2014-02-10,136.45
2014-02-11,135.2
2014-02-12,135.4
2014-02-13,136.2
2014-02-14,134.2
2014-02-17,132.3
2014-02-18,135.0
2014-02-19,138.05
2014-02-20,134.5
2014-02-21,135.5
2014-02-24,134.7
2014-02-25,137.25
2014-02-26,135.0
2014-02-28,132.2
2014-03-03,134.0
2014-03-04,135.45
2014-03-05,145.75
2014-03-06,162.75
2014-03-07,175.05
2014-03-10,166.35
2014-03-11,166.3
2014-03-12,162.1
2014-03-13,160.65
2014-03-14,156.8
2014-03-18,156.85
2014-03-19,153.55
2014-03-20,153.35
2014-03-21,156.35
2014-03-22,157.4
2014-03-24,166.6
2014-03-25,163.55
2014-03-26,164.3
2014-03-27,168.6
2014-03-28,169.15
2014-03-31,170.35
2014-04-01,169.7
2014-04-02,175.85
2014-04-03,182.55
2014-04-04,183.3
2014-04-07,176.65
2014-04-09,178.1
2014-04-10,179.55
2014-04-11,177.8
2014-04-15,176.35
2014-04-16,168.4
2014-04-17,170.65
2014-04-21,169.75
2014-04-22,166.8
2014-04-23,174.4
2014-04-25,174.9
2014-04-28,171.95
2014-04-29,173.65
2014-04-30,170.05
2014-05-02,169.85
2014-05-05,168.6
2014-05-06,163.7
2014-05-07,164.15
2014-05-08,163.25
2014-05-09,164.6
2014-05-12,166.6
2014-05-13,173.1
2014-05-14,182.25
2014-05-15,174.65
2014-05-16,184.0
2014-05-19,193.95
2014-05-20,207.3
2014-05-21,213.75
2014-05-22,209.75
2014-05-23,209.2
2014-05-26,211.95
2014-05-27,209.9
2014-05-28,207.6
2014-05-29,206.95
2014-05-30,207.05
2014-06-02,213.15
2014-06-03,213.2
2014-06-04,211.85
2014-06-05,214.3
2014-06-06,229.3
2014-06-09,244.65
2014-06-10,241.1
2014-06-11,237.7
2014-06-12,237.15
2014-06-13,245.0
2014-06-16,239.95
2014-06-17,237.45
2014-06-18,224.25
2014-06-19,220.8
2014-06-20,217.9
2014-06-23,217.05
2014-06-24,227.75
2014-06-25,233.5
2014-06-26,233.25
2014-06-27,229.4
2014-06-30,229.1
2014-07-01,241.7
2014-07-02,239.85
2014-07-03,244.45
2014-07-04,263.3
2014-07-07,257.8
2014-07-08,248.45
2014-07-09,236.5
2014-07-10,251.3
2014-07-11,239.4
2014-07-14,242.85
2014-07-15,245.1
2014-07-16,249.3
2014-07-17,242.1
2014-07-18,236.45
2014-07-21,236.1
2014-07-22,241.25
2014-07-23,239.95
2014-07-24,243.15
2014-07-25,251.9
2014-07-28,258.4
2014-07-30,251.25
2014-07-31,250.05
2014-08-01,244.4
2014-08-04,249.8
2014-08-05,247.25
2014-08-06,249.85
2014-08-07,249.8
2014-08-08,244.05
2014-08-11,242.2
2014-08-12,247.0
2014-08-13,241.0
2014-08-14,241.35
2014-08-18,236.55
2014-08-19,230.15
2014-08-20,234.9
2014-08-21,229.35
2014-08-22,236.4
2014-08-25,232.6
2014-08-26,229.05
2014-08-27,235.25
2014-08-28,222.9
2014-09-01,234.95
2014-09-02,236.0
2014-09-03,238.45
2014-09-04,237.95
2014-09-05,232.7
2014-09-08,235.6
2014-09-09,242.85
2014-09-10,239.45
2014-09-11,234.4
2014-09-12,232.5
2014-09-15,234.7
2014-09-16,226.1
2014-09-17,235.0
2014-09-18,238.55
2014-09-19,236.6
2014-09-22,232.95
2014-09-23,229.1
2014-09-24,215.6
2014-09-25,212.75
2014-09-26,218.1
2014-09-29,223.4
2014-09-30,219.9
2014-10-01,217.85
2014-10-07,222.3
2014-10-08,229.65
2014-10-09,232.75
2014-10-10,233.7
2014-10-13,228.55
2014-10-14,223.2
2014-10-16,223.75
2014-10-17,230.35
2014-10-20,223.9
2014-10-21,222.25
2014-10-22,231.1
2014-10-23,233.65
2014-10-27,224.5
2014-10-28,218.05
2014-10-29,220.7
2014-10-30,222.95
2014-10-31,224.95
2014-11-03,232.4
2014-11-05,234.8
2014-11-07,248.3
2014-11-10,248.05
2014-11-11,253.15
2014-11-12,245.4
2014-11-13,242.85
2014-11-14,251.85
2014-11-17,244.25
2014-11-18,249.7
2014-11-19,247.2
2014-11-20,250.0
2014-11-21,245.3
2014-11-24,239.65
2014-11-25,240.15
2014-11-26,245.5
2014-11-27,249.5
2014-11-28,256.7
2014-12-01,257.85
2014-12-02,254.75
2014-12-03,250.85
2014-12-04,253.95
2014-12-05,254.8
2014-12-08,245.45
2014-12-09,241.0
2014-12-10,245.0
2014-12-11,243.9
2014-12-12,238.4
2014-12-15,234.15
2014-12-16,232.1
2014-12-17,228.55
2014-12-18,229.3
2014-12-19,230.95
2014-12-22,233.95
2014-12-23,229.9
2014-12-24,230.1
2014-12-26,235.2
2014-12-29,240.3
2014-12-30,244.35
2014-12-31,239.45
