Date,CESC
2014-01-01,464.6
2014-01-02,449.25
2014-01-03,446.75
2014-01-06,465.75
2014-01-07,452.55
2014-01-08,441.2
2014-01-09,446.95
2014-01-10,445.8
2014-01-13,445.3
2014-01-14,461.0
2014-01-15,452.6
2014-01-16,444.65
2014-01-17,440.45
2014-01-20,437.8
2014-01-21,427.05
2014-01-22,439.45
2014-01-23,431.75
2014-01-24,419.2
2014-01-27,412.9
2014-01-28,411.9
2014-01-29,412.35
2014-01-30,403.8
2014-01-31,437.8
2014-02-03,435.5
2014-02-04,448.05
2014-02-05,446.35
2014-02-06,456.0
2014-02-07,448.25
2014-02-10,449.45
2014-02-11,437.45
2014-02-12,424.45
2014-02-13,421.8
2014-02-14,422.95
2014-02-17,431.5
2014-02-18,438.7
2014-02-19,445.95
2014-02-20,436.35
2014-02-21,445.3
2014-02-24,444.15
2014-02-25,456.6
2014-02-26,467.95
2014-02-28,484.55
2014-03-03,483.0
2014-03-04,480.9
2014-03-05,481.0
2014-03-06,495.3
2014-03-07,489.25
2014-03-10,479.1
2014-03-11,484.7
2014-03-12,481.5
2014-03-13,464.05
2014-03-14,460.95
2014-03-18,466.35
2014-03-19,469.75
2014-03-20,462.9
2014-03-21,457.2
2014-03-22,461.25
2014-03-24,473.6
2014-03-25,487.35
2014-03-26,487.75
2014-03-27,480.55
2014-03-28,513.4
2014-03-31,501.25
2014-04-01,504.0
2014-04-02,515.05
2014-04-03,511.1
2014-04-04,511.45
2014-04-07,508.8
2014-04-09,516.55
2014-04-10,518.4
2014-04-11,524.1
2014-04-15,515.8
2014-04-16,510.05
2014-04-17,512.95
2014-04-21,509.25
2014-04-22,508.15
2014-04-23,503.95
2014-04-25,488.8
2014-04-28,480.75
2014-04-29,463.3
2014-04-30,454.9
2014-05-02,452.95
2014-05-05,451.3
2014-05-06,452.35
2014-05-07,470.8
2014-05-08,472.25
2014-05-09,508.1
2014-05-12,510.45
2014-05-13,523.55
2014-05-14,519.25
2014-05-15,520.3
2014-05-16,531.95
2014-05-19,564.55
2014-05-20,573.45
2014-05-21,595.55
2014-05-22,618.25
2014-05-23,649.75
2014-05-26,632.5
2014-05-27,610.95
2014-05-28,602.95
2014-05-29,588.45
2014-05-30,577.45
2014-06-02,604.75
2014-06-03,606.85
2014-06-04,607.25
2014-06-05,621.45
2014-06-06,621.75
2014-06-09,629.3
2014-06-10,622.3
2014-06-11,612.95
2014-06-12,618.8
2014-06-13,590.4
2014-06-16,603.35
2014-06-17,623.35
2014-06-18,621.5
2014-06-19,624.0
2014-06-20,596.3
2014-06-23,607.7
2014-06-24,634.85
2014-06-25,624.9
2014-06-26,618.7
2014-06-27,650.5
2014-06-30,706.8
2014-07-01,685.85
2014-07-02,720.6
2014-07-03,713.55
2014-07-04,755.25
2014-07-07,779.85
2014-07-08,715.65
2014-07-09,696.15
2014-07-10,690.2
2014-07-11,635.6
2014-07-14,646.15
2014-07-15,630.8
2014-07-16,627.4
2014-07-17,650.6
2014-07-18,655.0
2014-07-21,667.1
2014-07-22,656.6
2014-07-23,652.5
2014-07-24,654.25
2014-07-25,640.5
2014-07-28,605.65
2014-07-30,642.7
2014-07-31,645.65
2014-08-01,646.6
2014-08-04,681.3
2014-08-05,688.75
2014-08-06,688.35
2014-08-07,681.15
2014-08-08,667.2
2014-08-11,676.1
2014-08-12,686.0
2014-08-13,699.25
2014-08-14,696.95
2014-08-18,706.8
2014-08-19,698.55
2014-08-20,699.15
2014-08-21,707.6
2014-08-22,723.55
2014-08-25,727.6
2014-08-26,695.5
2014-08-27,693.65
2014-08-28,695.5
2014-09-01,709.05
2014-09-02,700.4
2014-09-03,708.5
2014-09-04,741.7
2014-09-05,757.35
2014-09-08,760.85
2014-09-09,773.65
2014-09-10,762.15
2014-09-11,766.4
2014-09-12,755.0
2014-09-15,813.85
2014-09-16,764.35
2014-09-17,787.75
2014-09-18,797.2
2014-09-19,782.75
2014-09-22,764.75
2014-09-23,764.65
2014-09-24,776.55
2014-09-25,739.85
2014-09-26,752.2
2014-09-29,762.9
2014-09-30,750.05
2014-10-01,749.65
2014-10-07,743.1
2014-10-08,736.45
2014-10-09,748.85
2014-10-10,735.45
2014-10-13,717.6
2014-10-14,710.2
2014-10-16,688.9
2014-10-17,671.2
2014-10-20,655.8
2014-10-21,661.7
2014-10-22,674.45
2014-10-23,683.65
2014-10-27,671.7
2014-10-28,664.2
2014-10-29,659.45
2014-10-30,658.9
2014-10-31,678.05
2014-11-03,685.45
2014-11-05,690.65
2014-11-07,690.65
2014-11-10,663.0
2014-11-11,686.35
2014-11-12,707.3
2014-11-13,713.4
2014-11-14,757.35
2014-11-17,747.2
2014-11-18,734.6
2014-11-19,720.55
2014-11-20,713.95
2014-11-21,688.9
2014-11-24,698.4
2014-11-25,676.45
2014-11-26,685.1
2014-11-27,693.45
2014-11-28,709.9
2014-12-01,718.2
2014-12-02,710.55
2014-12-03,715.65
2014-12-04,705.15
2014-12-05,700.25
2014-12-08,665.75
2014-12-09,637.65
2014-12-10,655.6
2014-12-11,657.15
2014-12-12,656.15
2014-12-15,631.35
2014-12-16,629.2
2014-12-17,608.5
2014-12-18,629.3
2014-12-19,635.5
2014-12-22,640.35
2014-12-23,643.15
2014-12-24,648.35
2014-12-26,650.75
2014-12-29,665.5
2014-12-30,664.6
2014-12-31,670.45
