Date,DOLPHINOFF
2014-01-01,80.3
2014-01-02,78.5
2014-01-03,86.65
2014-01-06,92.2
2014-01-07,91.25
2014-01-08,88.1
2014-01-09,88.1
2014-01-10,86.35
2014-01-13,88.75
2014-01-14,86.55
2014-01-15,85.55
2014-01-16,84.0
2014-01-17,79.35
2014-01-20,82.1
2014-01-21,81.75
2014-01-22,81.3
2014-01-23,80.8
2014-01-24,78.1
2014-01-27,74.6
2014-01-28,75.95
2014-01-29,75.9
2014-01-30,73.5
2014-01-31,84.75
2014-02-03,80.1
2014-02-04,78.05
2014-02-05,80.15
2014-02-06,82.25
2014-02-07,80.95
2014-02-10,78.95
2014-02-11,80.05
2014-02-12,81.7
2014-02-13,82.85
2014-02-14,80.65
2014-02-17,81.6
2014-02-18,86.85
2014-02-19,86.05
2014-02-20,84.55
2014-02-21,83.8
2014-02-24,82.65
2014-02-25,81.1
2014-02-26,79.05
2014-02-28,80.45
2014-03-03,82.45
2014-03-04,82.1
2014-03-05,81.6
2014-03-06,84.75
2014-03-07,83.55
2014-03-10,84.0
2014-03-11,81.9
2014-03-12,81.35
2014-03-13,80.45
2014-03-14,79.6
2014-03-18,80.15
2014-03-19,79.5
2014-03-20,78.1
2014-03-21,80.95
2014-03-22,82.8
2014-03-24,82.85
2014-03-25,80.55
2014-03-26,80.35
2014-03-27,80.65
2014-03-28,82.5
2014-03-31,82.55
2014-04-01,83.35
2014-04-02,84.7
2014-04-03,84.1
2014-04-04,84.45
2014-04-07,84.65
2014-04-09,91.15
2014-04-10,90.55
2014-04-11,91.55
2014-04-15,91.5
2014-04-16,88.65
2014-04-17,90.15
2014-04-21,88.35
2014-04-22,88.45
2014-04-23,87.5
2014-04-25,87.25
2014-04-28,87.05
2014-04-29,92.0
2014-04-30,88.95
2014-05-02,86.1
2014-05-05,86.5
2014-05-06,88.0
2014-05-07,89.15
2014-05-08,88.05
2014-05-09,92.15
2014-05-12,97.3
2014-05-13,89.6
2014-05-14,90.9
2014-05-15,88.2
2014-05-16,87.1
2014-05-19,94.2
2014-05-20,99.3
2014-05-21,98.4
2014-05-22,100.6
2014-05-23,101.35
2014-05-26,97.9
2014-05-27,99.3
2014-05-28,101.05
2014-05-29,98.35
2014-05-30,98.6
2014-06-02,100.2
2014-06-03,98.35
2014-06-04,101.2
2014-06-05,107.35
2014-06-06,105.6
2014-06-09,107.2
2014-06-10,116.2
2014-06-11,116.7
2014-06-12,117.4
2014-06-13,110.85
2014-06-16,110.3
2014-06-17,111.8
2014-06-18,109.85
2014-06-19,107.6
2014-06-20,105.6
2014-06-23,107.8
2014-06-24,111.0
2014-06-25,109.0
2014-06-26,109.8
2014-06-27,110.45
2014-06-30,112.1
2014-07-01,111.8
2014-07-02,134.15
2014-07-03,126.6
2014-07-04,128.3
2014-07-07,127.85
2014-07-08,115.45
2014-07-09,110.5
2014-07-10,108.1
2014-07-11,101.2
2014-07-14,101.25
2014-07-15,102.85
2014-07-16,104.0
2014-07-17,111.9
2014-07-18,107.85
2014-07-21,117.1
2014-07-22,122.0
2014-07-23,119.25
2014-07-24,124.25
2014-07-25,116.85
2014-07-28,117.1
2014-07-30,116.45
2014-07-31,117.6
2014-08-01,113.1
2014-08-04,113.6
2014-08-05,111.45
2014-08-06,114.35
2014-08-07,109.05
2014-08-08,104.9
2014-08-11,104.25
2014-08-12,107.55
2014-08-13,100.45
2014-08-14,103.05
2014-08-18,103.85
2014-08-19,101.7
2014-08-20,100.3
2014-08-21,100.25
2014-08-22,98.6
2014-08-25,98.4
2014-08-26,95.65
2014-08-27,96.35
2014-08-28,95.3
2014-09-01,94.9
2014-09-02,98.25
2014-09-03,100.85
2014-09-04,111.4
2014-09-05,113.25
2014-09-08,110.15
2014-09-09,124.4
2014-09-10,124.5
2014-09-11,145.6
2014-09-12,144.05
2014-09-15,140.55
2014-09-16,128.25
2014-09-17,133.15
2014-09-18,143.1
2014-09-19,138.5
2014-09-22,144.3
2014-09-23,138.95
2014-09-24,131.3
2014-09-25,121.7
2014-09-26,126.35
2014-09-29,129.2
2014-09-30,127.15
2014-10-01,126.15
2014-10-07,121.6
2014-10-08,137.0
2014-10-09,142.25
2014-10-10,143.65
2014-10-13,143.2
2014-10-14,171.8
2014-10-16,156.95
2014-10-17,169.9
2014-10-20,170.35
2014-10-21,155.65
2014-10-22,165.45
2014-10-23,174.95
2014-10-27,181.4
2014-10-28,180.0
2014-10-29,177.05
2014-10-30,194.75
2014-10-31,191.1
2014-11-03,187.85
2014-11-05,179.55
2014-11-07,181.9
2014-11-10,186.2
2014-11-11,182.6
2014-11-12,186.6
2014-11-13,187.85
2014-11-14,187.95
2014-11-17,190.3
2014-11-18,222.3
2014-11-19,212.4
2014-11-20,233.7
2014-11-21,221.2
2014-11-24,225.95
2014-11-25,212.45
2014-11-26,216.2
2014-11-27,212.75
2014-11-28,209.15
2014-12-01,172.95
2014-12-02,190.6
2014-12-03,208.05
2014-12-04,200.7
2014-12-05,193.9
2014-12-08,203.0
2014-12-09,204.3
2014-12-10,204.95
2014-12-11,198.25
2014-12-12,188.1
2014-12-15,181.5
2014-12-16,164.95
2014-12-17,170.0
2014-12-18,176.9
2014-12-19,170.25
2014-12-22,168.0
2014-12-23,167.5
2014-12-24,169.1
2014-12-26,167.7
2014-12-29,178.3
2014-12-30,175.75
2014-12-31,172.5
