Date,SETFGOLD
2014-01-01,2765.45
2014-01-02,2789.1
2014-01-03,2824.05
2014-01-06,2822.25
2014-01-07,2815.2
2014-01-08,2795.15
2014-01-09,2797.4
2014-01-10,2805.45
2014-01-13,2816.2
2014-01-14,2816.6
2014-01-15,2804.65
2014-01-16,2804.4
2014-01-17,2800.3
2014-01-20,2833.4
2014-01-21,2818.15
2014-01-22,2806.2
2014-01-23,2824.3
2014-01-24,2824.8
2014-01-27,2839.8
2014-01-28,2822.5
2014-01-29,2840.9
2014-01-30,2836.05
2014-01-31,2815.3
2014-02-03,2819.7
2014-02-04,2828.45
2014-02-05,2830.1
2014-02-06,2824.65
2014-02-07,2830.95
2014-02-10,2849.95
2014-02-11,2865.6
2014-02-12,2856.95
2014-02-13,2857.2
2014-02-14,2865.95
2014-02-17,2904.65
2014-02-18,2919.65
2014-02-19,2915.35
2014-02-20,2915.45
2014-02-21,2910.65
2014-02-24,2922.25
2014-02-25,2913.95
2014-02-26,2916.6
2014-02-28,2913.25
2014-03-03,2926.7
2014-03-04,2920.25
2014-03-05,2893.8
2014-03-06,2883.35
2014-03-07,2885.2
2014-03-10,2873.3
2014-03-11,2878.0
2014-03-12,2881.45
2014-03-13,2881.35
2014-03-14,2869.35
2014-03-18,2860.9
2014-03-19,2839.4
2014-03-20,2816.7
2014-03-21,2816.75
2014-03-22,2812.9
2014-03-24,2785.7
2014-03-25,2769.85
2014-03-26,2773.0
2014-03-27,2745.4
2014-03-28,2733.15
2014-03-31,2766.0
2014-04-01,2775.25
2014-04-02,2744.45
2014-04-03,2731.45
2014-04-04,2701.05
2014-04-07,2724.8
2014-04-09,2746.5
2014-04-10,2765.85
2014-04-11,2763.35
2014-04-15,2792.35
2014-04-16,2789.95
2014-04-17,2800.75
2014-04-21,2803.55
2014-04-22,2819.85
2014-04-23,2841.6
2014-04-25,2850.15
2014-04-28,2865.3
2014-04-29,2837.55
2014-04-30,2842.45
2014-05-02,2888.85
2014-05-05,2849.7
2014-05-06,2845.55
2014-05-07,2853.25
2014-05-08,2825.9
2014-05-09,2815.05
2014-05-12,2803.45
2014-05-13,2800.15
2014-05-14,2793.65
2014-05-15,2796.3
2014-05-16,2790.95
2014-05-19,2724.6
2014-05-20,2700.2
2014-05-21,2695.15
2014-05-22,2633.85
2014-05-23,2608.3
2014-05-26,2607.55
2014-05-27,2598.3
2014-05-28,2568.0
2014-05-29,2531.55
2014-05-30,2557.55
2014-06-02,2559.4
2014-06-03,2557.6
2014-06-04,2553.5
2014-06-05,2528.2
2014-06-06,2535.15
2014-06-09,2527.85
2014-06-10,2529.45
