Date,AMBIKCO
2014-01-01,275.2
2014-01-02,273.95
2014-01-06,295.0
2014-01-07,294.0
2014-01-08,299.0
2014-01-13,300.0
2014-01-14,302.0
2014-01-15,300.9
2014-01-16,305.0
2014-01-17,296.05
2014-01-20,298.0
2014-01-21,299.95
2014-01-22,299.95
2014-01-23,288.05
2014-01-24,296.6
2014-01-27,279.8
2014-01-28,277.45
2014-01-29,280.0
2014-01-31,281.0
2014-02-03,298.85
2014-02-04,305.0
2014-02-05,296.15
2014-02-06,306.9
2014-02-07,300.65
2014-02-10,301.0
2014-02-11,294.75
2014-02-12,304.8
2014-02-13,301.55
2014-02-14,301.05
2014-02-17,296.45
2014-02-18,299.2
2014-02-19,299.0
2014-02-20,301.55
2014-02-21,303.7
2014-02-24,299.35
2014-02-25,298.1
2014-02-26,293.75
2014-02-28,292.3
2014-03-03,291.55
2014-03-04,298.85
2014-03-05,294.4
2014-03-06,300.15
2014-03-07,298.95
2014-03-10,298.1
2014-03-11,290.5
2014-03-12,295.9
2014-03-13,293.8
2014-03-14,296.65
2014-03-18,292.25
2014-03-19,292.35
2014-03-20,292.05
2014-03-21,289.15
2014-03-22,290.0
2014-03-24,284.35
2014-03-25,284.85
2014-03-26,283.9
2014-03-27,286.9
2014-03-28,285.0
2014-03-31,286.95
2014-04-01,287.55
2014-04-02,291.25
2014-04-03,294.6
2014-04-04,287.6
2014-04-07,285.2
2014-04-09,287.0
2014-04-10,283.95
2014-04-11,284.7
2014-04-15,279.95
2014-04-16,280.75
2014-04-17,282.0
2014-04-21,300.65
2014-04-22,296.0
2014-04-23,299.2
2014-04-25,300.2
2014-04-28,333.25
2014-04-29,319.6
2014-04-30,315.55
2014-05-02,301.15
2014-05-05,316.45
2014-05-06,309.0
2014-05-07,303.4
2014-05-08,302.2
2014-05-09,307.15
2014-05-12,304.1
2014-05-13,307.7
2014-05-14,302.75
2014-05-15,303.45
2014-05-16,307.55
2014-05-19,328.75
2014-05-20,338.4
2014-05-21,334.35
2014-05-22,349.2
2014-05-23,348.85
2014-05-26,337.15
2014-05-27,332.35
2014-05-28,330.05
2014-05-29,335.0
2014-05-30,335.35
2014-06-02,338.0
2014-06-03,338.55
2014-06-04,341.3
2014-06-05,345.35
2014-06-06,351.85
2014-06-09,370.2
2014-06-10,353.5
2014-06-11,363.25
2014-06-12,408.75
2014-06-13,380.05
2014-06-16,385.7
2014-06-17,385.1
2014-06-18,374.75
2014-06-19,377.9
2014-06-20,380.65
2014-06-23,378.2
2014-06-24,372.5
2014-06-25,373.4
2014-06-26,369.8
2014-06-27,371.7
2014-06-30,387.7
2014-07-01,385.0
2014-07-02,390.65
2014-07-03,387.45
2014-07-04,383.15
2014-07-07,395.2
2014-07-08,380.0
2014-07-09,374.75
2014-07-10,369.85
2014-07-11,363.3
2014-07-14,365.75
2014-07-15,386.75
2014-07-16,397.6
2014-07-17,408.45
2014-07-18,407.9
2014-07-21,411.05
2014-07-22,421.45
2014-07-23,426.0
2014-07-24,425.35
2014-07-25,416.55
2014-07-28,399.2
2014-07-30,429.2
2014-07-31,442.4
2014-08-01,445.55
2014-08-04,449.75
2014-08-05,450.0
2014-08-06,473.3
2014-08-07,460.9
2014-08-08,441.3
2014-08-11,509.95
2014-08-12,497.65
2014-08-13,472.9
2014-08-14,490.95
2014-08-18,499.65
2014-08-19,493.05
2014-08-20,491.2
2014-08-21,490.0
2014-08-22,485.7
2014-08-25,489.0
2014-08-26,487.95
2014-08-27,485.45
2014-08-28,485.5
2014-09-01,487.95
2014-09-02,487.05
2014-09-03,467.95
2014-09-04,469.55
2014-09-05,485.2
2014-09-08,494.25
2014-09-09,552.15
2014-09-10,544.6
2014-09-11,555.45
2014-09-12,550.45
2014-09-15,542.1
2014-09-16,513.35
2014-09-17,499.15
2014-09-18,509.95
2014-09-19,499.35
2014-09-22,507.2
2014-09-23,490.2
2014-09-24,486.85
2014-09-25,479.3
2014-09-26,472.55
2014-09-29,485.95
2014-09-30,476.15
2014-10-01,470.35
2014-10-07,466.9
2014-10-08,463.4
2014-10-09,468.85
2014-10-10,473.1
2014-10-13,457.8
2014-10-14,457.05
2014-10-16,454.2
2014-10-17,454.4
2014-10-20,452.35
2014-10-21,448.45
2014-10-22,441.3
2014-10-23,448.0
2014-10-27,451.35
2014-10-28,456.35
2014-10-29,471.3
2014-10-30,478.5
2014-10-31,490.4
2014-11-03,489.45
2014-11-05,490.45
2014-11-07,520.75
2014-11-10,481.55
2014-11-11,472.15
2014-11-12,468.3
2014-11-13,478.3
2014-11-14,474.95
2014-11-17,483.75
2014-11-18,487.3
2014-11-19,491.55
2014-11-20,491.0
2014-11-21,489.3
2014-11-24,497.1
2014-11-25,487.8
2014-11-26,494.2
2014-11-27,495.75
2014-11-28,493.15
2014-12-01,539.4
2014-12-02,527.55
2014-12-03,536.05
2014-12-04,535.2
2014-12-05,534.65
2014-12-08,535.05
2014-12-09,524.3
2014-12-10,538.1
2014-12-11,534.55
2014-12-12,533.95
2014-12-15,514.85
2014-12-16,503.95
2014-12-17,492.6
2014-12-18,512.65
2014-12-19,517.1
2014-12-22,541.25
2014-12-23,551.2
2014-12-24,545.45
2014-12-26,542.05
2014-12-29,540.7
2014-12-30,529.8
2014-12-31,528.35
