Date,ALBK
2014-01-01,96.45
2014-01-02,95.05
2014-01-03,96.1
2014-01-06,93.95
2014-01-07,92.75
2014-01-08,99.15
2014-01-09,95.65
2014-01-10,95.1
2014-01-13,94.8
2014-01-14,94.95
2014-01-15,97.1
2014-01-16,94.85
2014-01-17,92.7
2014-01-20,93.4
2014-01-21,90.9
2014-01-22,90.45
2014-01-23,90.3
2014-01-24,86.85
2014-01-27,79.4
2014-01-28,80.2
2014-01-29,78.2
2014-01-30,76.25
2014-01-31,79.45
2014-02-03,76.1
2014-02-04,77.45
2014-02-05,77.35
2014-02-06,77.05
2014-02-07,78.0
2014-02-10,77.0
2014-02-11,77.1
2014-02-12,76.25
2014-02-13,74.2
2014-02-14,73.75
2014-02-17,73.2
2014-02-18,75.1
2014-02-19,74.25
2014-02-20,73.3
2014-02-21,73.9
2014-02-24,74.55
2014-02-25,74.1
2014-02-26,73.8
2014-02-28,75.2
2014-03-03,75.0
2014-03-04,77.4
2014-03-05,78.85
2014-03-06,79.45
2014-03-07,80.9
2014-03-10,83.7
2014-03-11,83.5
2014-03-12,82.0
2014-03-13,81.3
2014-03-14,81.0
2014-03-18,82.35
2014-03-19,82.05
2014-03-20,80.05
2014-03-21,81.15
2014-03-22,81.4
2014-03-24,82.2
2014-03-25,82.8
2014-03-26,83.6
2014-03-27,85.7
2014-03-28,90.75
2014-03-31,90.9
2014-04-01,89.7
2014-04-02,94.6
2014-04-03,93.15
2014-04-04,92.65
2014-04-07,91.75
2014-04-09,95.4
2014-04-10,95.1
2014-04-11,94.35
2014-04-15,93.55
2014-04-16,91.55
2014-04-17,94.7
2014-04-21,95.35
2014-04-22,94.9
2014-04-23,95.25
2014-04-25,98.75
2014-04-28,101.3
2014-04-29,98.65
2014-04-30,100.05
2014-05-02,101.65
2014-05-05,102.6
2014-05-06,104.0
2014-05-07,95.0
2014-05-08,90.85
2014-05-09,93.75
2014-05-12,94.75
2014-05-13,96.9
2014-05-14,102.4
2014-05-15,100.0
2014-05-16,108.3
2014-05-19,118.65
2014-05-20,119.3
2014-05-21,118.75
2014-05-22,121.8
2014-05-23,130.5
2014-05-26,131.1
2014-05-27,132.5
2014-05-28,128.3
2014-05-29,131.85
2014-05-30,126.5
2014-06-02,135.05
2014-06-03,131.35
2014-06-04,137.85
2014-06-05,137.8
2014-06-06,142.9
2014-06-09,144.95
2014-06-10,147.4
2014-06-11,143.1
2014-06-12,140.5
2014-06-13,131.8
2014-06-16,134.45
2014-06-17,139.05
2014-06-18,133.0
2014-06-19,132.1
2014-06-20,126.65
2014-06-23,132.85
2014-06-24,135.35
2014-06-25,134.8
2014-06-26,135.1
2014-06-27,132.85
2014-06-30,145.05
2014-07-01,141.3
2014-07-02,140.85
2014-07-03,141.75
2014-07-04,140.45
2014-07-07,137.6
2014-07-08,128.1
2014-07-09,124.4
2014-07-10,122.5
2014-07-11,114.9
2014-07-14,117.4
2014-07-15,120.85
2014-07-16,122.8
2014-07-17,123.45
2014-07-18,121.7
2014-07-21,121.8
2014-07-22,120.75
2014-07-23,120.75
2014-07-24,117.3
2014-07-25,118.6
2014-07-28,118.9
2014-07-30,121.85
2014-07-31,121.45
2014-08-01,120.9
2014-08-04,122.0
2014-08-05,123.55
2014-08-06,120.65
2014-08-07,118.8
2014-08-08,118.6
2014-08-11,119.55
2014-08-12,120.5
2014-08-13,115.85
2014-08-14,118.8
2014-08-18,122.0
2014-08-19,121.5
2014-08-20,119.7
2014-08-21,123.55
2014-08-22,125.15
2014-08-25,121.35
2014-08-26,117.05
2014-08-27,114.4
2014-08-28,113.95
2014-09-01,118.3
2014-09-02,118.1
2014-09-03,119.05
2014-09-04,115.7
2014-09-05,115.8
2014-09-08,116.45
2014-09-09,116.0
2014-09-10,117.5
2014-09-11,120.45
2014-09-12,122.05
2014-09-15,125.4
2014-09-16,119.85
2014-09-17,120.8
2014-09-18,125.2
2014-09-19,123.15
2014-09-22,121.7
2014-09-23,116.05
2014-09-24,110.25
2014-09-25,96.9
2014-09-26,103.65
2014-09-29,102.65
2014-09-30,99.35
2014-10-01,97.4
2014-10-07,95.2
2014-10-08,96.35
2014-10-09,100.75
2014-10-10,99.8
2014-10-13,101.85
2014-10-14,102.85
2014-10-16,99.05
2014-10-17,103.3
2014-10-20,106.15
2014-10-21,107.35
2014-10-22,106.7
2014-10-23,107.35
2014-10-27,107.4
2014-10-28,107.8
2014-10-29,107.0
2014-10-30,113.2
2014-10-31,114.8
2014-11-03,118.15
2014-11-05,116.0
2014-11-07,116.2
2014-11-10,114.85
2014-11-11,120.75
2014-11-12,121.05
2014-11-13,118.15
2014-11-14,119.45
2014-11-17,120.95
2014-11-18,123.1
2014-11-19,118.4
2014-11-20,117.6
2014-11-21,118.8
2014-11-24,118.4
2014-11-25,113.7
2014-11-26,114.15
2014-11-27,115.15
2014-11-28,121.35
2014-12-01,119.9
2014-12-02,127.5
2014-12-03,130.2
2014-12-04,134.5
2014-12-05,132.1
2014-12-08,129.0
2014-12-09,125.45
2014-12-10,131.4
2014-12-11,129.1
2014-12-12,125.35
2014-12-15,124.2
2014-12-16,117.7
2014-12-17,118.4
2014-12-18,124.3
2014-12-19,124.0
2014-12-22,125.95
2014-12-23,124.6
2014-12-24,125.15
2014-12-26,130.3
2014-12-29,129.35
2014-12-30,133.0
2014-12-31,132.8
