Date,HINDPETRO
2014-01-01,239.55
2014-01-02,232.4
2014-01-03,227.05
2014-01-06,225.55
2014-01-07,221.65
2014-01-08,217.15
2014-01-09,220.25
2014-01-10,220.7
2014-01-13,220.45
2014-01-14,218.55
2014-01-15,222.15
2014-01-16,226.05
2014-01-17,236.8
2014-01-20,233.7
2014-01-21,233.7
2014-01-22,237.85
2014-01-23,235.5
2014-01-24,232.25
2014-01-27,228.05
2014-01-28,227.0
2014-01-29,240.35
2014-01-30,232.85
2014-01-31,244.25
2014-02-03,244.4
2014-02-04,240.15
2014-02-05,239.95
2014-02-06,242.7
2014-02-07,241.3
2014-02-10,242.3
2014-02-11,249.7
2014-02-12,245.8
2014-02-13,234.9
2014-02-14,236.35
2014-02-17,238.15
2014-02-18,240.1
2014-02-19,239.8
2014-02-20,242.2
2014-02-21,253.45
2014-02-24,252.3
2014-02-25,256.2
2014-02-26,262.7
2014-02-28,264.75
2014-03-03,270.05
2014-03-04,271.55
2014-03-05,274.85
2014-03-06,283.45
2014-03-07,290.45
2014-03-10,288.9
2014-03-11,286.75
2014-03-12,280.9
2014-03-13,290.8
2014-03-14,285.15
2014-03-18,295.2
2014-03-19,291.9
2014-03-20,287.0
2014-03-21,278.1
2014-03-22,278.2
2014-03-24,283.25
2014-03-25,290.2
2014-03-26,292.45
2014-03-27,296.95
2014-03-28,306.75
2014-03-31,309.8
2014-04-01,303.5
2014-04-02,307.55
2014-04-03,300.55
2014-04-04,314.35
2014-04-07,307.35
2014-04-09,313.8
2014-04-10,318.5
2014-04-11,310.8
2014-04-15,314.2
2014-04-16,302.85
2014-04-17,311.95
2014-04-21,318.9
2014-04-22,327.75
2014-04-23,326.5
2014-04-25,315.1
2014-04-28,318.15
2014-04-29,318.45
2014-04-30,321.85
2014-05-02,329.45
2014-05-05,335.05
2014-05-06,341.5
2014-05-07,347.7
2014-05-08,349.25
2014-05-09,362.9
2014-05-12,376.45
2014-05-13,378.1
2014-05-14,376.45
2014-05-15,375.5
2014-05-16,404.55
2014-05-19,434.3
2014-05-20,431.45
2014-05-21,424.45
2014-05-22,431.65
2014-05-23,434.7
2014-05-26,436.45
2014-05-27,425.3
2014-05-28,408.3
2014-05-29,411.1
2014-05-30,400.65
2014-06-02,423.45
2014-06-03,424.15
2014-06-04,424.2
2014-06-05,446.55
2014-06-06,455.8
2014-06-09,443.9
2014-06-10,430.6
2014-06-11,427.85
2014-06-12,428.5
2014-06-13,393.25
2014-06-16,407.75
2014-06-17,423.15
2014-06-18,402.15
2014-06-19,389.2
2014-06-20,388.0
2014-06-23,391.05
2014-06-24,419.3
2014-06-25,416.3
2014-06-26,398.35
2014-06-27,397.2
2014-06-30,416.2
2014-07-01,413.15
2014-07-02,417.2
2014-07-03,414.4
2014-07-04,421.45
2014-07-07,408.4
2014-07-08,386.55
2014-07-09,398.6
2014-07-10,396.1
2014-07-11,376.9
2014-07-14,386.9
2014-07-15,401.0
2014-07-16,406.05
2014-07-17,408.25
2014-07-18,395.45
2014-07-21,389.6
2014-07-22,386.85
2014-07-23,395.15
2014-07-24,393.3
2014-07-25,384.45
2014-07-28,383.3
2014-07-30,389.3
2014-07-31,399.3
2014-08-01,402.6
2014-08-04,423.2
2014-08-05,415.95
2014-08-06,404.15
2014-08-07,418.05
2014-08-08,398.55
2014-08-11,409.1
2014-08-12,404.95
2014-08-13,415.15
2014-08-14,414.3
2014-08-18,440.6
2014-08-19,451.6
2014-08-20,447.9
2014-08-21,467.45
2014-08-22,458.35
2014-08-25,454.75
2014-08-26,447.15
2014-08-27,453.6
2014-08-28,458.0
2014-09-01,466.5
2014-09-02,471.2
2014-09-03,477.1
2014-09-04,468.6
2014-09-05,474.75
2014-09-08,495.95
2014-09-09,494.35
2014-09-10,485.2
2014-09-11,499.05
2014-09-12,493.5
2014-09-15,498.45
2014-09-16,469.1
2014-09-17,473.1
2014-09-18,487.1
2014-09-19,477.45
2014-09-22,483.05
2014-09-23,474.85
2014-09-24,479.0
2014-09-25,458.95
2014-09-26,474.55
2014-09-29,469.55
2014-09-30,482.15
2014-10-01,488.45
2014-10-07,485.05
2014-10-08,511.95
2014-10-09,511.7
2014-10-10,508.6
2014-10-13,508.65
2014-10-14,497.65
2014-10-16,496.2
2014-10-17,491.7
2014-10-20,528.0
2014-10-21,519.1
2014-10-22,522.7
2014-10-23,526.6
2014-10-27,515.85
2014-10-28,518.15
2014-10-29,519.85
2014-10-30,522.15
2014-10-31,530.4
2014-11-03,535.5
2014-11-05,546.3
2014-11-07,571.15
2014-11-10,578.65
2014-11-11,577.55
2014-11-12,578.65
2014-11-13,542.3
2014-11-14,555.15
2014-11-17,549.85
2014-11-18,537.3
2014-11-19,536.3
2014-11-20,533.8
2014-11-21,534.55
2014-11-24,529.0
2014-11-25,527.65
2014-11-26,529.85
2014-11-27,547.55
2014-11-28,596.55
2014-12-01,603.55
2014-12-02,592.65
2014-12-03,579.3
2014-12-04,582.95
2014-12-05,569.85
2014-12-08,568.0
2014-12-09,582.55
2014-12-10,574.3
2014-12-11,570.6
2014-12-12,562.2
2014-12-15,541.25
2014-12-16,551.3
2014-12-17,549.6
2014-12-18,575.95
2014-12-19,571.2
2014-12-22,572.15
2014-12-23,565.8
2014-12-24,549.25
2014-12-26,541.15
2014-12-29,544.2
2014-12-30,549.95
2014-12-31,547.45
