Date,VARDHACRLC
2014-01-01,15.55
2014-01-02,15.55
2014-01-03,15.5
2014-01-06,16.55
2014-01-07,16.25
2014-01-08,16.9
2014-01-09,16.5
2014-01-10,16.5
2014-01-13,16.5
2014-01-14,16.8
2014-01-15,17.1
2014-01-16,16.7
2014-01-17,16.75
2014-01-20,17.0
2014-01-21,16.65
2014-01-22,16.65
2014-01-23,16.6
2014-01-24,16.15
2014-01-27,15.5
2014-01-28,15.4
2014-01-29,15.5
2014-01-30,15.0
2014-01-31,15.25
2014-02-03,15.4
2014-02-04,15.6
2014-02-05,15.5
2014-02-06,15.7
2014-02-07,15.35
2014-02-10,15.5
2014-02-11,15.4
2014-02-12,15.4
2014-02-13,15.05
2014-02-14,15.15
2014-02-17,15.4
2014-02-18,15.2
2014-02-19,14.85
2014-02-20,14.85
2014-02-21,15.7
2014-02-24,15.25
2014-02-25,15.05
2014-02-26,15.0
2014-02-28,15.15
2014-03-03,15.05
2014-03-04,15.7
2014-03-05,16.0
2014-03-06,15.65
2014-03-07,15.5
2014-03-10,15.8
2014-03-11,15.65
2014-03-12,16.0
2014-03-13,15.65
2014-03-14,16.0
2014-03-18,16.0
2014-03-19,15.6
2014-03-20,16.0
2014-03-21,15.75
2014-03-22,16.15
2014-03-24,15.7
2014-03-25,15.6
2014-03-26,15.7
2014-03-27,16.1
2014-03-28,16.0
2014-03-31,15.9
2014-04-01,15.85
2014-04-02,15.95
2014-04-03,15.9
2014-04-04,16.0
2014-04-07,15.85
2014-04-09,16.0
2014-04-10,15.75
2014-04-11,15.7
2014-04-15,16.0
2014-04-16,15.6
2014-04-17,15.65
2014-04-21,15.7
2014-04-22,15.7
2014-04-23,15.75
2014-04-25,15.65
2014-04-28,15.65
2014-04-29,15.8
2014-04-30,15.65
2014-05-02,15.7
2014-05-05,15.85
2014-05-06,15.95
2014-05-07,15.75
2014-05-08,15.7
2014-05-09,15.7
2014-05-12,15.7
2014-05-13,15.75
2014-05-14,15.65
2014-05-15,15.55
2014-05-16,15.6
2014-05-19,16.85
2014-05-20,17.65
2014-05-21,17.7
2014-05-22,18.25
2014-05-23,18.5
2014-05-26,17.95
2014-05-27,17.7
2014-05-28,17.95
2014-05-29,17.8
2014-05-30,18.05
2014-06-02,19.0
2014-06-03,20.0
2014-06-04,21.2
2014-06-05,23.25
2014-06-06,24.15
2014-06-09,23.55
2014-06-10,22.45
2014-06-11,21.85
2014-06-12,21.35
2014-06-13,20.6
2014-06-16,20.85
2014-06-17,22.7
2014-06-18,20.95
2014-06-19,21.3
2014-06-20,21.35
2014-06-23,21.25
2014-06-24,21.2
2014-06-25,21.0
2014-06-26,21.1
2014-06-27,21.2
2014-06-30,21.25
2014-07-01,22.1
2014-07-02,22.0
2014-07-03,22.1
2014-07-04,22.85
2014-07-07,22.25
2014-07-08,21.15
2014-07-09,20.45
2014-07-10,20.65
2014-07-11,19.25
2014-07-14,18.9
2014-07-15,19.7
2014-07-16,19.6
2014-07-17,19.75
2014-07-18,19.4
2014-07-21,18.65
2014-07-22,18.4
2014-07-23,18.6
2014-07-24,19.2
2014-07-25,18.85
2014-07-28,18.85
2014-07-30,19.0
2014-07-31,19.0
2014-08-01,18.8
2014-08-04,19.15
2014-08-05,19.45
2014-08-06,19.5
2014-08-07,19.3
2014-08-08,19.4
2014-08-11,19.4
2014-08-12,19.8
2014-08-13,19.3
2014-08-14,19.1
2014-08-18,19.35
2014-08-19,19.5
2014-08-20,19.3
2014-08-21,20.45
2014-08-22,19.75
2014-08-25,19.65
2014-08-26,19.1
2014-08-27,19.55
2014-08-28,19.35
2014-09-01,19.45
2014-09-02,19.5
2014-09-03,19.5
2014-09-04,19.35
2014-09-05,19.45
2014-09-08,19.95
2014-09-09,22.95
2014-09-10,22.2
2014-09-11,22.45
2014-09-12,22.35
2014-09-15,22.45
2014-09-16,20.5
2014-09-17,21.2
2014-09-18,21.15
2014-09-19,21.75
2014-09-22,23.9
2014-09-23,23.95
2014-09-24,23.0
2014-09-25,22.35
2014-09-26,22.95
2014-09-29,22.75
2014-09-30,23.0
2014-10-01,22.95
2014-10-07,21.95
2014-10-08,21.55
2014-10-09,22.0
2014-10-10,21.55
2014-10-13,22.0
2014-10-14,21.8
2014-10-16,21.0
2014-10-17,20.8
2014-10-20,20.95
2014-10-21,20.8
2014-10-22,20.65
2014-10-23,21.05
2014-10-27,20.7
2014-10-28,20.9
2014-10-29,20.9
2014-10-30,21.3
2014-10-31,21.1
2014-11-03,21.4
2014-11-05,21.65
2014-11-07,21.8
2014-11-10,22.35
2014-11-11,22.15
2014-11-12,22.45
2014-11-13,22.45
2014-11-14,22.8
2014-11-17,23.5
2014-11-18,26.2
2014-11-19,26.35
2014-11-20,25.55
2014-11-21,25.35
2014-11-24,27.9
2014-11-25,26.15
2014-11-26,26.65
2014-11-27,26.15
2014-11-28,26.05
2014-12-01,26.9
2014-12-02,28.1
2014-12-03,28.05
2014-12-04,27.55
2014-12-05,27.15
2014-12-08,26.3
2014-12-09,26.5
2014-12-10,28.25
2014-12-11,28.7
2014-12-12,28.35
2014-12-15,28.25
2014-12-16,27.2
2014-12-17,26.8
2014-12-18,27.25
2014-12-19,27.2
2014-12-22,27.05
2014-12-23,27.15
2014-12-24,31.35
2014-12-26,30.3
2014-12-29,31.75
2014-12-30,30.75
2014-12-31,30.55
