Date,BALLARPUR
2014-01-01,13.25
2014-01-02,12.9
2014-01-03,12.9
2014-01-06,13.6
2014-01-07,13.3
2014-01-08,13.95
2014-01-09,13.65
2014-01-10,13.1
2014-01-13,13.15
2014-01-14,12.95
2014-01-15,12.95
2014-01-16,13.1
2014-01-17,12.8
2014-01-20,12.8
2014-01-21,12.8
2014-01-22,12.85
2014-01-23,12.85
2014-01-24,12.65
2014-01-27,11.85
2014-01-28,12.1
2014-01-29,12.0
2014-01-30,11.85
2014-01-31,11.85
2014-02-03,12.0
2014-02-04,12.05
2014-02-05,11.95
2014-02-06,12.15
2014-02-07,12.05
2014-02-10,11.95
2014-02-11,11.95
2014-02-12,11.9
2014-02-13,11.6
2014-02-14,11.6
2014-02-17,11.45
2014-02-18,11.65
2014-02-19,11.8
2014-02-20,12.0
2014-02-21,11.85
2014-02-24,11.6
2014-02-25,11.55
2014-02-26,11.55
2014-02-28,11.45
2014-03-03,11.3
2014-03-04,11.45
2014-03-05,11.7
2014-03-06,11.95
2014-03-07,11.85
2014-03-10,12.15
2014-03-11,12.15
2014-03-12,12.0
2014-03-13,12.0
2014-03-14,11.85
2014-03-18,11.95
2014-03-19,12.0
2014-03-20,11.8
2014-03-21,12.0
2014-03-22,11.9
2014-03-24,12.05
2014-03-25,11.9
2014-03-26,12.4
2014-03-27,12.35
2014-03-28,12.7
2014-03-31,13.1
2014-04-01,13.85
2014-04-02,15.05
2014-04-03,14.55
2014-04-04,14.6
2014-04-07,14.85
2014-04-09,15.0
2014-04-10,14.7
2014-04-11,15.1
2014-04-15,15.4
2014-04-16,14.95
2014-04-17,14.55
2014-04-21,15.05
2014-04-22,15.0
2014-04-23,16.1
2014-04-25,15.55
2014-04-28,15.35
2014-04-29,14.95
2014-04-30,14.45
2014-05-02,14.55
2014-05-05,14.55
2014-05-06,14.4
2014-05-07,14.25
2014-05-08,14.35
2014-05-09,14.55
2014-05-12,14.65
2014-05-13,14.85
2014-05-14,15.0
2014-05-15,14.75
2014-05-16,14.95
2014-05-19,16.65
2014-05-20,19.1
2014-05-21,18.2
2014-05-22,18.5
2014-05-23,18.6
2014-05-26,17.4
2014-05-27,16.9
2014-05-28,17.1
2014-05-29,16.85
2014-05-30,16.65
2014-06-02,17.5
2014-06-03,18.6
2014-06-04,18.0
2014-06-05,18.5
2014-06-06,18.5
2014-06-09,18.25
2014-06-10,18.0
2014-06-11,18.1
2014-06-12,20.4
2014-06-13,19.35
2014-06-16,18.55
2014-06-17,19.35
2014-06-18,18.9
2014-06-19,18.95
2014-06-20,18.3
2014-06-23,19.35
2014-06-24,19.3
2014-06-25,19.4
2014-06-26,19.0
2014-06-27,19.1
2014-06-30,19.2
2014-07-01,19.65
2014-07-02,19.85
2014-07-03,19.1
2014-07-04,19.2
2014-07-07,19.1
2014-07-08,17.8
2014-07-09,17.0
2014-07-10,17.3
2014-07-11,16.55
2014-07-14,16.0
2014-07-15,16.2
2014-07-16,16.6
2014-07-17,17.15
2014-07-18,17.45
2014-07-21,17.35
2014-07-22,18.0
2014-07-23,17.95
2014-07-24,17.8
2014-07-25,17.15
2014-07-28,16.65
2014-07-30,17.05
2014-07-31,16.75
2014-08-01,16.3
2014-08-04,16.75
2014-08-05,16.5
2014-08-06,16.35
2014-08-07,16.4
2014-08-08,16.1
2014-08-11,16.25
2014-08-12,16.05
2014-08-13,15.8
2014-08-14,16.1
2014-08-18,16.5
2014-08-19,16.4
2014-08-20,16.85
2014-08-21,17.1
2014-08-22,16.75
2014-08-25,16.3
2014-08-26,15.85
2014-08-27,15.75
2014-08-28,15.35
2014-09-01,15.6
2014-09-02,17.65
2014-09-03,18.15
2014-09-04,17.8
2014-09-05,18.8
2014-09-08,19.2
2014-09-09,19.35
2014-09-10,18.9
2014-09-11,19.0
2014-09-12,20.35
2014-09-15,19.35
2014-09-16,17.7
2014-09-17,17.55
2014-09-18,18.4
2014-09-19,18.0
2014-09-22,17.95
2014-09-23,17.0
2014-09-24,16.8
2014-09-25,16.2
2014-09-26,16.45
2014-09-29,16.45
2014-09-30,16.45
2014-10-01,16.25
2014-10-07,17.45
2014-10-08,16.95
2014-10-09,17.1
2014-10-10,16.7
2014-10-13,16.8
2014-10-14,16.6
2014-10-16,16.0
2014-10-17,15.85
2014-10-20,15.95
2014-10-21,16.1
2014-10-22,16.35
2014-10-23,16.55
2014-10-27,16.3
2014-10-28,17.05
2014-10-29,17.1
2014-10-30,17.2
2014-10-31,17.05
2014-11-03,17.8
2014-11-05,18.5
2014-11-07,18.55
2014-11-10,19.0
2014-11-11,18.5
2014-11-12,16.95
2014-11-13,17.2
2014-11-14,17.15
2014-11-17,17.2
2014-11-18,17.7
2014-11-19,17.3
2014-11-20,17.45
2014-11-21,17.2
2014-11-24,17.25
2014-11-25,16.5
2014-11-26,16.8
2014-11-27,16.55
2014-11-28,16.7
2014-12-01,16.35
2014-12-02,16.55
2014-12-03,16.6
2014-12-04,17.1
2014-12-05,17.0
2014-12-08,16.45
2014-12-09,15.9
2014-12-10,16.5
2014-12-11,16.55
2014-12-12,15.95
2014-12-15,15.65
2014-12-16,14.95
2014-12-17,15.05
2014-12-18,15.55
2014-12-19,15.45
2014-12-22,15.7
2014-12-23,15.6
2014-12-24,15.4
2014-12-26,15.45
2014-12-29,15.45
2014-12-30,15.35
2014-12-31,15.45
