Date,PENINLAND
2014-01-01,41.1
2014-01-02,38.95
2014-01-03,38.4
2014-01-06,39.35
2014-01-07,38.35
2014-01-08,37.8
2014-01-09,36.45
2014-01-10,36.35
2014-01-13,36.0
2014-01-14,36.0
2014-01-15,35.75
2014-01-16,35.05
2014-01-17,35.1
2014-01-20,35.05
2014-01-21,34.85
2014-01-22,36.35
2014-01-23,35.65
2014-01-24,33.95
2014-01-27,32.1
2014-01-28,32.35
2014-01-29,32.15
2014-01-30,31.35
2014-01-31,32.05
2014-02-03,31.5
2014-02-04,31.6
2014-02-05,31.9
2014-02-06,31.55
2014-02-07,32.0
2014-02-10,31.9
2014-02-11,32.05
2014-02-12,31.8
2014-02-13,31.1
2014-02-14,30.6
2014-02-17,28.7
2014-02-18,28.85
2014-02-19,28.7
2014-02-20,30.35
2014-02-21,30.4
2014-02-24,30.2
2014-02-25,29.7
2014-02-26,29.2
2014-02-28,28.75
2014-03-03,28.85
2014-03-04,29.1
2014-03-05,30.05
2014-03-06,30.8
2014-03-07,31.75
2014-03-10,31.95
2014-03-11,32.7
2014-03-12,31.65
2014-03-13,30.1
2014-03-14,30.25
2014-03-18,30.6
2014-03-19,30.35
2014-03-20,30.75
2014-03-21,30.85
2014-03-22,31.35
2014-03-24,30.75
2014-03-25,30.75
2014-03-26,30.8
2014-03-27,30.95
2014-03-28,30.7
2014-03-31,31.95
2014-04-01,31.7
2014-04-02,32.5
2014-04-03,33.5
2014-04-04,35.15
2014-04-07,35.45
2014-04-09,37.35
2014-04-10,36.75
2014-04-11,36.9
2014-04-15,35.1
2014-04-16,36.05
2014-04-17,36.35
2014-04-21,37.05
2014-04-22,36.65
2014-04-23,36.45
2014-04-25,36.1
2014-04-28,36.1
2014-04-29,35.0
2014-04-30,32.7
2014-05-02,32.8
2014-05-05,31.95
2014-05-06,31.9
2014-05-07,31.7
2014-05-08,31.8
2014-05-09,32.6
2014-05-12,32.75
2014-05-13,34.75
2014-05-14,35.35
2014-05-15,34.15
2014-05-16,35.45
2014-05-19,38.1
2014-05-20,40.0
2014-05-21,44.35
2014-05-22,45.05
2014-05-23,47.0
2014-05-26,41.2
2014-05-27,39.45
2014-05-28,41.15
2014-05-29,39.5
2014-05-30,39.65
2014-06-02,41.0
2014-06-03,43.9
2014-06-04,43.8
2014-06-05,44.5
2014-06-06,45.2
2014-06-09,46.15
2014-06-10,44.95
2014-06-11,42.1
2014-06-12,41.75
2014-06-13,39.95
2014-06-16,40.1
2014-06-17,41.15
2014-06-18,39.85
2014-06-19,41.5
2014-06-20,40.4
2014-06-23,41.9
2014-06-24,42.05
2014-06-25,41.6
2014-06-26,40.45
2014-06-27,40.5
2014-06-30,41.55
2014-07-01,42.4
2014-07-02,45.1
2014-07-03,43.1
2014-07-04,42.75
2014-07-07,42.05
2014-07-08,38.8
2014-07-09,36.8
2014-07-10,39.25
2014-07-11,37.1
2014-07-14,37.6
2014-07-15,38.45
2014-07-16,40.95
2014-07-17,41.5
2014-07-18,40.25
2014-07-21,39.6
2014-07-22,39.1
2014-07-23,38.95
2014-07-24,38.9
2014-07-25,37.6
2014-07-28,37.3
2014-07-30,37.45
2014-07-31,38.05
2014-08-01,36.65
2014-08-04,36.65
2014-08-05,37.05
2014-08-06,36.95
2014-08-07,36.25
2014-08-08,34.7
2014-08-11,34.6
2014-08-12,35.4
2014-08-13,33.85
2014-08-14,34.55
2014-08-18,35.25
2014-08-19,35.4
2014-08-20,35.35
2014-08-21,35.85
2014-08-22,36.05
2014-08-25,35.8
2014-08-26,35.1
2014-08-27,34.8
2014-08-28,34.2
2014-09-01,36.45
2014-09-02,36.25
2014-09-03,37.95
2014-09-04,36.4
2014-09-05,36.3
2014-09-08,36.95
2014-09-09,37.4
2014-09-10,37.55
2014-09-11,37.05
2014-09-12,37.45
2014-09-15,37.2
2014-09-16,34.7
2014-09-17,34.9
2014-09-18,36.4
2014-09-19,36.15
2014-09-22,36.35
2014-09-23,34.9
2014-09-24,33.95
2014-09-25,32.5
2014-09-26,33.2
2014-09-29,33.95
2014-09-30,33.6
2014-10-01,33.8
2014-10-07,33.55
2014-10-08,33.65
2014-10-09,34.75
2014-10-10,34.3
2014-10-13,34.05
2014-10-14,33.6
2014-10-16,32.35
2014-10-17,32.15
2014-10-20,32.85
2014-10-21,32.95
2014-10-22,32.95
2014-10-23,33.0
2014-10-27,33.0
2014-10-28,33.25
2014-10-29,33.95
2014-10-30,36.05
2014-10-31,35.7
2014-11-03,37.05
2014-11-05,34.15
2014-11-07,34.0
2014-11-10,33.9
2014-11-11,33.7
2014-11-12,33.75
2014-11-13,33.2
2014-11-14,33.0
2014-11-17,32.65
2014-11-18,34.35
2014-11-19,34.0
2014-11-20,34.05
2014-11-21,34.25
2014-11-24,33.85
2014-11-25,33.55
2014-11-26,33.65
2014-11-27,33.65
2014-11-28,33.4
2014-12-01,32.75
2014-12-02,32.45
2014-12-03,33.7
2014-12-04,33.45
2014-12-05,34.65
2014-12-08,34.4
2014-12-09,33.15
2014-12-10,34.15
2014-12-11,33.3
2014-12-12,32.55
2014-12-15,32.35
2014-12-16,31.35
2014-12-17,31.5
2014-12-18,33.5
2014-12-19,33.3
2014-12-22,33.65
2014-12-23,32.55
2014-12-24,32.6
2014-12-26,32.85
2014-12-29,32.85
2014-12-30,33.0
2014-12-31,32.85
