Date,KEC
2014-01-01,56.85
2014-01-02,54.3
2014-01-03,54.9
2014-01-06,55.95
2014-01-07,56.95
2014-01-08,56.05
2014-01-09,56.2
2014-01-10,55.1
2014-01-13,55.0
2014-01-14,54.7
2014-01-15,55.4
2014-01-16,55.3
2014-01-17,55.25
2014-01-20,54.95
2014-01-21,54.2
2014-01-22,54.0
2014-01-23,53.65
2014-01-24,52.95
2014-01-27,51.05
2014-01-28,51.65
2014-01-29,51.5
2014-01-30,51.35
2014-01-31,52.95
2014-02-03,52.4
2014-02-04,53.4
2014-02-05,53.75
2014-02-06,52.95
2014-02-07,52.25
2014-02-10,52.15
2014-02-11,52.15
2014-02-12,54.3
2014-02-13,53.4
2014-02-14,52.0
2014-02-17,52.8
2014-02-18,52.0
2014-02-19,54.35
2014-02-20,56.5
2014-02-21,54.7
2014-02-24,53.55
2014-02-25,53.2
2014-02-26,53.3
2014-02-28,54.0
2014-03-03,53.85
2014-03-04,54.2
2014-03-05,56.2
2014-03-06,57.05
2014-03-07,60.0
2014-03-10,61.4
2014-03-11,61.1
2014-03-12,60.75
2014-03-13,60.6
2014-03-14,61.95
2014-03-18,63.45
2014-03-19,64.75
2014-03-20,66.0
2014-03-21,65.65
2014-03-22,66.15
2014-03-24,66.5
2014-03-25,67.05
2014-03-26,66.45
2014-03-27,67.2
2014-03-28,67.55
2014-03-31,67.55
2014-04-01,68.2
2014-04-02,69.55
2014-04-03,67.9
2014-04-04,68.85
2014-04-07,69.7
2014-04-09,70.15
2014-04-10,71.7
2014-04-11,73.75
2014-04-15,74.05
2014-04-16,74.5
2014-04-17,75.65
2014-04-21,80.15
2014-04-22,79.35
2014-04-23,79.55
2014-04-25,79.95
2014-04-28,78.45
2014-04-29,79.3
2014-04-30,75.35
2014-05-02,77.15
2014-05-05,77.65
2014-05-06,79.35
2014-05-07,83.1
2014-05-08,82.8
2014-05-09,84.8
2014-05-12,92.55
2014-05-13,89.9
2014-05-14,88.6
2014-05-15,89.55
2014-05-16,93.7
2014-05-19,100.75
2014-05-20,103.65
2014-05-21,108.55
2014-05-22,115.25
2014-05-23,118.15
2014-05-26,120.05
2014-05-27,120.15
2014-05-28,120.05
2014-05-29,117.6
2014-05-30,117.95
2014-06-02,120.4
2014-06-03,117.75
2014-06-04,118.05
2014-06-05,118.2
2014-06-06,117.85
2014-06-09,119.45
2014-06-10,119.9
2014-06-11,124.25
2014-06-12,124.15
2014-06-13,121.4
2014-06-16,118.5
2014-06-17,119.35
2014-06-18,120.15
2014-06-19,117.9
2014-06-20,117.3
2014-06-23,114.1
2014-06-24,117.25
2014-06-25,120.7
2014-06-26,121.6
2014-06-27,123.55
2014-06-30,126.7
2014-07-01,127.9
2014-07-02,130.3
2014-07-03,132.4
2014-07-04,133.0
2014-07-07,139.6
2014-07-08,130.6
2014-07-09,135.45
2014-07-10,134.25
2014-07-11,125.95
2014-07-14,123.9
2014-07-15,130.7
2014-07-16,132.15
2014-07-17,130.55
2014-07-18,132.0
2014-07-21,130.75
2014-07-22,131.0
2014-07-23,130.1
2014-07-24,131.05
2014-07-25,129.9
2014-07-28,126.6
2014-07-30,123.25
2014-07-31,119.8
2014-08-01,112.9
2014-08-04,107.25
2014-08-05,108.15
2014-08-06,105.6
2014-08-07,102.8
2014-08-08,97.5
2014-08-11,97.9
2014-08-12,104.75
2014-08-13,99.3
2014-08-14,100.05
2014-08-18,101.3
2014-08-19,104.1
2014-08-20,106.35
2014-08-21,109.35
2014-08-22,109.85
2014-08-25,108.45
2014-08-26,105.25
2014-08-27,103.35
2014-08-28,101.15
2014-09-01,106.9
2014-09-02,107.55
2014-09-03,109.4
2014-09-04,110.5
2014-09-05,111.4
2014-09-08,107.8
2014-09-09,106.6
2014-09-10,107.6
2014-09-11,115.4
2014-09-12,116.45
2014-09-15,114.15
2014-09-16,105.4
2014-09-17,107.5
2014-09-18,112.05
2014-09-19,110.35
2014-09-22,108.2
2014-09-23,105.55
2014-09-24,102.75
2014-09-25,101.85
2014-09-26,102.45
2014-09-29,101.5
2014-09-30,107.15
2014-10-01,105.6
2014-10-07,102.25
2014-10-08,103.4
2014-10-09,105.95
2014-10-10,103.35
2014-10-13,104.25
2014-10-14,102.5
2014-10-16,101.05
2014-10-17,100.15
2014-10-20,101.0
2014-10-21,100.75
2014-10-22,104.85
2014-10-23,108.1
2014-10-27,106.2
2014-10-28,107.7
2014-10-29,109.35
2014-10-30,109.8
2014-10-31,109.8
2014-11-03,101.75
2014-11-05,102.8
2014-11-07,101.45
2014-11-10,100.0
2014-11-11,99.5
2014-11-12,99.45
2014-11-13,98.15
2014-11-14,96.95
2014-11-17,98.5
2014-11-18,101.15
2014-11-19,101.85
2014-11-20,102.05
2014-11-21,101.7
2014-11-24,101.85
2014-11-25,98.95
2014-11-26,101.2
2014-11-27,100.85
2014-11-28,100.5
2014-12-01,98.65
2014-12-02,98.1
2014-12-03,99.85
2014-12-04,104.5
2014-12-05,104.8
2014-12-08,100.05
2014-12-09,99.25
2014-12-10,98.2
2014-12-11,97.75
2014-12-12,97.45
2014-12-15,95.35
2014-12-16,91.4
2014-12-17,85.15
2014-12-18,88.65
2014-12-19,88.45
2014-12-22,92.3
2014-12-23,90.6
2014-12-24,88.65
2014-12-26,89.3
2014-12-29,89.1
2014-12-30,90.4
2014-12-31,94.0
