Date,RAJESHEXPO
2014-01-01,79.1
2014-01-02,77.05
2014-01-03,77.05
2014-01-06,77.8
2014-01-07,77.75
2014-01-08,77.4
2014-01-09,77.25
2014-01-10,76.55
2014-01-13,79.45
2014-01-14,79.4
2014-01-15,80.05
2014-01-16,80.3
2014-01-17,79.0
2014-01-20,82.35
2014-01-21,81.8
2014-01-22,81.15
2014-01-23,84.3
2014-01-24,81.5
2014-01-27,79.3
2014-01-28,78.8
2014-01-29,78.75
2014-01-30,78.15
2014-01-31,78.2
2014-02-03,78.6
2014-02-04,78.95
2014-02-05,79.0
2014-02-06,78.4
2014-02-07,77.9
2014-02-10,78.9
2014-02-11,79.05
2014-02-12,79.45
2014-02-13,78.2
2014-02-14,78.7
2014-02-17,79.4
2014-02-18,81.35
2014-02-19,80.05
2014-02-20,77.25
2014-02-21,80.75
2014-02-24,78.95
2014-02-25,79.8
2014-02-26,80.2
2014-02-28,79.85
2014-03-03,79.05
2014-03-04,79.05
2014-03-05,77.9
2014-03-06,78.9
2014-03-07,77.65
2014-03-10,77.65
2014-03-11,77.3
2014-03-12,77.05
2014-03-13,77.1
2014-03-14,76.35
2014-03-18,76.45
2014-03-19,76.15
2014-03-20,74.95
2014-03-21,75.1
2014-03-22,76.95
2014-03-24,79.5
2014-03-25,79.3
2014-03-26,81.15
2014-03-27,83.85
2014-03-28,86.3
2014-03-31,88.3
2014-04-01,100.15
2014-04-02,106.9
2014-04-03,104.85
2014-04-04,105.45
2014-04-07,106.55
2014-04-09,110.4
2014-04-10,112.9
2014-04-11,112.25
2014-04-15,110.8
2014-04-16,111.0
2014-04-17,113.1
2014-04-21,112.0
2014-04-22,113.3
2014-04-23,115.2
2014-04-25,114.6
2014-04-28,114.4
2014-04-29,116.05
2014-04-30,114.75
2014-05-02,115.75
2014-05-05,113.05
2014-05-06,127.85
2014-05-07,129.15
2014-05-08,129.65
2014-05-09,124.55
2014-05-12,125.15
2014-05-13,131.5
2014-05-14,131.0
2014-05-15,126.3
2014-05-16,128.15
2014-05-19,129.2
2014-05-20,132.2
2014-05-21,128.4
2014-05-22,145.35
2014-05-23,139.65
2014-05-26,134.9
2014-05-27,132.15
2014-05-28,121.0
2014-05-29,126.05
2014-05-30,120.1
2014-06-02,127.0
2014-06-03,130.85
2014-06-04,133.2
2014-06-05,133.9
2014-06-06,140.15
2014-06-09,149.4
2014-06-10,147.7
2014-06-11,141.8
2014-06-12,140.45
2014-06-13,136.7
2014-06-16,147.45
2014-06-17,147.6
2014-06-18,148.1
2014-06-19,152.95
2014-06-20,183.4
2014-06-23,188.55
2014-06-24,190.7
2014-06-25,190.05
2014-06-26,190.85
2014-06-27,184.25
2014-06-30,187.95
2014-07-01,183.85
2014-07-02,189.35
2014-07-03,182.15
2014-07-04,178.5
2014-07-07,191.45
2014-07-08,177.5
2014-07-09,169.15
2014-07-10,171.45
2014-07-11,163.4
2014-07-14,152.1
2014-07-15,171.95
2014-07-16,168.7
2014-07-17,168.55
2014-07-18,165.4
2014-07-21,168.95
2014-07-22,165.8
2014-07-23,170.0
2014-07-24,168.45
2014-07-25,162.15
2014-07-28,160.1
2014-07-30,163.55
2014-07-31,160.8
2014-08-01,157.7
2014-08-04,159.4
2014-08-05,162.9
2014-08-06,158.8
2014-08-07,157.4
2014-08-08,150.2
2014-08-11,153.45
2014-08-12,152.6
2014-08-13,139.1
2014-08-14,139.0
2014-08-18,146.15
2014-08-19,147.15
2014-08-20,147.55
2014-08-21,149.55
2014-08-22,152.15
2014-08-25,147.1
2014-08-26,144.6
2014-08-27,143.75
2014-08-28,142.3
2014-09-01,144.95
2014-09-02,152.3
2014-09-03,157.85
2014-09-04,155.75
2014-09-05,158.5
2014-09-08,156.2
2014-09-09,154.65
2014-09-10,155.1
2014-09-11,154.35
2014-09-12,154.65
2014-09-15,152.6
2014-09-16,144.7
2014-09-17,143.05
2014-09-18,143.8
2014-09-19,146.25
2014-09-22,153.1
2014-09-23,146.05
2014-09-24,141.35
2014-09-25,142.75
2014-09-26,134.85
2014-09-29,138.1
2014-09-30,134.35
2014-10-01,128.2
2014-10-07,128.1
2014-10-08,122.3
2014-10-09,128.2
2014-10-10,122.25
2014-10-13,122.85
2014-10-14,121.4
2014-10-16,118.3
2014-10-17,122.55
2014-10-20,126.35
2014-10-21,127.0
2014-10-22,126.7
2014-10-23,127.4
2014-10-27,138.15
2014-10-28,136.8
2014-10-29,136.25
2014-10-30,137.3
2014-10-31,142.15
2014-11-03,142.35
2014-11-05,147.9
2014-11-07,149.65
2014-11-10,168.15
2014-11-11,161.1
2014-11-12,162.0
2014-11-13,160.6
2014-11-14,168.5
2014-11-17,165.9
2014-11-18,166.5
2014-11-19,160.55
2014-11-20,154.6
2014-11-21,162.35
2014-11-24,168.45
2014-11-25,161.75
2014-11-26,163.8
2014-11-27,161.85
2014-11-28,166.25
2014-12-01,172.8
2014-12-02,170.05
2014-12-03,173.35
2014-12-04,172.25
2014-12-05,170.95
2014-12-08,168.45
2014-12-09,163.75
2014-12-10,166.15
2014-12-11,165.55
2014-12-12,161.1
2014-12-15,152.5
2014-12-16,146.65
2014-12-17,138.7
2014-12-18,144.3
2014-12-19,136.2
2014-12-22,142.5
2014-12-23,141.5
2014-12-24,138.9
2014-12-26,138.65
2014-12-29,138.95
2014-12-30,143.25
2014-12-31,142.3
