Date,JAYAGROGN
2014-01-01,73.9
2014-01-02,72.65
2014-01-03,74.2
2014-01-06,75.3
2014-01-07,74.55
2014-01-08,72.65
2014-01-09,71.15
2014-01-10,71.45
2014-01-13,70.2
2014-01-14,71.55
2014-01-15,71.75
2014-01-16,71.25
2014-01-17,71.25
2014-01-20,71.5
2014-01-21,71.7
2014-01-22,72.5
2014-01-23,72.8
2014-01-24,71.5
2014-01-27,71.4
2014-01-28,71.0
2014-01-29,81.2
2014-01-30,78.2
2014-01-31,76.75
2014-02-03,76.15
2014-02-04,74.55
2014-02-05,74.85
2014-02-06,74.0
2014-02-07,73.7
2014-02-10,74.05
2014-02-11,74.0
2014-02-12,74.05
2014-02-13,74.25
2014-02-14,74.0
2014-02-17,74.0
2014-02-18,75.9
2014-02-19,78.35
2014-02-20,78.1
2014-02-21,83.25
2014-02-24,84.75
2014-02-25,89.35
2014-02-26,90.35
2014-02-28,88.25
2014-03-03,88.8
2014-03-04,88.6
2014-03-05,91.3
2014-03-06,94.5
2014-03-07,93.55
2014-03-10,94.15
2014-03-11,93.4
2014-03-12,94.1
2014-03-13,93.45
2014-03-14,93.2
2014-03-18,92.7
2014-03-19,93.8
2014-03-20,91.35
2014-03-21,90.9
2014-03-22,90.9
2014-03-24,91.5
2014-03-25,88.85
2014-03-26,89.3
2014-03-27,91.6
2014-03-28,91.8
2014-03-31,92.85
2014-04-01,91.85
2014-04-02,90.8
2014-04-03,92.3
2014-04-04,95.45
2014-04-07,94.5
2014-04-09,94.65
2014-04-10,96.2
2014-04-11,102.45
2014-04-15,103.3
2014-04-16,101.8
2014-04-17,101.8
2014-04-21,104.15
2014-04-22,104.7
2014-04-23,108.8
2014-04-25,109.55
2014-04-28,109.1
2014-04-29,106.0
2014-04-30,107.3
2014-05-02,104.5
2014-05-05,103.4
2014-05-06,124.05
2014-05-07,118.55
2014-05-08,115.8
2014-05-09,115.15
2014-05-12,116.3
2014-05-13,116.55
2014-05-14,119.4
2014-05-15,118.95
2014-05-16,117.85
2014-05-19,103.5
2014-05-20,107.15
2014-05-21,103.5
2014-05-22,105.35
2014-05-23,110.15
2014-05-26,106.6
2014-05-27,106.35
2014-05-28,106.15
2014-05-29,103.9
2014-05-30,107.0
2014-06-02,109.35
2014-06-03,112.0
2014-06-04,112.3
2014-06-05,114.95
2014-06-06,120.1
2014-06-09,129.3
2014-06-10,126.4
2014-06-11,122.75
2014-06-12,125.75
2014-06-13,115.4
2014-06-16,117.95
2014-06-17,118.7
2014-06-18,121.9
2014-06-19,123.65
2014-06-20,119.55
2014-06-23,119.2
2014-06-24,126.6
2014-06-25,125.55
2014-06-26,123.8
2014-06-27,126.55
2014-06-30,124.0
2014-07-01,130.7
2014-07-02,130.0
2014-07-03,127.0
2014-07-04,127.45
2014-07-07,126.85
2014-07-08,123.15
2014-07-09,120.95
2014-07-10,123.15
2014-07-11,120.0
2014-07-14,120.25
2014-07-15,121.95
2014-07-16,122.8
2014-07-17,127.3
2014-07-18,125.1
2014-07-21,127.55
2014-07-22,127.05
2014-07-23,127.3
2014-07-24,130.35
2014-07-25,124.4
2014-07-28,122.3
2014-07-30,118.1
2014-07-31,112.4
2014-08-01,109.25
2014-08-04,109.35
2014-08-05,107.9
2014-08-06,113.05
2014-08-07,109.6
2014-08-08,108.6
2014-08-11,110.4
2014-08-12,108.2
2014-08-13,105.7
2014-08-14,107.0
2014-08-18,107.85
2014-08-19,106.8
2014-08-20,106.05
2014-08-21,107.4
2014-08-22,108.05
2014-08-25,110.85
2014-08-26,111.45
2014-08-27,113.3
2014-08-28,112.85
2014-09-01,113.1
2014-09-02,112.2
2014-09-03,110.8
2014-09-04,115.95
2014-09-05,128.4
2014-09-08,138.45
2014-09-09,137.45
2014-09-10,137.05
2014-09-11,150.75
2014-09-12,148.3
2014-09-15,140.4
2014-09-16,134.35
2014-09-17,135.4
2014-09-18,141.55
2014-09-19,138.9
2014-09-22,137.15
2014-09-23,135.35
2014-09-24,130.7
2014-09-25,127.4
2014-09-26,128.75
2014-09-29,140.05
2014-09-30,140.0
2014-10-01,136.85
2014-10-07,136.65
2014-10-08,133.95
2014-10-09,134.95
2014-10-10,136.5
2014-10-13,135.0
2014-10-14,137.0
2014-10-16,132.9
2014-10-17,132.6
2014-10-20,130.9
2014-10-21,129.9
2014-10-22,130.65
2014-10-23,134.25
2014-10-27,135.3
2014-10-28,136.0
2014-10-29,143.2
2014-10-30,146.65
2014-10-31,147.35
2014-11-03,150.65
2014-11-05,150.05
2014-11-07,153.25
2014-11-10,133.7
2014-11-11,135.25
2014-11-12,133.5
2014-11-13,129.9
2014-11-14,129.35
2014-11-17,132.1
2014-11-18,130.6
2014-11-19,130.1
2014-11-20,133.25
2014-11-21,134.2
2014-11-24,131.95
2014-11-25,128.5
2014-11-26,129.45
2014-11-27,136.7
2014-11-28,144.5
2014-12-01,141.8
2014-12-02,141.85
2014-12-03,142.55
2014-12-04,146.15
2014-12-05,141.2
2014-12-08,146.25
2014-12-09,143.65
2014-12-10,139.9
2014-12-11,142.75
2014-12-12,137.2
2014-12-15,130.95
2014-12-16,122.95
2014-12-17,120.3
2014-12-18,125.45
2014-12-19,124.6
2014-12-22,123.55
2014-12-23,123.05
2014-12-24,126.55
2014-12-26,124.75
2014-12-29,125.95
2014-12-30,125.8
2014-12-31,126.8
