Date,MPHASIS
2014-01-01,438.85
2014-01-02,429.0
2014-01-03,425.05
2014-01-06,426.85
2014-01-07,434.1
2014-01-08,434.3
2014-01-09,433.65
2014-01-10,429.65
2014-01-13,437.75
2014-01-14,422.75
2014-01-15,417.85
2014-01-16,416.0
2014-01-17,409.0
2014-01-20,416.5
2014-01-21,421.9
2014-01-22,397.85
2014-01-23,392.9
2014-01-24,383.0
2014-01-27,375.55
2014-01-28,379.85
2014-01-29,374.9
2014-01-30,370.0
2014-01-31,370.45
2014-02-03,370.75
2014-02-04,380.45
2014-02-05,379.65
2014-02-06,379.9
2014-02-07,380.1
2014-02-10,380.75
2014-02-11,379.3
2014-02-12,380.95
2014-02-13,379.45
2014-02-14,383.1
2014-02-17,399.2
2014-02-18,397.95
2014-02-19,393.35
2014-02-20,395.05
2014-02-21,399.35
2014-02-24,392.5
2014-02-25,392.15
2014-02-26,391.75
2014-02-28,387.85
2014-03-03,382.45
2014-03-04,386.05
2014-03-05,416.05
2014-03-06,413.65
2014-03-07,403.55
2014-03-10,403.95
2014-03-11,401.3
2014-03-12,404.5
2014-03-13,394.0
2014-03-14,394.15
2014-03-18,403.65
2014-03-19,392.65
2014-03-20,395.15
2014-03-21,377.1
2014-03-22,385.55
2014-03-24,391.0
2014-03-25,398.85
2014-03-26,401.3
2014-03-27,404.45
2014-03-28,404.5
2014-03-31,404.0
2014-04-01,402.95
2014-04-02,427.3
2014-04-03,414.0
2014-04-04,411.2
2014-04-07,407.95
2014-04-09,413.3
2014-04-10,415.7
2014-04-11,418.95
2014-04-15,414.15
2014-04-16,415.2
2014-04-17,413.85
2014-04-21,405.55
2014-04-22,406.3
2014-04-23,408.4
2014-04-25,406.7
2014-04-28,416.9
2014-04-29,413.45
2014-04-30,412.7
2014-05-02,414.0
2014-05-05,411.35
2014-05-06,415.85
2014-05-07,405.2
2014-05-08,403.1
2014-05-09,396.3
2014-05-12,395.2
2014-05-13,394.9
2014-05-14,393.55
2014-05-15,388.15
2014-05-16,384.95
2014-05-19,373.95
2014-05-20,381.3
2014-05-21,380.05
2014-05-22,394.7
2014-05-23,400.25
2014-05-26,400.2
2014-05-27,404.75
2014-05-28,409.0
2014-05-29,407.5
2014-05-30,440.9
2014-06-02,433.75
2014-06-03,421.95
2014-06-04,425.0
2014-06-05,431.1
2014-06-06,441.5
2014-06-09,436.55
2014-06-10,437.3
2014-06-11,449.75
2014-06-12,445.4
2014-06-13,443.65
2014-06-16,451.2
2014-06-17,450.7
2014-06-18,449.75
2014-06-19,440.15
2014-06-20,431.45
2014-06-23,424.2
2014-06-24,420.05
2014-06-25,415.95
2014-06-26,414.25
2014-06-27,412.75
2014-06-30,425.65
2014-07-01,420.05
2014-07-02,434.85
2014-07-03,425.5
2014-07-04,428.35
2014-07-07,431.0
2014-07-08,417.0
2014-07-09,417.35
2014-07-10,419.75
2014-07-11,406.1
2014-07-14,408.7
2014-07-15,436.4
2014-07-16,435.0
2014-07-17,464.45
2014-07-18,458.3
2014-07-21,446.1
2014-07-22,457.35
2014-07-23,464.95
2014-07-24,459.25
2014-07-25,447.8
2014-07-28,459.9
2014-07-30,454.45
2014-07-31,457.35
2014-08-01,443.5
2014-08-04,440.95
2014-08-05,442.9
2014-08-06,440.05
2014-08-07,432.5
2014-08-08,430.7
2014-08-11,426.75
2014-08-12,429.75
2014-08-13,429.8
2014-08-14,423.15
2014-08-18,435.15
2014-08-19,437.6
2014-08-20,444.4
2014-08-21,444.2
2014-08-22,442.6
2014-08-25,439.15
2014-08-26,433.55
2014-08-27,451.5
2014-08-28,445.6
2014-09-01,449.25
2014-09-02,447.0
2014-09-03,449.55
2014-09-04,450.35
2014-09-05,452.6
2014-09-08,449.75
2014-09-09,448.05
2014-09-10,448.45
2014-09-11,448.3
2014-09-12,446.05
2014-09-15,442.25
2014-09-16,432.35
2014-09-17,431.1
2014-09-18,435.8
2014-09-19,444.7
2014-09-22,448.9
2014-09-23,444.3
2014-09-24,443.9
2014-09-25,437.25
2014-09-26,434.75
2014-09-29,432.55
2014-09-30,429.1
2014-10-01,422.75
2014-10-07,399.7
2014-10-08,404.65
2014-10-09,412.0
2014-10-10,416.25
2014-10-13,419.85
2014-10-14,410.75
2014-10-16,406.5
2014-10-17,401.55
2014-10-20,399.15
2014-10-21,404.75
2014-10-22,407.15
2014-10-23,410.85
2014-10-27,403.85
2014-10-28,406.7
2014-10-29,414.1
2014-10-30,408.35
2014-10-31,400.9
2014-11-03,408.2
2014-11-05,402.35
2014-11-07,404.65
2014-11-10,400.0
2014-11-11,398.45
2014-11-12,398.25
2014-11-13,397.8
2014-11-14,401.75
2014-11-17,400.3
2014-11-18,400.4
2014-11-19,405.15
2014-11-20,398.5
2014-11-21,408.75
2014-11-24,414.45
2014-11-25,414.75
2014-11-26,405.2
2014-11-27,404.95
2014-11-28,404.2
2014-12-01,401.95
2014-12-02,403.3
2014-12-03,406.3
2014-12-04,405.25
2014-12-05,401.5
2014-12-08,398.0
2014-12-09,400.9
2014-12-10,395.55
2014-12-11,387.2
2014-12-12,378.15
2014-12-15,359.85
2014-12-16,348.05
2014-12-17,342.1
2014-12-18,352.15
2014-12-19,364.85
2014-12-22,359.4
2014-12-23,361.35
2014-12-24,366.75
2014-12-26,363.75
2014-12-29,365.15
2014-12-30,371.8
2014-12-31,385.45
