Date,VIVIMEDLAB
2014-01-01,194.85
2014-01-02,199.05
2014-01-03,198.8
2014-01-06,198.05
2014-01-07,206.8
2014-01-08,215.15
2014-01-09,207.65
2014-01-10,204.75
2014-01-13,202.15
2014-01-14,198.25
2014-01-15,194.05
2014-01-16,195.8
2014-01-17,190.3
2014-01-20,192.0
2014-01-21,192.3
2014-01-22,192.45
2014-01-23,192.3
2014-01-24,192.25
2014-01-27,185.85
2014-01-28,186.6
2014-01-29,184.25
2014-01-30,181.3
2014-01-31,182.75
2014-02-03,183.65
2014-02-04,181.0
2014-02-05,180.2
2014-02-06,181.75
2014-02-07,181.1
2014-02-10,181.3
2014-02-11,182.25
2014-02-12,178.1
2014-02-13,174.65
2014-02-14,174.6
2014-02-17,172.05
2014-02-18,169.55
2014-02-19,169.5
2014-02-20,168.7
2014-02-21,167.7
2014-02-24,168.95
2014-02-25,168.85
2014-02-26,167.7
2014-02-28,169.75
2014-03-03,165.8
2014-03-04,166.4
2014-03-05,164.6
2014-03-06,165.35
2014-03-07,165.6
2014-03-10,162.95
2014-03-11,161.85
2014-03-12,161.8
2014-03-13,162.35
2014-03-14,166.2
2014-03-18,166.8
2014-03-19,171.05
2014-03-20,168.1
2014-03-21,168.5
2014-03-22,174.65
2014-03-24,180.0
2014-03-25,182.35
2014-03-26,176.8
2014-03-27,173.65
2014-03-28,172.65
2014-03-31,176.0
2014-04-01,176.0
2014-04-02,176.6
2014-04-03,172.3
2014-04-04,186.25
2014-04-07,191.35
2014-04-09,209.65
2014-04-10,225.75
2014-04-11,225.6
2014-04-15,217.75
2014-04-16,231.45
2014-04-17,229.75
2014-04-21,235.65
2014-04-22,231.2
2014-04-23,228.9
2014-04-25,259.3
2014-04-28,265.2
2014-04-29,257.85
2014-04-30,258.05
2014-05-02,251.8
2014-05-05,244.35
2014-05-06,245.25
2014-05-07,244.9
2014-05-08,236.95
2014-05-09,238.2
2014-05-12,233.75
2014-05-13,229.55
2014-05-14,264.9
2014-05-15,250.1
2014-05-16,241.0
2014-05-19,242.1
2014-05-20,246.6
2014-05-21,249.8
2014-05-22,247.75
2014-05-23,251.65
2014-05-26,260.9
2014-05-27,262.9
2014-05-28,260.6
2014-05-29,264.5
2014-05-30,255.2
2014-06-02,259.55
2014-06-03,262.0
2014-06-04,261.65
2014-06-05,260.05
2014-06-06,263.7
2014-06-09,269.75
2014-06-10,274.7
2014-06-11,273.95
2014-06-12,280.95
2014-06-13,270.75
2014-06-16,269.0
2014-06-17,272.1
2014-06-18,276.8
2014-06-19,276.0
2014-06-20,270.6
2014-06-23,275.0
2014-06-24,274.35
2014-06-25,274.85
2014-06-26,275.15
2014-06-27,273.75
2014-06-30,288.75
2014-07-01,287.45
2014-07-02,288.4
2014-07-03,315.1
2014-07-04,303.05
2014-07-07,307.75
2014-07-08,298.55
2014-07-09,295.2
2014-07-10,289.85
2014-07-11,278.3
2014-07-14,285.5
2014-07-15,281.65
2014-07-16,289.55
2014-07-17,294.1
2014-07-18,295.6
2014-07-21,295.15
2014-07-22,304.8
2014-07-23,301.85
2014-07-24,300.45
2014-07-25,294.1
2014-07-28,294.9
2014-07-30,296.3
2014-07-31,295.35
2014-08-01,292.1
2014-08-04,299.05
2014-08-05,308.55
2014-08-06,310.65
2014-08-07,307.4
2014-08-08,298.15
2014-08-11,304.45
2014-08-12,301.05
2014-08-13,296.35
2014-08-14,299.25
2014-08-18,304.15
2014-08-19,308.2
2014-08-20,309.6
2014-08-21,309.05
2014-08-22,310.5
2014-08-25,307.5
2014-08-26,307.6
2014-08-27,302.65
2014-08-28,316.65
2014-09-01,324.75
2014-09-02,321.95
2014-09-03,317.15
2014-09-04,335.15
2014-09-05,328.05
2014-09-08,324.45
2014-09-09,321.45
2014-09-10,332.75
2014-09-11,333.0
2014-09-12,349.75
2014-09-15,374.35
2014-09-16,372.2
2014-09-17,362.35
2014-09-18,400.55
2014-09-19,398.35
2014-09-22,407.2
2014-09-23,399.45
2014-09-24,391.95
2014-09-25,384.95
2014-09-26,399.75
2014-09-29,413.0
2014-09-30,404.7
2014-10-01,410.15
2014-10-07,406.95
2014-10-08,400.0
2014-10-09,400.95
2014-10-10,401.15
2014-10-13,388.25
2014-10-14,386.95
2014-10-16,374.6
2014-10-17,374.15
2014-10-20,379.95
2014-10-21,378.65
2014-10-22,380.95
2014-10-23,384.55
2014-10-27,378.4
2014-10-28,381.05
2014-10-29,393.55
2014-10-30,392.45
2014-10-31,394.0
2014-11-03,391.5
2014-11-05,390.05
2014-11-07,391.1
2014-11-10,388.8
2014-11-11,387.25
2014-11-12,386.8
2014-11-13,373.05
2014-11-14,368.85
2014-11-17,371.25
2014-11-18,374.2
2014-11-19,370.15
2014-11-20,375.6
2014-11-21,382.0
2014-11-24,379.1
2014-11-25,368.3
2014-11-26,365.85
2014-11-27,365.0
2014-11-28,363.7
2014-12-01,358.85
2014-12-02,347.0
2014-12-03,351.15
2014-12-04,352.45
2014-12-05,351.3
2014-12-08,350.15
2014-12-09,337.9
2014-12-10,344.6
2014-12-11,341.95
2014-12-12,342.6
2014-12-15,344.25
2014-12-16,335.25
2014-12-17,333.2
2014-12-18,341.4
2014-12-19,339.15
2014-12-22,351.9
2014-12-23,351.75
2014-12-24,343.85
2014-12-26,337.55
2014-12-29,334.2
2014-12-30,342.05
2014-12-31,350.15
