Date,NFL
2014-01-01,24.45
2014-01-02,23.8
2014-01-03,23.4
2014-01-06,22.9
2014-01-07,23.15
2014-01-08,23.2
2014-01-09,23.7
2014-01-10,23.55
2014-01-13,23.15
2014-01-14,23.15
2014-01-15,23.15
2014-01-16,23.1
2014-01-17,22.45
2014-01-20,22.2
2014-01-21,22.5
2014-01-22,26.05
2014-01-23,24.7
2014-01-24,23.4
2014-01-27,22.95
2014-01-28,22.95
2014-01-29,23.0
2014-01-30,23.25
2014-01-31,22.75
2014-02-03,22.6
2014-02-04,22.4
2014-02-05,23.85
2014-02-06,23.45
2014-02-07,23.2
2014-02-10,22.95
2014-02-11,22.8
2014-02-12,23.55
2014-02-13,23.4
2014-02-14,23.2
2014-02-17,23.1
2014-02-18,22.95
2014-02-19,23.0
2014-02-20,23.0
2014-02-21,22.85
2014-02-24,22.7
2014-02-25,22.7
2014-02-26,24.05
2014-02-28,23.6
2014-03-03,22.8
2014-03-04,23.15
2014-03-05,23.0
2014-03-06,23.15
2014-03-07,23.2
2014-03-10,23.25
2014-03-11,23.05
2014-03-12,23.0
2014-03-13,23.25
2014-03-14,23.3
2014-03-18,23.4
2014-03-19,23.7
2014-03-20,23.95
2014-03-21,24.4
2014-03-22,23.8
2014-03-24,23.6
2014-03-25,23.65
2014-03-26,23.3
2014-03-27,23.45
2014-03-28,23.75
2014-03-31,24.15
2014-04-01,24.75
2014-04-02,25.15
2014-04-03,24.5
2014-04-04,25.25
2014-04-07,24.95
2014-04-09,25.95
2014-04-10,26.2
2014-04-11,26.65
2014-04-15,25.8
2014-04-16,24.8
2014-04-17,25.1
2014-04-21,25.2
2014-04-22,25.45
2014-04-23,26.1
2014-04-25,25.55
2014-04-28,26.0
2014-04-29,25.85
2014-04-30,24.95
2014-05-02,24.65
2014-05-05,24.7
2014-05-06,24.7
2014-05-07,24.6
2014-05-08,24.55
2014-05-09,24.8
2014-05-12,25.55
2014-05-13,25.9
2014-05-14,27.15
2014-05-15,26.5
2014-05-16,26.6
2014-05-19,28.7
2014-05-20,30.85
2014-05-21,37.0
2014-05-22,37.55
2014-05-23,38.25
2014-05-26,35.1
2014-05-27,34.15
2014-05-28,37.55
2014-05-29,37.1
2014-05-30,37.65
2014-06-02,38.3
2014-06-03,40.65
2014-06-04,44.7
2014-06-05,45.95
2014-06-06,43.8
2014-06-09,46.45
2014-06-10,45.3
2014-06-11,43.25
2014-06-12,44.1
2014-06-13,41.6
2014-06-16,43.35
2014-06-17,45.55
2014-06-18,45.1
2014-06-19,45.2
2014-06-20,44.55
2014-06-23,44.6
2014-06-24,44.25
2014-06-25,44.75
2014-06-26,44.5
2014-06-27,43.6
2014-06-30,43.6
2014-07-01,44.85
2014-07-02,44.65
2014-07-03,45.2
2014-07-04,45.4
2014-07-07,46.05
2014-07-08,42.85
2014-07-09,41.1
2014-07-10,40.95
2014-07-11,37.05
2014-07-14,34.9
2014-07-15,36.0
2014-07-16,36.85
2014-07-17,38.15
2014-07-18,37.6
2014-07-21,38.45
2014-07-22,37.75
2014-07-23,37.1
2014-07-24,36.6
2014-07-25,35.15
2014-07-28,34.7
2014-07-30,34.7
2014-07-31,34.25
2014-08-01,33.45
2014-08-04,34.0
2014-08-05,34.45
2014-08-06,34.35
2014-08-07,33.9
2014-08-08,32.5
2014-08-11,32.85
2014-08-12,32.8
2014-08-13,33.05
2014-08-14,34.35
2014-08-18,37.5
2014-08-19,37.2
2014-08-20,36.2
2014-08-21,35.55
2014-08-22,35.1
2014-08-25,34.65
2014-08-26,33.85
2014-08-27,33.85
2014-08-28,32.65
2014-09-01,33.55
2014-09-02,34.05
2014-09-03,33.65
2014-09-04,33.05
2014-09-05,33.45
2014-09-08,34.5
2014-09-09,35.9
2014-09-10,35.6
2014-09-11,36.95
2014-09-12,37.45
2014-09-15,37.75
2014-09-16,34.8
2014-09-17,35.1
2014-09-18,36.1
2014-09-19,35.4
2014-09-22,36.5
2014-09-23,35.05
2014-09-24,33.6
2014-09-25,32.4
2014-09-26,33.25
2014-09-29,33.85
2014-09-30,33.25
2014-10-01,32.6
2014-10-07,32.6
2014-10-08,33.95
2014-10-09,33.8
2014-10-10,33.2
2014-10-13,33.3
2014-10-14,33.1
2014-10-16,32.35
2014-10-17,32.3
2014-10-20,32.4
2014-10-21,32.75
2014-10-22,33.1
2014-10-23,33.35
2014-10-27,34.2
2014-10-28,33.75
2014-10-29,34.6
2014-10-30,34.55
2014-10-31,34.9
2014-11-03,35.55
2014-11-05,38.3
2014-11-07,36.55
2014-11-10,36.4
2014-11-11,37.05
2014-11-12,36.1
2014-11-13,35.65
2014-11-14,37.65
2014-11-17,39.25
2014-11-18,38.05
2014-11-19,37.45
2014-11-20,37.95
2014-11-21,37.15
2014-11-24,37.0
2014-11-25,35.65
2014-11-26,36.25
2014-11-27,36.75
2014-11-28,37.05
2014-12-01,38.35
2014-12-02,37.6
2014-12-03,37.8
2014-12-04,37.4
2014-12-05,37.5
2014-12-08,38.9
2014-12-09,37.05
2014-12-10,37.1
2014-12-11,36.85
2014-12-12,35.9
2014-12-15,35.95
2014-12-16,34.2
2014-12-17,33.9
2014-12-18,35.45
2014-12-19,35.9
2014-12-22,36.05
2014-12-23,35.2
2014-12-24,36.1
2014-12-26,36.05
2014-12-29,35.95
2014-12-30,36.3
2014-12-31,36.45
