Date,BLISSGVS
2014-01-01,41.7
2014-01-02,40.95
2014-01-03,40.95
2014-01-06,41.7
2014-01-07,44.5
2014-01-08,44.9
2014-01-09,43.7
2014-01-10,42.6
2014-01-13,42.8
2014-01-14,42.5
2014-01-15,42.65
2014-01-16,42.5
2014-01-17,42.1
2014-01-20,43.1
2014-01-21,44.95
2014-01-22,45.0
2014-01-23,45.0
2014-01-24,45.0
2014-01-27,45.0
2014-01-28,45.05
2014-01-29,45.05
2014-01-30,45.0
2014-01-31,47.0
2014-02-03,47.65
2014-02-04,49.05
2014-02-05,46.5
2014-02-06,46.75
2014-02-07,46.15
2014-02-10,47.05
2014-02-11,48.3
2014-02-12,47.55
2014-02-13,45.0
2014-02-14,45.05
2014-02-17,45.0
2014-02-18,44.8
2014-02-19,44.95
2014-02-20,44.95
2014-02-21,47.95
2014-02-24,50.15
2014-02-25,49.85
2014-02-26,49.1
2014-02-28,50.1
2014-03-03,49.5
2014-03-04,48.75
2014-03-05,49.0
2014-03-06,48.9
2014-03-07,48.35
2014-03-10,48.15
2014-03-11,46.95
2014-03-12,47.5
2014-03-13,46.75
2014-03-14,46.1
2014-03-18,45.35
2014-03-19,45.15
2014-03-20,45.85
2014-03-21,46.35
2014-03-22,46.1
2014-03-24,46.15
2014-03-25,46.15
2014-03-26,44.75
2014-03-27,44.95
2014-03-28,44.8
2014-03-31,45.0
2014-04-01,45.0
2014-04-02,45.3
2014-04-03,45.55
2014-04-04,46.95
2014-04-07,46.75
2014-04-09,46.1
2014-04-10,47.1
2014-04-11,48.1
2014-04-15,47.8
2014-04-16,47.8
2014-04-17,48.05
2014-04-21,48.9
2014-04-22,48.95
2014-04-23,49.1
2014-04-25,49.5
2014-04-28,48.75
2014-04-29,47.45
2014-04-30,46.1
2014-05-02,47.85
2014-05-05,47.95
2014-05-06,47.9
2014-05-07,47.2
2014-05-08,47.15
2014-05-09,46.55
2014-05-12,45.7
2014-05-13,44.8
2014-05-14,44.0
2014-05-15,43.7
2014-05-16,42.0
2014-05-19,43.6
2014-05-20,43.4
2014-05-21,43.35
2014-05-22,43.9
2014-05-23,43.85
2014-05-26,44.3
2014-05-27,43.1
2014-05-28,43.8
2014-05-29,41.0
2014-05-30,40.05
2014-06-02,41.0
2014-06-03,42.0
2014-06-04,42.25
2014-06-05,41.6
2014-06-06,42.1
2014-06-09,42.35
2014-06-10,45.1
2014-06-11,44.25
2014-06-12,45.2
2014-06-13,44.7
2014-06-16,44.9
2014-06-17,45.2
2014-06-18,44.7
2014-06-19,44.6
2014-06-20,43.2
2014-06-23,44.05
2014-06-24,45.05
2014-06-25,46.55
2014-06-26,51.9
2014-06-27,50.7
2014-06-30,49.15
2014-07-01,48.2
2014-07-02,47.2
2014-07-03,47.95
2014-07-04,51.75
2014-07-07,54.0
2014-07-08,48.55
2014-07-09,48.85
2014-07-10,48.95
2014-07-11,47.35
2014-07-14,46.6
2014-07-15,47.1
2014-07-16,47.65
2014-07-17,48.1
2014-07-18,47.2
2014-07-21,46.65
2014-07-22,46.55
2014-07-23,47.25
2014-07-24,47.3
2014-07-25,47.4
2014-07-28,47.15
2014-07-30,47.4
2014-07-31,47.1
2014-08-01,46.75
2014-08-04,47.25
2014-08-05,46.95
2014-08-06,46.55
2014-08-07,46.1
2014-08-08,45.15
2014-08-11,45.75
2014-08-12,46.45
2014-08-13,47.35
2014-08-14,47.35
2014-08-18,46.75
2014-08-19,46.15
2014-08-20,52.25
2014-08-21,49.3
2014-08-22,47.35
2014-08-25,48.05
2014-08-26,47.05
2014-08-27,46.45
2014-08-28,47.75
2014-09-01,48.0
2014-09-02,48.4
2014-09-03,49.75
2014-09-04,49.4
2014-09-05,54.25
2014-09-08,65.1
2014-09-09,70.6
2014-09-10,68.6
2014-09-11,70.05
2014-09-12,70.75
2014-09-15,69.15
2014-09-16,62.25
2014-09-17,60.1
2014-09-18,62.65
2014-09-19,61.35
2014-09-22,62.15
2014-09-23,60.3
2014-09-24,59.4
2014-09-25,58.25
2014-09-26,58.4
2014-09-29,60.15
2014-09-30,59.35
2014-10-01,58.8
2014-10-07,58.5
2014-10-08,58.65
2014-10-09,58.95
2014-10-10,58.45
2014-10-13,56.65
2014-10-14,58.05
2014-10-16,59.15
2014-10-17,58.45
2014-10-20,58.95
2014-10-21,58.65
2014-10-22,59.2
2014-10-23,59.8
2014-10-27,70.05
2014-10-28,66.9
2014-10-29,69.2
2014-10-30,69.2
2014-10-31,66.55
2014-11-03,65.75
2014-11-05,66.05
2014-11-07,67.95
2014-11-10,71.55
2014-11-11,70.65
2014-11-12,68.3
2014-11-13,67.15
2014-11-14,66.9
2014-11-17,65.75
2014-11-18,65.65
2014-11-19,66.7
2014-11-20,66.45
2014-11-21,65.5
2014-11-24,65.2
2014-11-25,70.05
2014-11-26,73.8
2014-11-27,73.9
2014-11-28,71.95
2014-12-01,72.8
2014-12-02,71.6
2014-12-03,71.65
2014-12-04,70.75
2014-12-05,70.25
2014-12-08,68.45
2014-12-09,66.6
2014-12-10,65.9
2014-12-11,66.0
2014-12-12,65.45
2014-12-15,65.7
2014-12-16,63.5
2014-12-17,61.75
2014-12-18,64.25
2014-12-19,64.25
2014-12-22,64.0
2014-12-23,63.05
2014-12-24,63.6
2014-12-26,62.75
2014-12-29,62.5
2014-12-30,64.3
2014-12-31,63.45
