Date,JINDALSTEL
2014-01-01,262.55
2014-01-02,259.05
2014-01-03,255.65
2014-01-06,258.9
2014-01-07,256.8
2014-01-08,258.35
2014-01-09,264.35
2014-01-10,261.85
2014-01-13,260.2
2014-01-14,253.9
2014-01-15,257.1
2014-01-16,260.95
2014-01-17,260.35
2014-01-20,260.0
2014-01-21,261.1
2014-01-22,261.6
2014-01-23,267.0
2014-01-24,262.05
2014-01-27,253.7
2014-01-28,258.25
2014-01-29,253.95
2014-01-30,249.9
2014-01-31,250.3
2014-02-03,243.2
2014-02-04,241.95
2014-02-05,242.4
2014-02-06,243.95
2014-02-07,244.1
2014-02-10,243.4
2014-02-11,241.65
2014-02-12,242.75
2014-02-13,234.0
2014-02-14,235.4
2014-02-17,236.35
2014-02-18,252.45
2014-02-19,245.2
2014-02-20,242.95
2014-02-21,246.0
2014-02-24,243.55
2014-02-25,242.0
2014-02-26,238.65
2014-02-28,239.35
2014-03-03,242.4
2014-03-04,247.75
2014-03-05,246.75
2014-03-06,252.65
2014-03-07,257.35
2014-03-10,261.5
2014-03-11,254.9
2014-03-12,258.6
2014-03-13,251.2
2014-03-14,255.9
2014-03-18,261.0
2014-03-19,264.8
2014-03-20,259.75
2014-03-21,264.5
2014-03-22,265.3
2014-03-24,264.8
2014-03-25,270.0
2014-03-26,278.6
2014-03-27,281.45
2014-03-28,280.7
2014-03-31,292.45
2014-04-01,296.0
2014-04-02,290.2
2014-04-03,299.0
2014-04-04,299.5
2014-04-07,281.45
2014-04-09,284.75
2014-04-10,281.35
2014-04-11,280.05
2014-04-15,268.35
2014-04-16,269.4
2014-04-17,280.3
2014-04-21,282.25
2014-04-22,275.85
2014-04-23,274.25
2014-04-25,275.05
2014-04-28,273.65
2014-04-29,253.05
2014-04-30,255.25
2014-05-02,239.0
2014-05-05,243.8
2014-05-06,243.6
2014-05-07,242.2
2014-05-08,239.45
2014-05-09,244.8
2014-05-12,242.3
2014-05-13,245.65
2014-05-14,261.55
2014-05-15,258.2
2014-05-16,269.9
2014-05-19,289.8
2014-05-20,289.25
2014-05-21,287.7
2014-05-22,283.85
2014-05-23,300.75
2014-05-26,297.2
2014-05-27,314.9
2014-05-28,307.35
2014-05-29,296.9
2014-05-30,297.75
2014-06-02,311.95
2014-06-03,321.55
2014-06-04,327.4
2014-06-05,336.7
2014-06-06,339.6
2014-06-09,339.95
2014-06-10,337.55
2014-06-11,328.15
2014-06-12,335.4
2014-06-13,322.95
2014-06-16,326.7
2014-06-17,325.15
2014-06-18,317.25
2014-06-19,318.25
2014-06-20,318.6
2014-06-23,327.3
2014-06-24,332.1
2014-06-25,330.1
2014-06-26,322.9
2014-06-27,320.4
2014-06-30,322.55
2014-07-01,326.9
2014-07-02,332.6
2014-07-03,329.8
2014-07-04,324.8
2014-07-07,327.9
2014-07-08,309.9
2014-07-09,297.2
2014-07-10,300.55
2014-07-11,280.05
2014-07-14,283.15
2014-07-15,286.05
2014-07-16,292.45
2014-07-17,300.4
2014-07-18,296.95
2014-07-21,295.75
2014-07-22,296.05
2014-07-23,294.65
2014-07-24,294.2
2014-07-25,283.2
2014-07-28,282.15
2014-07-30,277.7
2014-07-31,274.8
2014-08-01,267.15
2014-08-04,275.05
2014-08-05,281.3
2014-08-06,274.4
2014-08-07,282.15
2014-08-08,276.7
2014-08-11,272.4
2014-08-12,278.25
2014-08-13,275.1
2014-08-14,285.2
2014-08-18,294.7
2014-08-19,295.95
2014-08-20,297.2
2014-08-21,292.6
2014-08-22,294.4
2014-08-25,253.45
2014-08-26,236.9
2014-08-27,244.2
2014-08-28,233.0
2014-09-01,248.0
2014-09-02,240.1
2014-09-03,238.1
2014-09-04,228.75
2014-09-05,234.2
2014-09-08,238.1
2014-09-09,240.55
2014-09-10,238.2
2014-09-11,236.55
2014-09-12,236.15
2014-09-15,225.05
2014-09-16,218.3
2014-09-17,213.35
2014-09-18,220.95
2014-09-19,210.6
2014-09-22,214.3
2014-09-23,210.9
2014-09-24,189.5
2014-09-25,174.9
2014-09-26,183.95
2014-09-29,177.3
2014-09-30,172.8
2014-10-01,170.8
2014-10-07,163.1
2014-10-08,166.25
2014-10-09,165.7
2014-10-10,155.9
2014-10-13,159.05
2014-10-14,157.0
2014-10-16,151.15
2014-10-17,147.65
2014-10-20,135.5
2014-10-21,145.45
2014-10-22,160.15
2014-10-23,165.8
2014-10-27,152.55
2014-10-28,150.55
2014-10-29,156.85
2014-10-30,158.9
2014-10-31,161.8
2014-11-03,170.15
2014-11-05,162.5
2014-11-07,161.5
2014-11-10,155.75
2014-11-11,155.45
2014-11-12,153.3
2014-11-13,152.3
2014-11-14,158.55
2014-11-17,154.4
2014-11-18,156.85
2014-11-19,152.0
2014-11-20,146.25
2014-11-21,142.95
2014-11-24,149.0
2014-11-25,146.85
2014-11-26,143.6
2014-11-27,141.9
2014-11-28,140.7
2014-12-01,135.7
2014-12-02,142.05
2014-12-03,153.7
2014-12-04,152.75
2014-12-05,152.95
2014-12-08,148.6
2014-12-09,145.1
2014-12-10,148.85
2014-12-11,143.6
2014-12-12,140.5
2014-12-15,137.75
2014-12-16,131.95
2014-12-17,128.95
2014-12-18,138.6
2014-12-19,137.0
2014-12-22,145.5
2014-12-23,145.85
2014-12-24,146.15
2014-12-26,149.3
2014-12-29,154.3
2014-12-30,151.65
2014-12-31,151.85
