Date,BATAINDIA
2014-01-01,1067.65
2014-01-02,1030.3
2014-01-03,1040.95
2014-01-06,1026.3
2014-01-07,1024.55
2014-01-08,1042.25
2014-01-09,1024.95
2014-01-10,1011.85
2014-01-13,1038.25
2014-01-14,1016.55
2014-01-15,997.7
2014-01-16,1007.05
2014-01-17,992.6
2014-01-20,990.4
2014-01-21,973.55
2014-01-22,985.85
2014-01-23,989.6
2014-01-24,968.15
2014-01-27,944.8
2014-01-28,928.65
2014-01-29,930.6
2014-01-30,921.8
2014-01-31,951.05
2014-02-03,955.25
2014-02-04,971.55
2014-02-05,963.05
2014-02-06,956.25
2014-02-07,971.8
2014-02-10,991.7
2014-02-11,1001.25
2014-02-12,1000.35
2014-02-13,997.95
2014-02-14,1022.8
2014-02-17,1018.25
2014-02-18,1021.7
2014-02-19,1022.3
2014-02-20,1023.3
2014-02-21,1031.3
2014-02-24,1043.05
2014-02-25,1041.25
2014-02-26,1055.05
2014-02-28,1060.65
2014-03-03,1042.2
2014-03-04,1050.25
2014-03-05,1072.0
2014-03-06,1074.05
2014-03-07,1066.95
2014-03-10,1093.65
2014-03-11,1104.5
2014-03-12,1091.2
2014-03-13,1089.3
2014-03-14,1099.4
2014-03-18,1089.5
2014-03-19,1126.7
2014-03-20,1108.55
2014-03-21,1102.35
2014-03-22,1112.05
2014-03-24,1142.15
2014-03-25,1129.75
2014-03-26,1109.85
2014-03-27,1111.85
2014-03-28,1126.95
2014-03-31,1140.7
2014-04-01,1130.2
2014-04-02,1118.3
2014-04-03,1122.55
2014-04-04,1097.6
2014-04-07,1085.05
2014-04-09,1099.05
2014-04-10,1083.6
2014-04-11,1070.05
2014-04-15,1085.25
2014-04-16,1067.9
2014-04-17,1071.5
2014-04-21,1065.65
2014-04-22,1055.6
2014-04-23,1094.85
2014-04-25,1102.6
2014-04-28,1097.9
2014-04-29,1075.55
2014-04-30,1068.15
2014-05-02,1023.65
2014-05-05,1004.8
2014-05-06,1002.45
2014-05-07,1021.25
2014-05-08,1031.6
2014-05-09,1029.3
2014-05-12,1039.85
2014-05-13,1027.6
2014-05-14,1011.6
2014-05-15,1023.45
2014-05-16,1048.45
2014-05-19,1088.4
