Date,RECLTD
2014-01-01,219.15
2014-01-02,214.1
2014-01-03,211.85
2014-01-06,207.65
2014-01-07,203.0
2014-01-08,209.3
2014-01-09,203.5
2014-01-10,198.6
2014-01-13,203.7
2014-01-14,198.4
2014-01-15,200.7
2014-01-16,198.3
2014-01-17,192.8
2014-01-20,191.8
2014-01-21,190.7
2014-01-22,187.4
2014-01-23,186.4
2014-01-24,179.75
2014-01-27,168.75
2014-01-28,173.0
2014-01-29,172.3
2014-01-30,172.15
2014-01-31,179.75
2014-02-03,179.0
2014-02-04,179.0
2014-02-05,187.35
2014-02-06,190.2
2014-02-07,190.3
2014-02-10,189.95
2014-02-11,189.9
2014-02-12,190.25
2014-02-13,187.9
2014-02-14,191.5
2014-02-17,191.9
2014-02-18,193.15
2014-02-19,194.0
2014-02-20,184.45
2014-02-21,184.4
2014-02-24,186.65
2014-02-25,185.1
2014-02-26,188.25
2014-02-28,193.6
2014-03-03,187.4
2014-03-04,190.9
2014-03-05,191.6
2014-03-06,200.1
2014-03-07,205.85
2014-03-10,206.95
2014-03-11,202.85
2014-03-12,204.15
2014-03-13,209.45
2014-03-14,208.95
2014-03-18,217.55
2014-03-19,211.3
2014-03-20,204.9
2014-03-21,207.1
2014-03-22,206.9
2014-03-24,211.95
2014-03-25,218.85
2014-03-26,215.45
2014-03-27,215.45
2014-03-28,226.15
2014-03-31,229.7
2014-04-01,225.2
2014-04-02,237.65
2014-04-03,230.4
2014-04-04,228.15
2014-04-07,232.1
2014-04-09,241.6
2014-04-10,242.6
2014-04-11,239.7
2014-04-15,241.4
2014-04-16,238.6
2014-04-17,248.1
2014-04-21,249.15
2014-04-22,245.7
2014-04-23,244.1
2014-04-25,242.65
2014-04-28,241.9
2014-04-29,239.75
2014-04-30,237.9
2014-05-02,239.65
2014-05-05,245.3
2014-05-06,251.3
2014-05-07,245.85
2014-05-08,243.6
2014-05-09,249.75
2014-05-12,253.65
2014-05-13,256.2
2014-05-14,268.75
2014-05-15,272.3
2014-05-16,290.2
2014-05-19,330.45
2014-05-20,320.35
2014-05-21,327.25
2014-05-22,333.8
2014-05-23,350.45
2014-05-26,344.55
2014-05-27,331.65
2014-05-28,343.35
2014-05-29,336.55
2014-05-30,319.7
2014-06-02,331.35
2014-06-03,327.75
2014-06-04,327.75
2014-06-05,337.1
2014-06-06,353.95
2014-06-09,376.95
2014-06-10,369.7
2014-06-11,355.55
2014-06-12,354.3
2014-06-13,338.2
2014-06-16,342.7
2014-06-17,347.2
2014-06-18,350.1
2014-06-19,338.85
2014-06-20,343.95
2014-06-23,343.75
2014-06-24,352.5
2014-06-25,368.3
2014-06-26,356.95
2014-06-27,354.5
2014-06-30,359.3
2014-07-01,356.4
2014-07-02,369.95
2014-07-03,369.35
2014-07-04,374.75
2014-07-07,380.8
2014-07-08,355.6
2014-07-09,347.8
2014-07-10,367.45
2014-07-11,329.05
2014-07-14,330.55
2014-07-15,343.8
2014-07-16,325.95
2014-07-17,325.1
2014-07-18,313.55
2014-07-21,313.8
2014-07-22,316.85
2014-07-23,321.6
2014-07-24,319.1
2014-07-25,306.35
2014-07-28,300.25
2014-07-30,310.5
2014-07-31,306.0
2014-08-01,305.0
2014-08-04,304.8
2014-08-05,304.35
2014-08-06,304.45
2014-08-07,300.2
2014-08-08,288.7
2014-08-11,293.1
2014-08-12,298.7
2014-08-13,280.8
2014-08-14,285.6
2014-08-18,287.25
2014-08-19,283.85
2014-08-20,281.9
2014-08-21,284.7
2014-08-22,280.75
2014-08-25,268.6
2014-08-26,266.8
2014-08-27,265.7
2014-08-28,268.35
2014-09-01,278.9
2014-09-02,272.2
2014-09-03,268.4
2014-09-04,269.05
2014-09-05,274.0
2014-09-08,271.4
2014-09-09,271.9
2014-09-10,268.0
2014-09-11,283.15
2014-09-12,282.75
2014-09-15,285.7
2014-09-16,269.55
2014-09-17,262.05
2014-09-18,269.4
2014-09-19,270.15
2014-09-22,262.2
2014-09-23,248.45
2014-09-24,248.85
2014-09-25,240.5
2014-09-26,255.15
2014-09-29,248.65
2014-09-30,249.95
2014-10-01,251.8
2014-10-07,239.45
2014-10-08,238.7
2014-10-09,250.0
2014-10-10,251.5
2014-10-13,250.95
2014-10-14,259.3
2014-10-16,253.9
2014-10-17,259.05
2014-10-20,274.3
2014-10-21,285.2
2014-10-22,283.85
2014-10-23,284.25
2014-10-27,286.0
2014-10-28,289.45
2014-10-29,294.6
2014-10-30,294.05
2014-10-31,302.0
2014-11-03,301.15
2014-11-05,303.05
2014-11-07,302.2
2014-11-10,301.1
2014-11-11,297.65
2014-11-12,302.8
2014-11-13,299.6
2014-11-14,304.5
2014-11-17,335.4
2014-11-18,336.7
2014-11-19,336.1
2014-11-20,333.65
2014-11-21,340.15
2014-11-24,341.8
2014-11-25,330.6
2014-11-26,330.45
2014-11-27,330.25
2014-11-28,337.3
2014-12-01,343.0
2014-12-02,340.15
2014-12-03,344.55
2014-12-04,337.5
2014-12-05,333.4
2014-12-08,320.0
2014-12-09,309.5
2014-12-10,324.4
2014-12-11,317.2
2014-12-12,315.1
2014-12-15,312.95
2014-12-16,296.65
2014-12-17,311.55
2014-12-18,329.2
2014-12-19,329.75
2014-12-22,333.9
2014-12-23,327.2
2014-12-24,324.25
2014-12-26,335.15
2014-12-29,333.35
2014-12-30,331.8
2014-12-31,335.15
