Date,FELDVR
2014-01-01,39.5
2014-01-02,36.3
2014-01-03,37.9
2014-01-06,40.85
2014-01-07,40.5
2014-01-08,42.95
2014-01-09,42.65
2014-01-10,40.8
2014-01-13,40.9
2014-01-14,40.0
2014-01-15,41.35
2014-01-16,41.0
2014-01-17,40.3
2014-01-20,41.0
2014-01-21,41.7
2014-01-22,43.75
2014-01-23,40.85
2014-01-24,40.0
2014-01-27,37.3
2014-01-28,38.9
2014-01-29,39.35
2014-01-30,39.7
2014-01-31,39.05
2014-02-03,38.25
2014-02-04,38.8
2014-02-05,38.75
2014-02-06,36.6
2014-02-07,35.95
2014-02-10,37.0
2014-02-11,38.0
2014-02-12,36.75
2014-02-13,39.0
2014-02-14,41.75
2014-02-17,41.7
2014-02-18,40.05
2014-02-19,40.8
2014-02-20,38.95
2014-02-21,38.3
2014-02-24,36.95
2014-02-25,36.05
2014-02-26,35.85
2014-02-28,35.05
2014-03-03,34.8
2014-03-04,35.0
2014-03-05,35.85
2014-03-06,35.8
2014-03-07,35.8
2014-03-10,35.65
2014-03-11,35.6
2014-03-12,35.4
2014-03-13,35.75
2014-03-14,34.85
2014-03-18,35.4
2014-03-19,35.1
2014-03-20,34.6
2014-03-21,34.6
2014-03-24,35.0
2014-03-25,35.1
2014-03-26,35.0
2014-03-27,35.0
2014-03-28,34.85
2014-03-31,35.25
2014-04-01,35.25
2014-04-02,35.65
2014-04-03,36.3
2014-04-04,39.0
2014-04-07,37.0
2014-04-09,38.0
2014-04-10,36.9
2014-04-11,37.3
2014-04-15,44.25
2014-04-16,45.7
2014-04-17,43.75
2014-04-21,50.55
2014-04-22,53.45
2014-04-23,58.6
2014-04-25,60.75
2014-04-28,60.35
2014-04-29,58.05
2014-04-30,59.65
2014-05-02,63.65
2014-05-05,62.15
2014-05-06,58.7
2014-05-07,59.75
2014-05-08,57.1
2014-05-09,55.2
2014-05-12,52.6
2014-05-13,52.0
2014-05-14,52.55
2014-05-15,52.35
2014-05-16,52.1
2014-05-19,54.35
2014-05-20,56.35
2014-05-21,55.05
2014-05-22,59.45
2014-05-23,59.7
2014-05-26,61.05
2014-05-27,57.8
2014-05-28,59.15
2014-05-29,59.75
2014-05-30,61.55
2014-06-02,60.15
2014-06-03,59.8
2014-06-04,63.7
2014-06-05,65.5
2014-06-06,67.1
2014-06-09,71.45
2014-06-10,78.0
2014-06-11,82.35
2014-06-12,77.55
2014-06-13,74.05
2014-06-16,73.2
2014-06-17,75.05
2014-06-18,74.1
2014-06-19,75.6
2014-06-20,75.1
2014-06-23,73.35
2014-06-24,81.05
2014-06-25,79.2
2014-06-26,77.25
2014-06-27,79.85
2014-06-30,80.0
2014-07-01,81.5
2014-07-02,80.6
2014-07-03,79.5
2014-07-04,78.2
2014-07-07,77.0
2014-07-08,72.3
2014-07-09,71.85
2014-07-10,71.8
2014-07-11,68.4
2014-07-14,66.6
2014-07-15,72.15
2014-07-16,74.65
2014-07-17,73.15
2014-07-18,71.75
2014-07-21,73.6
2014-07-22,71.05
2014-07-23,70.45
2014-07-24,72.8
2014-07-25,71.2
2014-07-28,70.1
2014-07-30,70.5
2014-07-31,69.55
2014-08-01,68.8
2014-08-04,67.85
2014-08-05,70.3
2014-08-06,68.9
2014-08-07,69.35
2014-08-08,66.9
2014-08-11,65.85
2014-08-12,64.1
2014-08-13,63.2
2014-08-14,62.4
2014-08-18,67.95
2014-08-19,73.75
2014-08-20,71.65
2014-08-21,69.55
2014-08-22,67.0
2014-08-25,66.95
2014-08-26,65.75
2014-08-27,66.5
2014-08-28,66.9
2014-09-01,65.0
2014-09-02,65.85
2014-09-03,65.3
2014-09-04,64.25
2014-09-05,65.0
2014-09-08,64.0
2014-09-09,62.65
2014-09-10,63.8
2014-09-11,61.25
2014-09-12,62.0
2014-09-15,65.1
2014-09-16,64.15
2014-09-17,63.65
2014-09-18,65.45
2014-09-19,63.15
2014-09-22,67.0
2014-09-23,62.95
2014-09-24,63.3
2014-09-25,58.4
2014-09-26,58.25
2014-09-29,56.95
2014-09-30,56.75
2014-10-01,57.3
2014-10-07,56.25
2014-10-08,58.25
2014-10-09,58.1
2014-10-10,57.05
2014-10-13,57.45
2014-10-14,56.05
2014-10-16,56.2
2014-10-17,55.3
2014-10-20,54.8
2014-10-21,54.25
2014-10-22,54.4
2014-10-23,55.9
2014-10-27,55.55
2014-10-28,55.65
2014-10-29,54.65
2014-10-30,54.6
2014-10-31,57.9
2014-11-03,57.0
2014-11-05,56.05
2014-11-07,56.15
2014-11-10,56.4
2014-11-11,53.8
2014-11-12,55.7
2014-11-13,54.7
2014-11-14,53.0
2014-11-17,55.05
2014-11-18,53.85
2014-11-19,52.75
2014-11-20,51.9
2014-11-21,52.8
2014-11-24,50.0
2014-11-25,49.8
2014-11-26,49.95
2014-11-27,48.75
2014-11-28,46.95
2014-12-01,46.55
2014-12-02,46.95
2014-12-03,47.1
2014-12-04,50.25
2014-12-05,49.35
2014-12-08,49.3
2014-12-09,48.5
2014-12-10,49.45
2014-12-11,49.85
2014-12-12,49.15
2014-12-15,48.15
2014-12-16,45.9
2014-12-17,45.15
2014-12-18,46.15
2014-12-19,47.45
2014-12-22,47.55
2014-12-23,46.45
2014-12-24,48.25
2014-12-26,53.15
2014-12-29,53.25
2014-12-30,53.3
2014-12-31,57.35
