Date,SUNFLAG
2014-01-01,16.0
2014-01-02,16.4
2014-01-03,16.4
2014-01-06,16.3
2014-01-07,15.8
2014-01-08,16.1
2014-01-09,16.0
2014-01-10,16.0
2014-01-13,16.0
2014-01-14,16.0
2014-01-15,15.9
2014-01-16,16.0
2014-01-17,16.0
2014-01-20,16.1
2014-01-21,16.2
2014-01-22,16.0
2014-01-23,16.0
2014-01-24,16.15
2014-01-27,16.0
2014-01-28,16.25
2014-01-29,16.1
2014-01-30,15.85
2014-01-31,16.1
2014-02-03,16.0
2014-02-04,16.4
2014-02-05,17.0
2014-02-06,17.0
2014-02-07,18.65
2014-02-10,18.7
2014-02-11,19.05
2014-02-12,19.05
2014-02-13,19.1
2014-02-14,19.7
2014-02-17,20.25
2014-02-18,20.4
2014-02-19,20.9
2014-02-20,20.7
2014-02-21,20.9
2014-02-24,20.6
2014-02-25,20.3
2014-02-26,19.75
2014-02-28,19.25
2014-03-03,19.95
2014-03-04,20.2
2014-03-05,20.2
2014-03-06,20.45
2014-03-07,20.45
2014-03-10,20.0
2014-03-11,18.8
2014-03-12,18.8
2014-03-13,18.7
2014-03-14,18.35
2014-03-18,18.35
2014-03-19,18.5
2014-03-20,18.35
2014-03-21,18.85
2014-03-22,19.0
2014-03-24,19.4
2014-03-25,19.3
2014-03-26,19.45
2014-03-27,20.15
2014-03-28,20.5
2014-03-31,21.7
2014-04-01,22.45
2014-04-02,22.2
2014-04-03,21.45
2014-04-04,21.75
2014-04-07,21.9
2014-04-09,22.15
2014-04-10,22.0
2014-04-11,22.35
2014-04-15,22.8
2014-04-16,23.1
2014-04-17,21.0
2014-04-21,22.0
2014-04-22,22.0
2014-04-23,21.95
2014-04-25,22.05
2014-04-28,21.95
2014-04-29,22.0
2014-04-30,21.9
2014-05-02,22.0
2014-05-05,22.05
2014-05-06,21.95
2014-05-07,21.95
2014-05-08,22.05
2014-05-09,22.25
2014-05-12,22.05
2014-05-13,22.05
2014-05-14,21.95
2014-05-15,21.85
2014-05-16,21.5
2014-05-19,22.8
2014-05-20,23.7
2014-05-21,23.55
2014-05-22,24.2
2014-05-23,24.1
2014-05-26,23.1
2014-05-27,22.3
2014-05-28,22.8
2014-05-29,22.25
2014-05-30,21.85
2014-06-02,22.4
2014-06-03,23.3
2014-06-04,22.8
2014-06-05,23.85
2014-06-06,23.95
2014-06-09,27.7
2014-06-10,27.35
2014-06-11,28.7
2014-06-12,28.55
2014-06-13,27.6
2014-06-16,27.65
2014-06-17,28.4
2014-06-18,27.95
2014-06-19,30.9
2014-06-20,28.0
2014-06-23,28.4
2014-06-24,30.35
2014-06-25,31.85
2014-06-26,29.75
2014-06-27,28.75
2014-06-30,29.15
2014-07-01,29.25
2014-07-02,29.95
2014-07-03,29.05
2014-07-04,31.9
2014-07-07,30.35
2014-07-08,28.3
2014-07-09,29.35
2014-07-10,28.3
2014-07-11,26.3
2014-07-14,27.2
2014-07-15,27.35
2014-07-16,27.55
2014-07-17,28.9
2014-07-18,28.25
2014-07-21,28.9
2014-07-22,31.0
2014-07-23,29.7
2014-07-24,29.55
2014-07-25,28.15
2014-07-28,28.15
2014-07-30,27.75
2014-07-31,27.9
2014-08-01,28.1
2014-08-04,28.45
2014-08-05,28.95
2014-08-06,28.6
2014-08-07,28.2
2014-08-08,27.8
2014-08-11,27.95
2014-08-12,28.35
2014-08-13,27.3
2014-08-14,27.5
2014-08-18,28.4
2014-08-19,28.45
2014-08-20,27.95
2014-08-21,28.2
2014-08-22,27.95
2014-08-25,28.0
2014-08-26,28.0
2014-08-27,28.3
2014-08-28,28.45
2014-09-01,28.75
2014-09-02,28.85
2014-09-03,28.4
2014-09-04,28.2
2014-09-05,30.95
2014-09-08,32.5
2014-09-09,30.15
2014-09-10,30.95
2014-09-11,30.95
2014-09-12,31.1
2014-09-15,30.5
2014-09-16,29.7
2014-09-17,29.9
2014-09-18,30.1
2014-09-19,29.85
2014-09-22,30.0
2014-09-23,29.7
2014-09-24,28.7
2014-09-25,28.35
2014-09-26,28.4
2014-09-29,28.0
2014-09-30,28.5
2014-10-01,28.4
2014-10-07,28.0
2014-10-08,27.95
2014-10-09,28.05
2014-10-10,27.9
2014-10-13,27.1
2014-10-14,27.45
2014-10-16,27.4
2014-10-17,28.65
2014-10-20,27.85
2014-10-21,28.4
2014-10-22,28.35
2014-10-23,28.4
2014-10-27,28.75
2014-10-28,28.8
2014-10-29,29.4
2014-10-30,29.05
2014-10-31,29.2
2014-11-03,28.2
2014-11-05,28.75
2014-11-07,28.8
2014-11-10,28.25
2014-11-11,30.35
2014-11-12,29.5
2014-11-13,28.7
2014-11-14,28.35
2014-11-17,28.3
2014-11-18,27.8
2014-11-19,27.6
2014-11-20,27.25
2014-11-21,27.55
2014-11-24,27.8
2014-11-25,27.15
2014-11-26,27.4
2014-11-27,27.5
2014-11-28,27.65
2014-12-01,27.15
2014-12-02,27.0
2014-12-03,28.65
2014-12-04,30.25
2014-12-05,27.9
2014-12-08,28.0
2014-12-09,27.95
2014-12-10,28.1
2014-12-11,27.8
2014-12-12,27.6
2014-12-15,27.25
2014-12-16,26.25
2014-12-17,26.65
2014-12-18,27.4
2014-12-19,27.05
2014-12-22,27.0
2014-12-23,26.9
2014-12-24,26.65
2014-12-26,26.55
2014-12-29,26.75
2014-12-30,27.0
2014-12-31,27.05
