Date,DISHTV
2014-01-01,60.8
2014-01-02,58.2
2014-01-03,57.15
2014-01-06,57.7
2014-01-07,56.2
2014-01-08,55.1
2014-01-09,52.95
2014-01-10,52.3
2014-01-13,51.9
2014-01-14,49.6
2014-01-15,50.05
2014-01-16,50.65
2014-01-17,50.5
2014-01-20,51.4
2014-01-21,50.55
2014-01-22,50.55
2014-01-23,49.75
2014-01-24,49.75
2014-01-27,47.25
2014-01-28,47.1
2014-01-29,47.95
2014-01-30,46.9
2014-01-31,47.95
2014-02-03,47.5
2014-02-04,47.15
2014-02-05,46.7
2014-02-06,46.4
2014-02-07,47.0
2014-02-10,46.95
2014-02-11,47.35
2014-02-12,47.25
2014-02-13,45.65
2014-02-14,45.8
2014-02-17,46.15
2014-02-18,47.25
2014-02-19,47.55
2014-02-20,47.55
2014-02-21,48.75
2014-02-24,49.3
2014-02-25,48.9
2014-02-26,50.7
2014-02-28,49.05
2014-03-03,48.0
2014-03-04,48.6
2014-03-05,48.05
2014-03-06,49.4
2014-03-07,50.65
2014-03-10,50.4
2014-03-11,49.3
2014-03-12,50.5
2014-03-13,48.55
2014-03-14,47.95
2014-03-18,49.35
2014-03-19,49.55
2014-03-20,48.55
2014-03-21,48.5
2014-03-22,48.9
2014-03-24,49.0
2014-03-25,51.9
2014-03-26,51.35
2014-03-27,51.9
2014-03-28,52.6
2014-03-31,52.1
2014-04-01,52.7
2014-04-02,51.85
2014-04-03,50.5
2014-04-04,50.95
2014-04-07,49.85
2014-04-09,51.05
2014-04-10,50.25
2014-04-11,48.8
2014-04-15,48.5
2014-04-16,47.65
2014-04-17,48.25
2014-04-21,48.1
2014-04-22,47.0
2014-04-23,48.6
2014-04-25,48.4
2014-04-28,49.45
2014-04-29,48.75
2014-04-30,47.0
2014-05-02,46.3
2014-05-05,46.0
2014-05-06,45.9
2014-05-07,44.25
2014-05-08,43.5
2014-05-09,45.15
2014-05-12,44.2
2014-05-13,45.35
2014-05-14,46.7
2014-05-15,46.3
2014-05-16,48.4
2014-05-19,51.85
2014-05-20,54.75
2014-05-21,53.05
2014-05-22,53.85
2014-05-23,55.35
2014-05-26,52.9
2014-05-27,53.9
2014-05-28,51.5
2014-05-29,51.1
2014-05-30,51.5
2014-06-02,52.0
2014-06-03,52.05
2014-06-04,54.7
2014-06-05,55.0
2014-06-06,54.45
2014-06-09,56.95
2014-06-10,59.8
2014-06-11,58.75
2014-06-12,57.45
2014-06-13,54.1
2014-06-16,56.8
2014-06-17,56.95
2014-06-18,56.05
2014-06-19,54.6
2014-06-20,54.85
2014-06-23,55.7
2014-06-24,56.9
2014-06-25,57.95
2014-06-26,57.65
2014-06-27,59.65
2014-06-30,59.65
2014-07-01,63.05
2014-07-02,62.0
2014-07-03,61.3
2014-07-04,62.1
2014-07-07,62.3
2014-07-08,60.5
2014-07-09,57.8
2014-07-10,58.4
2014-07-11,54.5
2014-07-14,56.0
2014-07-15,56.65
2014-07-16,58.3
2014-07-17,59.05
2014-07-18,59.7
2014-07-21,59.1
2014-07-22,59.1
2014-07-23,59.85
2014-07-24,61.8
2014-07-25,58.95
2014-07-28,59.45
2014-07-30,59.7
2014-07-31,58.65
2014-08-01,57.0
2014-08-04,58.0
2014-08-05,59.25
2014-08-06,60.05
2014-08-07,59.25
2014-08-08,57.7
2014-08-11,57.9
2014-08-12,57.25
2014-08-13,56.35
2014-08-14,56.95
2014-08-18,58.3
2014-08-19,58.85
2014-08-20,58.75
2014-08-21,57.45
2014-08-22,57.05
2014-08-25,55.85
2014-08-26,53.75
2014-08-27,54.45
2014-08-28,53.7
2014-09-01,54.85
2014-09-02,54.35
2014-09-03,54.3
2014-09-04,53.8
2014-09-05,54.5
2014-09-08,55.55
2014-09-09,54.85
2014-09-10,56.45
2014-09-11,56.1
2014-09-12,56.2
2014-09-15,57.0
2014-09-16,56.8
2014-09-17,57.75
2014-09-18,58.6
2014-09-19,58.05
2014-09-22,57.6
2014-09-23,55.05
2014-09-24,55.15
2014-09-25,53.7
2014-09-26,54.75
2014-09-29,53.85
2014-09-30,53.85
2014-10-01,54.35
2014-10-07,53.75
2014-10-08,53.85
2014-10-09,54.9
2014-10-10,54.2
2014-10-13,54.95
2014-10-14,54.9
2014-10-16,53.55
2014-10-17,54.7
2014-10-20,55.45
2014-10-21,56.5
2014-10-22,56.85
2014-10-23,56.6
2014-10-27,56.6
2014-10-28,55.8
2014-10-29,57.35
2014-10-30,55.85
2014-10-31,57.55
2014-11-03,58.6
2014-11-05,57.6
2014-11-07,58.9
2014-11-10,58.7
2014-11-11,58.85
2014-11-12,59.6
2014-11-13,61.4
2014-11-14,63.1
2014-11-17,63.7
2014-11-18,62.7
2014-11-19,60.75
2014-11-20,59.3
2014-11-21,61.0
2014-11-24,62.25
2014-11-25,63.45
2014-11-26,64.3
2014-11-27,64.4
2014-11-28,65.25
2014-12-01,64.9
2014-12-02,66.85
2014-12-03,67.75
2014-12-04,68.5
2014-12-05,67.7
2014-12-08,65.1
2014-12-09,64.2
2014-12-10,66.4
2014-12-11,66.7
2014-12-12,64.5
2014-12-15,65.0
2014-12-16,61.0
2014-12-17,61.35
2014-12-18,63.25
2014-12-19,62.8
2014-12-22,63.3
2014-12-23,63.7
2014-12-24,63.2
2014-12-26,64.25
2014-12-29,65.45
2014-12-30,66.0
2014-12-31,67.5
