Date,GAIL
2014-01-01,343.45
2014-01-02,338.75
2014-01-03,337.4
2014-01-06,336.2
2014-01-07,338.0
2014-01-08,345.95
2014-01-09,347.5
2014-01-10,345.3
2014-01-13,344.75
2014-01-14,345.1
2014-01-15,348.9
2014-01-16,351.2
2014-01-17,351.6
2014-01-20,349.45
2014-01-21,344.0
2014-01-22,343.2
2014-01-23,350.95
2014-01-24,350.1
2014-01-27,344.8
2014-01-28,345.1
2014-01-29,346.0
2014-01-30,350.3
2014-01-31,358.3
2014-02-03,365.2
2014-02-04,354.65
2014-02-05,360.5
2014-02-06,357.15
2014-02-07,356.2
2014-02-10,350.3
2014-02-11,348.0
2014-02-12,356.85
2014-02-13,351.15
2014-02-14,360.75
2014-02-17,363.2
2014-02-18,357.8
2014-02-19,360.2
2014-02-20,354.75
2014-02-21,357.95
2014-02-24,363.85
2014-02-25,356.7
2014-02-26,368.7
2014-02-28,370.75
2014-03-03,369.25
2014-03-04,380.55
2014-03-05,375.0
2014-03-06,383.75
2014-03-07,387.75
2014-03-10,381.1
2014-03-11,370.5
2014-03-12,370.75
2014-03-13,369.1
2014-03-14,372.3
2014-03-18,369.55
2014-03-19,360.0
2014-03-20,350.75
2014-03-21,353.05
2014-03-22,352.4
2014-03-24,369.75
2014-03-25,367.55
2014-03-26,373.45
2014-03-27,379.1
2014-03-28,381.2
2014-03-31,376.05
2014-04-01,374.95
2014-04-02,377.6
2014-04-03,367.8
2014-04-04,362.2
2014-04-07,364.7
2014-04-09,373.45
2014-04-10,377.3
2014-04-11,371.5
2014-04-15,368.05
2014-04-16,368.0
2014-04-17,373.85
2014-04-21,373.45
2014-04-22,378.95
2014-04-23,383.85
2014-04-25,379.65
2014-04-28,370.05
2014-04-29,368.2
2014-04-30,370.1
2014-05-02,371.2
2014-05-05,372.0
2014-05-06,369.8
2014-05-07,366.15
2014-05-08,365.65
2014-05-09,371.0
2014-05-12,383.8
2014-05-13,393.45
2014-05-14,395.55
2014-05-15,404.35
2014-05-16,409.7
2014-05-19,429.85
2014-05-20,421.95
2014-05-21,413.85
2014-05-22,425.6
2014-05-23,425.4
2014-05-26,410.15
2014-05-27,379.25
2014-05-28,371.45
2014-05-29,371.55
2014-05-30,377.8
2014-06-02,390.75
2014-06-03,381.6
2014-06-04,381.05
2014-06-05,391.05
2014-06-06,422.1
2014-06-09,431.7
2014-06-10,428.6
2014-06-11,431.65
2014-06-12,432.05
2014-06-13,415.45
2014-06-16,433.3
2014-06-17,444.95
2014-06-18,452.65
2014-06-19,443.6
2014-06-20,439.1
2014-06-23,439.15
2014-06-24,459.5
2014-06-25,467.5
2014-06-26,460.0
2014-06-27,456.9
2014-06-30,463.05
2014-07-01,460.8
2014-07-02,458.85
2014-07-03,459.1
2014-07-04,465.0
2014-07-07,461.05
2014-07-08,455.5
2014-07-09,459.15
2014-07-10,463.05
2014-07-11,455.5
2014-07-14,454.45
2014-07-15,460.2
2014-07-16,457.2
2014-07-17,453.3
2014-07-18,445.05
2014-07-21,437.8
2014-07-22,440.7
2014-07-23,438.45
2014-07-24,430.15
2014-07-25,427.8
2014-07-28,424.35
2014-07-30,433.0
2014-07-31,435.95
2014-08-01,423.65
2014-08-04,424.25
2014-08-05,423.95
2014-08-06,421.55
2014-08-07,419.05
2014-08-08,407.6
2014-08-11,390.4
2014-08-12,413.45
2014-08-13,411.8
2014-08-14,425.7
2014-08-18,431.75
2014-08-19,432.15
2014-08-20,427.4
2014-08-21,431.5
2014-08-22,433.05
2014-08-25,427.4
2014-08-26,434.35
2014-08-27,435.7
2014-08-28,443.4
2014-09-01,460.1
2014-09-02,464.95
2014-09-03,455.35
2014-09-04,448.7
2014-09-05,451.9
2014-09-08,454.8
2014-09-09,458.7
2014-09-10,455.95
2014-09-11,459.7
2014-09-12,462.6
2014-09-15,458.35
2014-09-16,448.55
2014-09-17,445.8
2014-09-18,451.55
2014-09-19,449.3
2014-09-22,454.05
2014-09-23,443.35
2014-09-24,442.65
2014-09-25,451.85
2014-09-26,443.45
2014-09-29,452.9
2014-09-30,449.45
2014-10-01,438.9
2014-10-07,443.45
2014-10-08,441.1
2014-10-09,446.8
2014-10-10,444.0
2014-10-13,444.0
2014-10-14,447.45
2014-10-16,449.65
2014-10-17,447.9
2014-10-20,459.0
2014-10-21,481.1
2014-10-22,483.05
2014-10-23,481.65
2014-10-27,486.55
2014-10-28,496.35
2014-10-29,501.85
2014-10-30,510.65
2014-10-31,528.8
2014-11-03,499.35
2014-11-05,497.8
2014-11-07,485.05
2014-11-10,481.1
2014-11-11,489.9
2014-11-12,485.6
2014-11-13,476.6
2014-11-14,489.7
2014-11-17,489.2
2014-11-18,490.3
2014-11-19,477.25
2014-11-20,474.55
2014-11-21,475.75
2014-11-24,475.3
2014-11-25,477.25
2014-11-26,490.55
2014-11-27,489.45
2014-11-28,488.2
2014-12-01,478.4
2014-12-02,463.75
2014-12-03,472.25
2014-12-04,470.75
2014-12-05,469.35
2014-12-08,466.75
2014-12-09,464.55
2014-12-10,454.75
2014-12-11,443.8
2014-12-12,424.3
2014-12-15,422.25
2014-12-16,413.5
2014-12-17,416.65
2014-12-18,434.0
2014-12-19,435.1
2014-12-22,446.9
2014-12-23,447.35
2014-12-24,434.5
2014-12-26,437.65
2014-12-29,441.95
2014-12-30,444.05
2014-12-31,444.8
