Date,SYMPHONY
2014-01-01,424.0
2014-01-02,409.2
2014-01-03,399.6
2014-01-06,400.0
2014-01-07,393.2
2014-01-08,402.3
2014-01-09,398.2
2014-01-10,394.9
2014-01-13,396.75
2014-01-14,392.95
2014-01-15,397.3
2014-01-16,392.25
2014-01-17,399.5
2014-01-20,408.85
2014-01-21,410.25
2014-01-22,416.85
2014-01-23,418.35
2014-01-24,414.15
2014-01-27,457.55
2014-01-28,467.75
2014-01-29,460.25
2014-01-30,460.7
2014-01-31,470.25
2014-02-03,457.6
2014-02-04,471.3
2014-02-05,475.8
2014-02-06,477.95
2014-02-07,467.55
2014-02-10,464.8
2014-02-11,464.9
2014-02-12,463.65
2014-02-13,451.4
2014-02-14,500.85
2014-02-17,500.05
2014-02-18,492.45
2014-02-19,493.7
2014-02-20,483.9
2014-02-21,496.85
2014-02-24,523.75
2014-02-25,559.75
2014-02-26,544.0
2014-02-28,560.05
2014-03-03,553.65
2014-03-04,551.4
2014-03-05,555.3
2014-03-06,565.15
2014-03-07,565.45
2014-03-10,556.25
2014-03-11,588.1
2014-03-12,609.6
2014-03-13,587.0
2014-03-14,610.4
2014-03-18,624.95
2014-03-19,649.7
2014-03-20,687.8
2014-03-21,729.1
2014-03-22,726.15
2014-03-24,716.2
2014-03-25,749.7
2014-03-26,741.65
2014-03-27,712.1
2014-03-28,700.35
2014-03-31,735.15
2014-04-01,705.05
2014-04-02,710.8
2014-04-03,729.1
2014-04-04,716.3
2014-04-07,709.1
2014-04-09,717.75
2014-04-10,723.9
2014-04-11,715.85
2014-04-15,708.4
2014-04-16,707.75
2014-04-17,740.7
2014-04-21,809.25
2014-04-22,818.7
2014-04-23,800.8
2014-04-25,787.65
2014-04-28,835.25
2014-04-29,844.15
2014-04-30,821.85
2014-05-02,854.7
2014-05-05,869.7
2014-05-06,867.95
2014-05-07,837.95
2014-05-08,844.0
2014-05-09,840.45
2014-05-12,841.0
2014-05-13,837.4
2014-05-14,813.6
2014-05-15,808.4
2014-05-16,832.5
2014-05-19,864.4
2014-05-20,877.25
2014-05-21,861.85
2014-05-22,875.95
2014-05-23,852.55
2014-05-26,855.35
2014-05-27,845.7
2014-05-28,871.55
2014-05-29,890.4
2014-05-30,918.15
2014-06-02,962.75
2014-06-03,978.85
2014-06-04,983.5
2014-06-05,993.05
2014-06-06,1018.15
2014-06-09,989.6
2014-06-10,957.2
2014-06-11,924.85
2014-06-12,914.25
2014-06-13,905.4
2014-06-16,919.55
2014-06-17,928.05
2014-06-18,998.9
2014-06-19,992.2
2014-06-20,990.2
2014-06-23,993.85
2014-06-24,999.65
2014-06-25,992.4
2014-06-26,988.1
2014-06-27,993.1
2014-06-30,995.05
2014-07-01,1036.3
2014-07-02,1100.05
2014-07-03,1079.75
2014-07-04,1063.95
2014-07-07,1092.15
2014-07-08,1069.25
2014-07-09,1060.05
2014-07-10,1088.95
2014-07-11,1052.35
2014-07-14,1034.4
2014-07-15,1130.05
2014-07-16,1086.85
2014-07-17,1097.65
2014-07-18,1099.7
2014-07-21,1075.2
2014-07-22,1069.0
2014-07-23,1028.25
2014-07-24,1020.0
2014-07-25,1000.05
2014-07-28,1072.55
2014-07-30,1091.8
2014-07-31,1122.45
2014-08-01,1073.6
2014-08-04,1077.4
2014-08-05,1098.5
2014-08-06,1072.2
2014-08-07,1066.35
2014-08-08,1073.9
2014-08-11,1082.65
2014-08-12,1142.1
2014-08-13,1110.45
2014-08-14,1125.1
2014-08-18,1166.2
2014-08-19,1258.15
2014-08-20,1231.45
2014-08-21,1233.65
2014-08-22,1202.95
2014-08-25,1180.85
2014-08-26,1201.85
2014-08-27,1219.45
2014-08-28,1224.3
2014-09-01,1223.25
2014-09-02,1336.45
2014-09-03,1395.45
2014-09-04,1394.6
2014-09-05,1411.45
2014-09-08,1401.95
2014-09-09,1398.5
2014-09-10,1458.55
2014-09-11,1473.05
2014-09-12,1462.1
2014-09-15,1445.4
2014-09-16,1334.95
2014-09-17,1350.95
2014-09-18,1360.45
2014-09-19,1297.85
2014-09-22,1396.0
2014-09-23,1380.1
2014-09-24,1318.35
2014-09-25,1295.2
2014-09-26,1333.0
2014-09-29,1341.85
2014-09-30,1378.35
2014-10-01,1359.45
2014-10-07,1318.75
2014-10-08,1322.7
2014-10-09,1335.3
2014-10-10,1321.4
2014-10-13,1464.55
2014-10-14,1543.7
2014-10-16,1465.6
2014-10-17,1454.65
2014-10-20,1581.55
2014-10-21,1631.45
2014-10-22,1652.3
2014-10-23,1656.85
2014-10-27,1774.65
2014-10-28,1783.05
2014-10-29,1800.25
2014-10-30,1920.3
2014-10-31,1954.85
2014-11-03,1921.15
2014-11-05,1931.8
2014-11-07,1934.15
2014-11-10,1928.6
2014-11-11,1905.05
2014-11-12,1860.4
2014-11-13,1979.0
2014-11-14,2035.9
2014-11-17,2048.85
2014-11-18,2080.7
2014-11-19,2119.65
2014-11-20,2050.5
2014-11-21,2069.1
2014-11-24,2064.05
2014-11-25,1927.1
2014-11-26,1895.2
2014-11-27,1879.3
2014-11-28,1882.05
2014-12-01,1900.75
2014-12-02,1907.2
2014-12-03,1888.0
2014-12-04,1896.45
2014-12-05,1910.25
2014-12-08,1918.75
2014-12-09,1909.75
2014-12-10,1846.4
2014-12-11,1796.1
2014-12-12,1854.45
2014-12-15,1784.6
2014-12-16,1738.05
2014-12-17,1751.75
2014-12-18,1822.3
2014-12-19,1983.95
2014-12-22,1950.45
2014-12-23,1876.75
2014-12-24,1862.65
2014-12-26,1872.7
2014-12-29,1851.45
2014-12-30,1913.6
2014-12-31,1944.55
