Date,PURVA
2014-01-01,81.95
2014-01-02,77.2
2014-01-03,77.55
2014-01-06,76.45
2014-01-07,74.8
2014-01-08,76.1
2014-01-09,75.8
2014-01-10,73.25
2014-01-13,73.4
2014-01-14,74.15
2014-01-15,74.95
2014-01-16,74.7
2014-01-17,71.35
2014-01-20,68.5
2014-01-21,68.1
2014-01-22,67.95
2014-01-23,66.65
2014-01-24,64.1
2014-01-27,61.3
2014-01-28,62.15
2014-01-29,66.45
2014-01-30,64.85
2014-01-31,66.55
2014-02-03,67.1
2014-02-04,66.2
2014-02-05,65.75
2014-02-06,66.05
2014-02-07,65.55
2014-02-10,62.05
2014-02-11,62.5
2014-02-12,61.9
2014-02-13,59.7
2014-02-14,58.15
2014-02-17,57.6
2014-02-18,58.4
2014-02-19,56.6
2014-02-20,56.0
2014-02-21,56.6
2014-02-24,55.15
2014-02-25,54.75
2014-02-26,54.05
2014-02-28,53.45
2014-03-03,50.25
2014-03-04,51.1
2014-03-05,52.0
2014-03-06,52.05
2014-03-07,55.8
2014-03-10,59.0
2014-03-11,62.4
2014-03-12,60.6
2014-03-13,63.9
2014-03-14,62.7
2014-03-18,63.85
2014-03-19,66.7
2014-03-20,64.25
2014-03-21,63.6
2014-03-22,63.65
2014-03-24,63.75
2014-03-25,65.3
2014-03-26,63.95
2014-03-27,65.3
2014-03-28,66.25
2014-03-31,68.15
2014-04-01,67.15
2014-04-02,70.1
2014-04-03,70.35
2014-04-04,70.5
2014-04-07,69.2
2014-04-09,70.1
2014-04-10,69.9
2014-04-11,70.55
2014-04-15,68.75
2014-04-16,68.0
2014-04-17,70.6
2014-04-21,74.45
2014-04-22,73.1
2014-04-23,72.4
2014-04-25,71.5
2014-04-28,70.9
2014-04-29,73.2
2014-04-30,72.15
2014-05-02,70.55
2014-05-05,69.9
2014-05-06,70.9
2014-05-07,71.25
2014-05-08,70.45
2014-05-09,74.95
2014-05-12,75.9
2014-05-13,79.95
2014-05-14,79.85
2014-05-15,76.8
2014-05-16,80.05
2014-05-19,82.9
2014-05-20,85.4
2014-05-21,84.15
2014-05-22,83.55
2014-05-23,87.0
2014-05-26,83.4
2014-05-27,81.25
2014-05-28,82.95
2014-05-29,83.55
2014-05-30,81.45
2014-06-02,87.95
2014-06-03,86.55
2014-06-04,86.35
2014-06-05,86.65
2014-06-06,91.55
2014-06-09,103.35
2014-06-10,99.85
2014-06-11,100.5
2014-06-12,100.9
2014-06-13,98.2
2014-06-16,97.55
2014-06-17,102.7
2014-06-18,105.55
2014-06-19,103.75
2014-06-20,101.85
2014-06-23,102.3
2014-06-24,108.65
2014-06-25,109.5
2014-06-26,109.55
2014-06-27,110.15
2014-06-30,111.05
2014-07-01,115.4
2014-07-02,115.05
2014-07-03,115.4
2014-07-04,114.15
2014-07-07,116.6
2014-07-08,113.1
2014-07-09,117.4
2014-07-10,123.65
2014-07-11,116.4
2014-07-14,115.05
2014-07-15,115.85
2014-07-16,119.85
2014-07-17,118.15
2014-07-18,114.95
2014-07-21,116.4
2014-07-22,115.85
2014-07-23,114.8
2014-07-24,114.7
2014-07-25,114.2
2014-07-28,113.4
2014-07-30,109.5
2014-07-31,109.95
2014-08-01,107.5
2014-08-04,105.85
2014-08-05,107.65
2014-08-06,105.7
2014-08-07,96.45
2014-08-08,81.85
2014-08-11,84.55
2014-08-12,85.65
2014-08-13,83.8
2014-08-14,83.55
2014-08-18,86.25
2014-08-19,90.05
2014-08-20,94.65
2014-08-21,98.6
2014-08-22,95.5
2014-08-25,95.45
2014-08-26,94.95
2014-08-27,93.45
2014-08-28,90.0
2014-09-01,91.05
2014-09-02,90.75
2014-09-03,92.85
2014-09-04,90.75
2014-09-05,91.8
2014-09-08,92.6
2014-09-09,93.85
2014-09-10,93.95
2014-09-11,97.2
2014-09-12,96.6
2014-09-15,101.05
2014-09-16,96.0
2014-09-17,94.75
2014-09-18,104.85
2014-09-19,108.4
2014-09-22,110.45
2014-09-23,108.4
2014-09-24,106.65
2014-09-25,108.75
2014-09-26,105.1
2014-09-29,104.25
2014-09-30,102.6
2014-10-01,102.25
2014-10-07,100.8
2014-10-08,97.9
2014-10-09,98.65
2014-10-10,97.0
2014-10-13,96.4
2014-10-14,96.8
2014-10-16,96.9
2014-10-17,96.9
2014-10-20,96.75
2014-10-21,96.8
2014-10-22,99.4
2014-10-23,99.8
2014-10-27,97.2
2014-10-28,97.1
2014-10-29,97.0
2014-10-30,101.7
2014-10-31,100.4
2014-11-03,104.5
2014-11-05,103.1
2014-11-07,101.1
2014-11-10,96.1
2014-11-11,96.25
2014-11-12,98.4
2014-11-13,99.95
2014-11-14,97.45
2014-11-17,98.45
2014-11-18,98.45
2014-11-19,96.55
2014-11-20,94.8
2014-11-21,95.0
2014-11-24,94.05
2014-11-25,90.9
2014-11-26,93.5
2014-11-27,90.9
2014-11-28,91.85
2014-12-01,90.0
2014-12-02,90.25
2014-12-03,91.9
2014-12-04,89.65
2014-12-05,88.45
2014-12-08,85.8
2014-12-09,84.75
2014-12-10,83.1
2014-12-11,85.15
2014-12-12,81.8
2014-12-15,79.5
2014-12-16,78.85
2014-12-17,82.0
2014-12-18,81.85
2014-12-19,80.85
2014-12-22,79.05
2014-12-23,81.5
2014-12-24,81.55
2014-12-26,80.0
2014-12-29,81.9
2014-12-30,84.75
2014-12-31,84.9
