Date,VENKEYS
2014-01-01,466.55
2014-01-02,463.35
2014-01-03,463.25
2014-01-06,465.2
2014-01-07,470.25
2014-01-08,480.6
2014-01-09,478.05
2014-01-10,478.65
2014-01-13,473.05
2014-01-14,471.55
2014-01-15,471.9
2014-01-16,470.3
2014-01-17,470.2
2014-01-20,473.0
2014-01-21,475.7
2014-01-22,473.35
2014-01-23,472.25
2014-01-24,472.25
2014-01-27,466.05
2014-01-28,467.15
2014-01-29,465.85
2014-01-30,461.05
2014-01-31,465.0
2014-02-03,469.1
2014-02-04,466.5
2014-02-05,466.7
2014-02-06,467.55
2014-02-07,470.5
2014-02-10,471.6
2014-02-11,491.85
2014-02-12,494.15
2014-02-13,486.15
2014-02-14,466.4
2014-02-17,463.8
2014-02-18,472.2
2014-02-19,472.25
2014-02-20,471.35
2014-02-21,472.1
2014-02-24,471.05
2014-02-25,471.7
2014-02-26,472.1
2014-02-28,472.2
2014-03-03,466.3
2014-03-04,465.95
2014-03-05,468.7
2014-03-06,465.75
2014-03-07,464.9
2014-03-10,463.55
2014-03-11,465.95
2014-03-12,474.95
2014-03-13,474.45
2014-03-14,478.1
2014-03-18,478.95
2014-03-19,483.2
2014-03-20,485.25
2014-03-21,486.0
2014-03-22,486.4
2014-03-24,490.1
2014-03-25,486.0
2014-03-26,482.25
2014-03-27,482.3
2014-03-28,485.25
2014-03-31,484.05
2014-04-01,481.2
2014-04-02,485.3
2014-04-03,484.55
2014-04-04,484.05
2014-04-07,481.35
2014-04-09,481.55
2014-04-10,557.4
2014-04-11,523.65
2014-04-15,524.15
2014-04-16,514.2
2014-04-17,501.0
2014-04-21,503.35
2014-04-22,511.9
2014-04-23,519.55
2014-04-25,508.9
2014-04-28,496.7
2014-04-29,501.9
2014-04-30,493.05
2014-05-02,494.95
2014-05-05,477.6
2014-05-06,463.25
2014-05-07,468.3
2014-05-08,473.0
2014-05-09,472.85
2014-05-12,480.65
2014-05-13,478.4
2014-05-14,475.2
2014-05-15,481.25
2014-05-16,474.0
2014-05-19,483.95
2014-05-20,492.15
2014-05-21,492.15
2014-05-22,514.0
2014-05-23,512.85
2014-05-26,502.0
2014-05-27,502.05
2014-05-28,507.05
2014-05-29,477.25
2014-05-30,476.4
2014-06-02,490.4
2014-06-03,490.4
2014-06-04,489.65
2014-06-05,486.05
2014-06-06,512.45
2014-06-09,514.55
2014-06-10,514.1
2014-06-11,514.15
2014-06-12,523.2
2014-06-13,505.35
2014-06-16,507.1
2014-06-17,510.05
2014-06-18,511.4
2014-06-19,513.2
2014-06-20,508.0
2014-06-23,511.65
2014-06-24,508.6
2014-06-25,509.15
2014-06-26,513.2
2014-06-27,521.3
2014-06-30,533.95
2014-07-01,549.15
2014-07-02,591.5
2014-07-03,604.95
2014-07-04,621.4
2014-07-07,603.6
2014-07-08,569.25
2014-07-09,551.0
2014-07-10,558.25
2014-07-11,546.7
2014-07-14,532.55
2014-07-15,530.9
2014-07-16,539.9
2014-07-17,549.3
2014-07-18,545.7
2014-07-21,545.65
2014-07-22,537.7
2014-07-23,539.4
2014-07-24,539.7
2014-07-25,524.75
2014-07-28,514.45
2014-07-30,515.0
2014-07-31,513.25
2014-08-01,509.1
2014-08-04,509.85
2014-08-05,505.75
2014-08-06,500.05
2014-08-07,493.35
2014-08-08,486.65
2014-08-11,471.55
2014-08-12,458.45
2014-08-13,443.55
2014-08-14,439.2
2014-08-18,445.25
2014-08-19,454.45
2014-08-20,464.9
2014-08-21,460.9
2014-08-22,461.35
2014-08-25,453.3
2014-08-26,446.75
2014-08-27,477.65
2014-08-28,463.3
2014-09-01,462.75
2014-09-02,461.7
2014-09-03,458.95
2014-09-04,458.25
2014-09-05,462.65
2014-09-08,461.55
2014-09-09,465.8
2014-09-10,469.85
2014-09-11,483.2
2014-09-12,507.95
2014-09-15,542.75
2014-09-16,524.25
2014-09-17,550.6
2014-09-18,565.9
2014-09-19,542.8
2014-09-22,558.3
2014-09-23,541.95
2014-09-24,523.2
2014-09-25,514.0
2014-09-26,492.1
2014-09-29,512.15
2014-09-30,587.0
2014-10-01,565.4
2014-10-07,531.0
2014-10-08,531.55
2014-10-09,537.8
2014-10-10,517.85
2014-10-13,518.8
2014-10-14,517.4
2014-10-16,490.4
2014-10-17,483.45
2014-10-20,493.45
2014-10-21,491.45
2014-10-22,498.95
2014-10-23,499.05
2014-10-27,504.35
2014-10-28,492.85
2014-10-29,488.15
2014-10-30,487.7
2014-10-31,483.4
2014-11-03,477.85
2014-11-05,477.0
2014-11-07,472.0
2014-11-10,467.15
2014-11-11,488.4
2014-11-12,455.3
2014-11-13,453.35
2014-11-14,454.2
2014-11-17,463.45
2014-11-18,458.75
2014-11-19,454.35
2014-11-20,455.45
2014-11-21,452.8
2014-11-24,453.05
2014-11-25,443.2
2014-11-26,441.8
2014-11-27,439.2
2014-11-28,438.75
2014-12-01,437.35
2014-12-02,434.85
2014-12-03,437.15
2014-12-04,452.4
2014-12-05,446.95
2014-12-08,447.8
2014-12-09,441.65
2014-12-10,441.9
2014-12-11,435.75
2014-12-12,429.45
2014-12-15,428.8
2014-12-16,412.9
2014-12-17,405.7
2014-12-18,408.9
2014-12-19,409.35
2014-12-22,407.7
2014-12-23,404.3
2014-12-24,397.15
2014-12-26,397.5
2014-12-29,396.8
2014-12-30,392.55
2014-12-31,390.5
