Date,HDIL
2014-01-01,55.6
2014-01-02,52.35
2014-01-03,53.55
2014-01-06,53.2
2014-01-07,52.2
2014-01-08,53.35
2014-01-09,50.4
2014-01-10,49.7
2014-01-13,49.8
2014-01-14,49.55
2014-01-15,51.2
2014-01-16,50.55
2014-01-17,48.6
2014-01-20,49.5
2014-01-21,50.75
2014-01-22,50.65
2014-01-23,50.4
2014-01-24,48.1
2014-01-27,41.85
2014-01-28,44.45
2014-01-29,44.2
2014-01-30,41.2
2014-01-31,42.25
2014-02-03,40.1
2014-02-04,42.1
2014-02-05,42.9
2014-02-06,42.0
2014-02-07,42.55
2014-02-10,42.95
2014-02-11,42.55
2014-02-12,41.5
2014-02-13,41.45
2014-02-14,40.45
2014-02-17,40.4
2014-02-18,41.6
2014-02-19,41.1
2014-02-20,41.35
2014-02-21,41.35
2014-02-24,42.25
2014-02-25,41.3
2014-02-26,41.05
2014-02-28,41.8
2014-03-03,41.4
2014-03-04,41.45
2014-03-05,42.3
2014-03-06,45.3
2014-03-07,48.05
2014-03-10,49.6
2014-03-11,50.1
2014-03-12,49.75
2014-03-13,47.35
2014-03-14,49.0
2014-03-18,48.35
2014-03-19,48.25
2014-03-20,46.5
2014-03-21,48.9
2014-03-22,48.85
2014-03-24,49.2
2014-03-25,50.5
2014-03-26,49.8
2014-03-27,53.9
2014-03-28,54.35
2014-03-31,57.6
2014-04-01,56.2
2014-04-02,58.5
2014-04-03,59.7
2014-04-04,69.65
2014-04-07,71.0
2014-04-09,71.65
2014-04-10,75.65
2014-04-11,78.1
2014-04-15,75.55
2014-04-16,70.8
2014-04-17,73.9
2014-04-21,73.6
2014-04-22,71.6
2014-04-23,72.35
2014-04-25,74.25
2014-04-28,74.6
2014-04-29,73.8
2014-04-30,68.5
2014-05-02,70.15
2014-05-05,69.15
2014-05-06,68.7
2014-05-07,66.8
2014-05-08,66.1
2014-05-09,77.9
2014-05-12,78.75
2014-05-13,78.9
2014-05-14,82.55
2014-05-15,80.35
2014-05-16,83.9
2014-05-19,88.15
2014-05-20,93.55
2014-05-21,92.4
2014-05-22,96.15
2014-05-23,101.55
2014-05-26,92.1
2014-05-27,91.6
2014-05-28,94.8
2014-05-29,91.65
2014-05-30,90.7
2014-06-02,94.8
2014-06-03,98.0
2014-06-04,100.55
2014-06-05,102.9
2014-06-06,106.65
2014-06-09,111.9
2014-06-10,109.55
2014-06-11,100.45
2014-06-12,97.25
2014-06-13,90.65
2014-06-16,91.0
2014-06-17,94.35
2014-06-18,94.2
2014-06-19,92.15
2014-06-20,90.0
2014-06-23,88.55
2014-06-24,92.35
2014-06-25,94.5
2014-06-26,91.9
2014-06-27,96.95
2014-06-30,100.95
2014-07-01,102.55
2014-07-02,101.2
2014-07-03,102.85
2014-07-04,103.3
2014-07-07,99.35
2014-07-08,92.75
2014-07-09,89.6
2014-07-10,94.4
2014-07-11,89.75
2014-07-14,90.6
2014-07-15,93.15
2014-07-16,96.05
2014-07-17,98.1
2014-07-18,97.4
2014-07-21,93.85
2014-07-22,91.8
2014-07-23,92.4
2014-07-24,92.75
2014-07-25,88.65
2014-07-28,86.45
2014-07-30,91.4
2014-07-31,92.75
2014-08-01,90.8
2014-08-04,92.0
2014-08-05,99.8
2014-08-06,96.8
2014-08-07,97.0
2014-08-08,93.7
2014-08-11,95.5
2014-08-12,96.3
2014-08-13,91.15
2014-08-14,90.25
2014-08-18,94.55
2014-08-19,99.15
2014-08-20,97.85
2014-08-21,95.05
2014-08-22,93.45
2014-08-25,90.55
2014-08-26,92.6
2014-08-27,92.2
2014-08-28,90.4
2014-09-01,92.9
2014-09-02,93.5
2014-09-03,98.85
2014-09-04,94.8
2014-09-05,95.1
2014-09-08,95.1
2014-09-09,94.4
2014-09-10,94.9
2014-09-11,96.55
2014-09-12,95.65
2014-09-15,94.1
2014-09-16,86.4
2014-09-17,85.6
2014-09-18,93.5
2014-09-19,92.15
2014-09-22,92.75
2014-09-23,89.8
2014-09-24,88.7
2014-09-25,80.7
2014-09-26,81.2
2014-09-29,82.1
2014-09-30,83.65
2014-10-01,81.2
2014-10-07,82.55
2014-10-08,80.15
2014-10-09,83.35
2014-10-10,80.95
2014-10-13,79.3
2014-10-14,75.15
2014-10-16,74.5
2014-10-17,76.55
2014-10-20,76.05
2014-10-21,76.25
2014-10-22,76.55
2014-10-23,76.45
2014-10-27,74.3
2014-10-28,75.55
2014-10-29,76.75
2014-10-30,81.3
2014-10-31,83.25
2014-11-03,88.05
2014-11-05,88.6
2014-11-07,87.85
2014-11-10,87.35
2014-11-11,90.5
2014-11-12,90.05
2014-11-13,87.0
2014-11-14,88.15
2014-11-17,88.7
2014-11-18,87.55
2014-11-19,85.6
2014-11-20,82.35
2014-11-21,81.45
2014-11-24,82.2
2014-11-25,78.1
2014-11-26,81.05
2014-11-27,80.45
2014-11-28,83.55
2014-12-01,80.1
2014-12-02,81.25
2014-12-03,79.5
2014-12-04,79.35
2014-12-05,80.25
2014-12-08,77.7
2014-12-09,75.15
2014-12-10,73.55
2014-12-11,69.15
2014-12-12,68.1
2014-12-15,66.6
2014-12-16,62.05
2014-12-17,61.2
2014-12-18,67.8
2014-12-19,65.75
2014-12-22,66.85
2014-12-23,65.3
2014-12-24,67.85
2014-12-26,67.7
2014-12-29,68.8
2014-12-30,67.65
2014-12-31,68.2
