Date,PETRONET
2014-01-01,123.4
2014-01-02,121.3
2014-01-03,121.75
2014-01-06,124.0
2014-01-07,121.15
2014-01-08,122.1
2014-01-09,119.75
2014-01-10,116.9
2014-01-13,117.5
2014-01-14,117.5
2014-01-15,118.45
2014-01-16,115.15
2014-01-17,115.45
2014-01-20,114.45
2014-01-21,112.75
2014-01-22,112.35
2014-01-23,112.4
2014-01-24,110.6
2014-01-27,104.55
2014-01-28,104.0
2014-01-29,105.2
2014-01-30,104.9
2014-01-31,110.0
2014-02-03,114.45
2014-02-04,115.25
2014-02-05,115.35
2014-02-06,116.0
2014-02-07,117.4
2014-02-10,119.55
2014-02-11,117.65
2014-02-12,117.8
2014-02-13,116.55
2014-02-14,115.75
2014-02-17,114.9
2014-02-18,115.35
2014-02-19,116.0
2014-02-20,116.2
2014-02-21,117.15
2014-02-24,117.55
2014-02-25,119.35
2014-02-26,119.95
2014-02-28,121.05
2014-03-03,122.35
2014-03-04,123.9
2014-03-05,124.85
2014-03-06,126.6
2014-03-07,127.0
2014-03-10,127.0
2014-03-11,127.0
2014-03-12,127.55
2014-03-13,127.4
2014-03-14,128.0
2014-03-18,127.75
2014-03-19,134.8
2014-03-20,133.65
2014-03-21,134.05
2014-03-22,133.1
2014-03-24,135.0
2014-03-25,135.25
2014-03-26,134.15
2014-03-27,135.45
2014-03-28,136.25
2014-03-31,137.0
2014-04-01,139.0
2014-04-02,140.15
2014-04-03,139.0
2014-04-04,139.65
2014-04-07,138.05
2014-04-09,140.95
2014-04-10,142.3
2014-04-11,141.1
2014-04-15,142.0
2014-04-16,141.45
2014-04-17,140.6
2014-04-21,140.05
2014-04-22,143.15
2014-04-23,145.8
2014-04-25,140.5
2014-04-28,140.35
2014-04-29,143.3
2014-04-30,144.8
2014-05-02,145.15
2014-05-05,146.4
2014-05-06,144.55
2014-05-07,144.95
2014-05-08,143.9
2014-05-09,143.65
2014-05-12,141.65
2014-05-13,141.1
2014-05-14,142.0
2014-05-15,138.5
2014-05-16,140.55
2014-05-19,152.95
2014-05-20,151.4
2014-05-21,157.85
2014-05-22,158.45
2014-05-23,159.55
2014-05-26,151.1
2014-05-27,148.75
2014-05-28,153.3
2014-05-29,147.6
2014-05-30,155.35
2014-06-02,157.25
2014-06-03,157.8
2014-06-04,155.35
2014-06-05,158.95
2014-06-06,161.15
2014-06-09,162.35
2014-06-10,158.2
2014-06-11,155.2
2014-06-12,160.3
2014-06-13,161.65
2014-06-16,163.65
2014-06-17,166.4
2014-06-18,163.7
2014-06-19,162.85
2014-06-20,167.2
2014-06-23,175.4
2014-06-24,186.6
2014-06-25,181.45
2014-06-26,172.75
2014-06-27,173.45
2014-06-30,175.8
2014-07-01,174.35
2014-07-02,172.4
2014-07-03,171.4
2014-07-04,178.3
2014-07-07,183.05
2014-07-08,182.25
2014-07-09,172.3
2014-07-10,177.1
2014-07-11,173.75
2014-07-14,171.35
2014-07-15,175.4
2014-07-16,179.1
2014-07-17,182.55
2014-07-18,186.85
2014-07-21,185.0
2014-07-22,180.05
2014-07-23,180.75
2014-07-24,181.1
2014-07-25,184.3
2014-07-28,183.6
2014-07-30,183.0
2014-07-31,182.65
2014-08-01,185.95
2014-08-04,180.2
2014-08-05,172.75
2014-08-06,167.2
2014-08-07,169.5
2014-08-08,171.3
2014-08-11,171.45
2014-08-12,174.05
2014-08-13,173.9
2014-08-14,172.0
2014-08-18,179.55
2014-08-19,176.65
2014-08-20,174.35
2014-08-21,177.6
2014-08-22,177.25
2014-08-25,177.15
2014-08-26,183.75
2014-08-27,184.3
2014-08-28,184.1
2014-09-01,187.4
2014-09-02,196.05
2014-09-03,192.1
2014-09-04,195.3
2014-09-05,189.75
2014-09-08,187.0
2014-09-09,187.85
2014-09-10,186.85
2014-09-11,194.2
2014-09-12,200.2
2014-09-15,198.1
2014-09-16,192.6
2014-09-17,191.2
2014-09-18,194.75
2014-09-19,197.8
2014-09-22,201.45
2014-09-23,196.4
2014-09-24,197.75
2014-09-25,192.85
2014-09-26,185.7
2014-09-29,186.55
2014-09-30,188.0
2014-10-01,192.05
2014-10-07,181.4
2014-10-08,183.3
2014-10-09,183.95
2014-10-10,178.5
2014-10-13,180.0
2014-10-14,179.95
2014-10-16,185.25
2014-10-17,188.0
2014-10-20,195.5
2014-10-21,193.75
2014-10-22,198.05
2014-10-23,197.65
2014-10-27,194.6
2014-10-28,195.85
2014-10-29,193.95
2014-10-30,197.85
2014-10-31,199.45
2014-11-03,199.9
2014-11-05,201.05
2014-11-07,201.1
2014-11-10,200.35
2014-11-11,199.15
2014-11-12,201.2
2014-11-13,198.5
2014-11-14,197.15
2014-11-17,198.6
2014-11-18,196.3
2014-11-19,186.85
2014-11-20,189.9
2014-11-21,189.25
2014-11-24,192.45
2014-11-25,193.35
2014-11-26,197.9
2014-11-27,197.95
2014-11-28,197.25
2014-12-01,196.4
2014-12-02,200.0
2014-12-03,203.25
2014-12-04,204.35
2014-12-05,200.1
2014-12-08,194.45
2014-12-09,190.05
2014-12-10,194.4
2014-12-11,191.85
2014-12-12,188.9
2014-12-15,188.2
2014-12-16,186.4
2014-12-17,192.9
2014-12-18,196.5
2014-12-19,200.75
2014-12-22,209.3
2014-12-23,208.0
2014-12-24,207.05
2014-12-26,205.9
2014-12-29,207.9
2014-12-30,208.65
2014-12-31,208.55
