Date,INEOSSTYRO
2014-01-01,419.6
2014-01-02,411.6
2014-01-03,414.8
2014-01-06,417.55
2014-01-07,411.65
2014-01-08,411.55
2014-01-09,415.15
2014-01-10,410.35
2014-01-13,411.2
2014-01-14,415.0
2014-01-15,414.5
2014-01-16,409.75
2014-01-17,404.9
2014-01-20,412.35
2014-01-21,411.8
2014-01-22,405.6
2014-01-23,404.55
2014-01-24,403.05
2014-01-27,402.55
2014-01-28,408.45
2014-01-29,406.1
2014-01-30,401.3
2014-01-31,401.75
2014-02-03,401.95
2014-02-04,404.0
2014-02-05,401.95
2014-02-06,402.5
2014-02-07,403.1
2014-02-10,403.9
2014-02-11,404.8
2014-02-12,406.0
2014-02-13,403.6
2014-02-14,405.0
2014-02-17,403.15
2014-02-18,401.0
2014-02-19,401.65
2014-02-20,403.0
2014-02-21,401.95
2014-02-24,403.0
2014-02-25,401.0
2014-02-26,395.0
2014-02-28,400.05
2014-03-03,404.7
2014-03-04,413.45
2014-03-05,418.05
2014-03-06,446.55
2014-03-07,425.75
2014-03-10,420.0
2014-03-11,415.85
2014-03-12,416.1
2014-03-13,410.5
2014-03-14,419.35
2014-03-18,430.15
2014-03-19,425.1
2014-03-20,430.6
2014-03-21,438.15
2014-03-22,444.85
2014-03-24,465.3
2014-03-25,474.05
2014-03-26,474.15
2014-03-27,477.8
2014-03-28,477.25
2014-03-31,465.8
2014-04-01,472.15
2014-04-02,476.85
2014-04-03,477.35
2014-04-04,470.85
2014-04-07,469.15
2014-04-09,470.0
2014-04-10,468.95
2014-04-11,470.3
2014-04-15,478.75
2014-04-16,474.95
2014-04-17,475.5
2014-04-21,487.55
2014-04-22,485.25
2014-04-23,485.85
2014-04-25,480.1
2014-04-28,486.15
2014-04-29,484.65
2014-04-30,461.45
2014-05-02,451.75
2014-05-05,455.85
2014-05-06,453.8
2014-05-07,439.75
2014-05-08,432.45
2014-05-09,441.9
2014-05-12,454.7
2014-05-13,446.3
2014-05-14,440.15
2014-05-15,441.95
2014-05-16,444.25
2014-05-19,449.45
2014-05-20,463.9
2014-05-21,472.25
2014-05-22,491.05
2014-05-23,494.75
2014-05-26,497.6
2014-05-27,494.95
2014-05-28,486.4
2014-05-29,492.05
2014-05-30,489.45
2014-06-02,498.85
2014-06-03,496.45
2014-06-04,530.25
2014-06-05,558.3
2014-06-06,550.8
2014-06-09,544.6
2014-06-10,536.2
2014-06-11,530.8
2014-06-12,539.85
2014-06-13,519.85
2014-06-16,531.4
2014-06-17,563.0
2014-06-18,556.15
2014-06-19,555.5
2014-06-20,548.35
2014-06-23,542.35
2014-06-24,545.1
2014-06-25,562.45
2014-06-26,566.8
2014-06-27,569.7
2014-06-30,587.75
2014-07-01,601.15
2014-07-02,590.7
2014-07-03,576.4
2014-07-04,580.9
2014-07-07,571.5
2014-07-08,557.8
2014-07-09,532.7
2014-07-10,534.25
2014-07-11,524.95
2014-07-14,522.45
2014-07-15,532.8
2014-07-16,548.25
2014-07-17,551.05
2014-07-18,556.6
2014-07-21,552.45
2014-07-22,543.95
2014-07-23,543.25
2014-07-24,549.25
2014-07-25,539.05
2014-07-28,541.85
2014-07-30,541.35
2014-07-31,546.6
2014-08-01,538.4
2014-08-04,546.05
2014-08-05,550.1
2014-08-06,562.6
2014-08-07,579.05
2014-08-08,566.2
2014-08-11,552.15
2014-08-12,559.9
2014-08-13,549.85
2014-08-14,551.35
2014-08-18,563.65
2014-08-19,566.75
2014-08-20,563.55
2014-08-21,570.9
2014-08-22,582.4
2014-08-25,578.95
2014-08-26,592.95
2014-08-27,593.0
2014-08-28,599.75
2014-09-01,595.95
2014-09-02,595.3
2014-09-03,600.3
2014-09-04,599.8
2014-09-05,605.85
2014-09-08,624.55
2014-09-09,627.0
2014-09-10,629.15
2014-09-11,631.45
2014-09-12,624.2
2014-09-15,617.6
2014-09-16,586.9
2014-09-17,589.05
2014-09-18,603.65
2014-09-19,609.2
2014-09-22,614.65
2014-09-23,598.0
2014-09-24,584.6
2014-09-25,577.7
2014-09-26,589.05
2014-09-29,584.95
2014-09-30,578.9
2014-10-01,589.25
2014-10-07,566.7
2014-10-08,563.45
2014-10-09,569.85
2014-10-10,569.7
2014-10-13,570.0
2014-10-14,574.0
2014-10-16,559.35
2014-10-17,555.2
2014-10-20,562.75
2014-10-21,564.75
2014-10-22,561.85
2014-10-23,580.1
2014-10-27,589.75
2014-10-28,608.4
2014-10-29,638.9
2014-10-30,646.35
2014-10-31,634.05
2014-11-03,639.85
2014-11-05,645.35
2014-11-07,648.9
2014-11-10,651.8
2014-11-11,644.7
2014-11-12,643.5
2014-11-13,624.6
2014-11-14,630.1
2014-11-17,642.65
2014-11-18,641.6
2014-11-19,653.7
2014-11-20,657.95
2014-11-21,657.6
2014-11-24,656.1
2014-11-25,638.35
2014-11-26,643.2
2014-11-27,635.75
2014-11-28,635.45
2014-12-01,623.55
2014-12-02,622.35
2014-12-03,665.85
2014-12-04,665.85
2014-12-05,677.75
2014-12-08,657.5
2014-12-09,650.45
2014-12-10,648.25
2014-12-11,643.05
2014-12-12,632.0
2014-12-15,643.4
2014-12-16,618.05
2014-12-17,608.7
2014-12-18,636.3
2014-12-19,638.95
2014-12-22,639.9
2014-12-23,635.5
2014-12-24,639.3
2014-12-26,647.55
2014-12-29,639.2
2014-12-30,658.8
2014-12-31,646.75
